Sl.NO,wkt_geom,gid,ss_name,volt_ratio,ss_type,ss_code,cir_code,region_id,cir_name,show
850,Point (77.66273661982474152 8.26327434801829774),277569,RADHAPURAM SS,110/33-11,NON GRID,5939,472,7,TIRUNELVELI,Y
851,Point (79.90850094168156659 13.1101919182916351),273399,THIRUVALLUR,110/33-11,NON GRID,7211,410,9,KANCHIPURAM,Y
852,Point (79.93028364366060146 13.13117915744965281),273400,KAKKALUR,110/33-11,NON GRID,7210,410,9,KANCHIPURAM,Y
853,Point (79.79711709582407764 12.88731774418909914),273397,NEERVALUR,110/33-11,NON GRID,7232,410,9,KANCHIPURAM,Y
854,Point (79.51346335571659552 13.17632714686803475),273405,K.G.KANDIKAI,110/33-11,NON GRID,7207,410,9,KANCHIPURAM,Y
855,Point (79.43892298738877855 13.24248744664914845),273408,A.J.PET,110/33-11,NON GRID,7206,410,9,KANCHIPURAM,Y
856,Point (79.61202770359425074 13.18216663501551267),273404,THIRUTTANI,110/33-11,NON GRID,7203,410,9,KANCHIPURAM,Y
857,Point (78.87666259127152557 12.97876295604124941),276478,PAKKAM,110/33-11,Non-Grid,7317,413,8,TIRUPATTUR EDC,Y
858,Point (79.63749827036870954 13.25572250126838902),273409,PONNIMANGADU,110/33-11,NON GRID,7218,410,9,KANCHIPURAM,Y
859,Point (80.04693407976333219 13.28953615982510961),273411,PERIYAPALAIYAM,110/33-11,NON GRID,7205,410,9,KANCHIPURAM,Y
860,Point (79.57163258673509176 11.01115920019607053),276280,PALAIYUR,110/33-11,GRID,6219,445,6,NAGAI,Y
861,Point (79.65298485135647866 10.41262329818735211),276250,VOIMEDU SS,110/33-11,NON GRID,6211,445,6,NAGAI,Y
862,Point (79.715935766189844 11.19880996104240722),276252,VAITHEESWARANKOIL,110/33-11,GRID,6222,445,6,NAGAI,Y
863,Point (79.64593982991546284 11.07961789090410498),276263,MAYILADUTHURAI,110/33-11,GRID,6218,445,6,NAGAI,Y
864,Point (79.8354624833197164 10.75861152521073727),276277,NAGAPATTINAM,110/33-11,NON GRID,6212,445,6,NAGAI,Y
865,Point (79.03436896086805064 11.15001450596896504),276332,KOOTHUR SS,110/33-11,GRID,6534,440,6,PERAMBALUR,Y
866,Point (79.37486697813851322 11.34365391756997887),276333,ANDIMADAM SS,110/33-11,GRID,6520,440,6,PERAMBALUR,Y
867,Point (79.08924339318700447 11.13788596796289276),276331,ARIYALUR SS,110/33-11,GRID,6519,440,6,PERAMBALUR,Y
868,Point (79.35526233039303179 11.21317129285862002),276334,JAYANKONDAM SS,110/33-11,GRID,6517,440,6,PERAMBALUR,Y
869,Point (78.78805331762411868 10.41942820808029069),276427,SIPCOT,110/33-22,NONGRID,6307,446,6,PUDUKOTTAI,Y
870,Point (79.1267908364530399 10.45550605488884344),276176,KARAMBAKKUDY,110/33-22,NONGRID,6303,446,6,PUDUKOTTAI,Y
871,Point (78.13060947998931738 10.36644350519014068),251186,SENGURICHI SS,110/33-22,NON-GRID,3122,450,5,DINDIGUL,Y
872,Point (77.9273877901766383 10.33027828122865088),251189,GANDHIGRAM SS,110/33-22,NON GRID,3134,450,5,DINDIGUL,Y
873,Point (77.80188269285173419 10.63302105910877415),251221,CHINAKAMPATTY,110/33-22,NON GRID,3140,450,5,DINDIGUL,Y
874,,251224,LAKSHMANAMPATTY SS,110/33-22,NON GRID,3147,450,5,DINDIGUL,Y
875,Point (77.57291874886516325 10.58813094495717166),251211,VAGARAI,110/33-22,NON GRID,3129,450,5,DINDIGUL,Y
876,Point (77.10250006797744504 10.75484600917006262),276890,NEGAMAM,110/33-22,non grid,1351,432,3,CBE-SOUTH,Y
877,Point (77.03196695853320364 10.74517689160899003),276905,MILL KOVILPALAYAM,110/33-22,outdoor,1359,432,3,CBE-SOUTH,Y
878,Point (77.0670357076292305 10.80147572548118262),276910,kurunellipalayam ss,110/33-22,outdoor,1356,432,3,CBE-SOUTH,Y
879,Point (77.00239995245105717 10.89223759742074016),276908,othakkalmandapam,110/33-22,outdoor,1342,432,3,CBE-SOUTH,Y
880,Point (76.99064695462432439 11.10854678149537555),276961,KEERANATHAM,110/33-22,Non-Grid,1222,430,3,CBE-NORTH,Y
881,Point (77.01371541745213278 11.20810493467345381),276981,KUPPEPALAYAM,110/33-22,Non-Grid,1227,430,3,CBE-NORTH,Y
882,Point (77.69524045201211493 10.79817528662034043),277002,MULANUR SS,110/33-22,Non grid,1721,439,3,PALLADAM,Y
883,Point (77.38916348565309988 10.70476585158133531),277000,PONNAPURAM (WF),110/33-22,Non - Grid,1818,439,3,PALLADAM,Y
884,Point (77.33281830582889427 9.93724649387208281),251348,RASINGAPURAM SS,110/33-22,NON GRID,3602,476,5,THENI,Y
885,Point (79.0837362 10.9939427),276348,SATHAMANGALAM SS,110/33-22,GRID,6510,440,6,PERAMBALUR,Y
886,Point (78.95738997030659334 10.51880885899356599),276426,ADHANAKOTTAI,110/33-22,NONGRID,6309,446,6,PUDUKOTTAI,Y
887,Point (77.86764416477542738 12.72300796809604151),276614,sipcot phase II,110/33-22-11,NON GRID,7505,421,8,KRISHNAGIRI,Y
888,Point (78.05234728923082343 10.41755506516854268),251185,THAMARAIPADI SS,110/33-22-11,NON GRID,3149,450,5,DINDIGUL,Y
889,Point (77.99245799999999917 8.75266899999999914),277678,VAGAIKULAM SS,110/33-22-11,NON GRID,5108,470,7,TUTICORIN,Y
890,Point (78.89405827427933104 9.79648707838939004),251291,THIRUVADANAI SS,110/33-22-11,NON GRID,3509,478,5,RAMNAD,Y
891,Point (78.57432027861533186 9.55480663560270038),251292,PARAMAKUDI SS,110/33-22-11,NON GRID,3501,478,5,RAMNAD,Y
892,Point (78.95352660936183042 11.3522541038413376),276325,MANGALAMEDU SS,110/33-22-11,GRID,6538,440,6,PERAMBALUR,Y
893,Point (77.55117999285791086 9.07714211165477636),277594,,230/110,GRID,5470,472,7,TIRUNELVELI,Y
894,Point (78.78487517045176958 10.43170447386489919),276440,PUDUKKOTTAI,230/110,NONGRID,6528,446,6,PUDUKOTTAI,Y
895,Point (77.93350867243880487 12.5826222450107803),276635,Uddanapally,230/110,NON GRID,10701,421,8,KRISHNAGIRI,Y
896,Point (77.43571755430504311 11.39977060975165557),267621,GOBI,230/110,NON GRID,4117,436,4,GOBI,Y
897,Point (77.5993965358868536 11.56632712540735142),267620,ANTHIYUR,230/110,NON GRID,10403,436,4,GOBI,Y
898,Point (80.24068280375193751 12.97634141412742004),273433,THARAMANI SS,230/110,GRID,9226,401,9,Chennai-South 2,Y
899,Point (80.2108677779551158 12.82107278813677809),273434,SIRUSERI SS,230/110,GRID,9232,401,9,Chennai-South 2,Y
900,Point (78.21205708032628934 12.30393348924878083),276545,KARIMANGALAM,230/110,NON GRID,7441,420,8,DHARMAPURI,Y
901,Point (79.68592671529296467 13.09707078736996344),276538,MOSUR,230/110,GRID,7435,412,8,VELLORE,Y
902,Point (79.24305258611880731 12.9995006559871662),276539,THIRUVALAM,230/110,GRID,7437,412,8,VELLORE,Y
903,Point (79.35067514298147273 10.92554510857413774),276142,Patteswaram,230/110,NON-GRID,6459,444,6,THANJAVUR,Y
904,Point (79.07246240789670821 10.71523363964791109),276174,Thanjavur,230/110,NON-GRID,6527,444,6,THANJAVUR,Y
905,Point (79.26257583105855531 10.55079009327518236),276141,N T Gudi,230/110,NON-GRID,6447,444,6,THANJAVUR,Y
906,Point (80.31267542356540901 13.26789213444286908),516,ATHIPATTU SS,230/110,NON-GRID,2148,404,1,Chennai-North,Y
907,Point (79.44631671311863386 11.59830397677395197),277222,NEYVELI,230/110,GRID,10801,418,2,CUDDALORE,Y
908,Point (79.73202945769800465 11.72767989723031512),277223,CUDDALORE,230/110,GRID,8348,418,2,CUDDALORE,Y
909,Point (80.10328899937401559 13.4029588929501724),514,GUMMIDIPOONDI SS,230/110,NON-GRID,2137,404,1,Chennai-North,Y
910,Point (79.25408856821663051 11.66237695304359967),277293,ULUNDURPET,230/110,GRID,8420,417,2,KALLAKURICHI,Y
911,Point (80.27562253895894173 13.12853848185474703),421,TONDIARPET SS,230/110,Non-Grid,2135,404,1,Chennai-North,Y
912,Point (80.1745620614023693 13.08438388977108957),576,KOYAMBEDU GIS,230/110,NON-GRID,9341,406,1,Chennai-West,Y
913,Point (80.16243456354551711 13.09453786948266263),577,AMBATTUR IIIRD MAIN ROAD,230/110,NON-GRID,10203,406,1,Chennai-West,Y
914,Point (80.1820502172840861 13.09982938314894163),575,KORATTUR,230/110,NON-GRID,9324,406,1,Chennai-West,Y
915,Point (80.19427731976648488 13.07168837451079924),580,KOYAMBEDU CMRL,230/110,NON-GRID,9325,406,1,Chennai-West,Y
916,Point (80.11493599112466768 13.06883113960751075),581,THIRUVERKADU,230/110,NON-GRID,9346,406,1,Chennai-West,Y
917,Point (80.09901956945547852 13.20577805723491061),578,ALAMATHY,230/110,NON-GRID,9327,406,1,Chennai-West,Y
918,Point (80.23271151011132929 13.08792719987310171),579,KILPAUK,230/110,NON-GRID,9328,406,1,Chennai-West,Y
919,Point (77.95498225414416993 11.35481987518388003),267652,UNJANAI,230/110,NON GRID,4503,437,4,NAMAKKAL,Y
920,Point (78.22279070345102525 11.1341564326647493),267653,VALAYAPATTY SS,230/110,NON GRID,4525,437,4,NAMAKKAL,Y
921,Point (78.17613885325525303 11.31772301573436579),267654,PUDANSANTHAI SS,230/110,NON GRID,4502,437,4,NAMAKKAL,Y
922,Point (77.77207008042860537 11.45366468722166609),267683,PALLAKKAPALAYAM,230/110,GRID,4424,422,4,METTUR,Y
923,Point (77.82990726511674495 11.81610224933636211),267682,METTUR,230/110,GRID,4332,422,4,METTUR,Y
924,Point (78.72360645133959167 11.58357122559952224),267715,DEVIYAKURICHI,230/110,GRID,4416,424,4,SALEM,Y
925,Point (78.40715595356894596 11.63841109680838493),267716,SINGAPURAM,230/110,GRID,4428,424,4,SALEM,Y
926,Point (79.03897266589736148 12.20508507388880481),277153,TIRUVANNAMALAI,230/110,GRID,8223,414,2,THIRUVANNAMALAI,Y
927,Point (79.5806808 12.5454218),277154,ECHUR,230/110,GRID,8271,414,2,THIRUVANNAMALAI,Y
928,Point (79.27445545069051036 12.64958596470314056),277152,ARANI,230/110,GRID,8247,414,2,THIRUVANNAMALAI,Y
929,Point (77.49344245659673902 11.31480014282050739),267758,THINGALORE,230/110,Non-Grid,4346,426,4,ERODE,Y
930,Point (77.5771638381641111 11.24350286273593191),267757,INGUR,230/110,Non-Grid,4334,426,4,ERODE,Y
931,Point (77.33416351488919815 11.11930160973268222),277048,TIRUPUR SS,230/110,Grid,1654,438,3,TIRUPUR,Y
932,Point (77.9334922409708355 10.6020652400863522),251230, Renganathapuram,230/110,GRID,3137,450,5,DINDIGUL,Y
933,Point (77.87196188436548994 10.28421039756185351),251229,Sembatty SS,230/110,GRID,3125,450,5,DINDIGUL,Y
934,Point (77.32839646625480157 10.59415029847630407),276885,MYVADI SS,230/110,GRID,1525,434,3,UDUMALPET,N
935,Point (77.27895516131238196 10.57626478958796135),276886,UDUMALPET SS,230/110,GRID,1524,434,3,UDUMALPET,Y
936,Point (77.00707473928564184 10.45530087628010918),276887,ALIYAR SS,230/110,GRID,1528,434,3,UDUMALPET,Y
937,Point (77.00153816908590443 10.89143095119299431),276898,Otthakkal mandapam,230/110,outdoor,1350,432,3,CBE-SOUTH,Y
938,Point (77.12567244715785364 11.09337821457318363),276897,Arasur,230/110,outdoor,1349,432,3,CBE-SOUTH,Y
939,Point (76.93545651168297184 11.08528177345469068),276972,THUDIALUR  SS,230/110,Non-Grid,1229,430,3,CBE-NORTH,Y
940,Point (76.95878089730462079 11.01894078596939153),276953,Coimbatore,230/110,Grid,10101,435,3,CBE-METRO,Y
941,Point (77.3992314746751191 10.70205720407013494),276992,PONNAPURAM(WF),230/110,Grid,1813,439,3,PALLADAM,Y
942,Point (77.31226252648113473 11.00428713322239105),276989,PALLADAM,230/110,Grid,1701,439,3,PALLADAM,Y
943,Point (77.69898979182723053 10.99412792623805224),277003,KURUKKATHI,230/110,Grid,1649,439,3,PALLADAM,Y
944,Point (78.14012200000000519 9.48695099999999947),277588,SAVVASAPURAM,230/110,OUT DOOR,5930,472,7,TIRUNELVELI,Y
945,Point (77.75196379999999863 8.25463099999999983),277583,Udhayathur SS (NCES SS),230/110,OUT DOOR,5933,472,7,TIRUNELVELI,Y
946,Point (77.72562480000000562 8.95678290000000032),277584,Kayathar SS,400/230,OUT DOOR,5450,472,7,TIRUNELVELI,Y
947,Point (77.55117999647217175 9.07715000464503596),277585,Amuthapuram SS (NCES SS),230/110,OUT DOOR,5446,472,7,TIRUNELVELI,Y
948,Point (77.32259999999999422 9.00135000000000041),277643,KODIKURICHI SS,110/33,OUT DOOR,5248,462,7,VIRUDHUNAGAR,Y
949,Point (77.64598999999999762 8.88749999999999929),277644,Kanarpatti SS,400/230,OUT DOOR,5232,462,7,TIRUNELVELI,Y
950,Point (78.22328646591655854 9.519595262498175),277649,TIRUCHULI,230/110,OUT DOOR,5945,462,7,VIRUDHUNAGAR,Y
951,Point (77.77083000000000368 8.88864000000000054),277645,KAYATHAR,230/110,OUT DOOR,10503,462,7,VIRUDHUNAGAR,Y
952,Point (78.09766500000000633 8.81442200000000042),277716,MEELAVITTAN SS,230/110,NON GRID,5448,470,7,TUTICORIN,Y
953,Point (77.48712100000000191 8.25022599999999962),277674,SHENBAGARAMANPUDUR SS,230/110,GRID,5447,474,7,KANYAKUMARI,Y
954,Point (79.99667524938008967 12.74514016076491174),273311,SPKOIL,230/110,GRID,9134,411,9,CHENGALPATTU,Y
955,Point (79.93568805708756031 12.94383635969107971),273309,NOKIA,230/110,GRID,9149,411,9,CHENGALPATTU,Y
956,Point (79.81161978175870786 12.41181341856379206),273310,ACHARAPAKKAM,230/110,GRID,9136,411,9,CHENGALPATTU,Y
957,Point (80.15644848026180114 12.6420102091901505),273318,OMEGA,230/110,GRID,9172,411,9,CHENGALPATTU,Y
958,Point (79.9066334092671724 12.92075083298012572),273301,SIPCOT MAMBAKKAM,230/110,GRID,9150,411,9,CHENGALPATTU,Y
959,Point (80.26948050175248284 13.09939886753404537),409,Basin bridge SS,230/110,NON-GRID,2247,402,1,Chennai-Central,Y
960,Point (80.27118573963700499 13.08012358635394001),410,CMRL Central,230/110,NON-GRID,2253,402,1,Chennai-Central,Y
961,Point (78.59734275614104604 12.22681763276597877),276468,Singarapet SS,230/110,NON GRID,7436,413,8,TIRUPATTUR EDC,Y
962,Point (79.57500892715789576 11.08877651878617066),276281,KADALANGUDY,230/110,GRID,6224,445,6,NAGAI,Y
963,Point (79.6157689024882842 10.78377097543792651),276312,THIRUVARUR SS,230/110,GRID,6223,447,6,THIRUVARUR,Y
964,Point (78.61027555603051553 10.69233738271963041),276246,ALUNDUR SS,230/110,NON-GRID,6654,442,6,TRICHY METRO,Y
965,Point (78.49768850822323429 11.03697175697778476),276247,JAMBUNATHAPURAM,230/110,NON-GRID,6658,442,6,TRICHY METRO,Y
966,Point (78.82453271866990008 10.94429560500305243),276243,THATCHANKURICHI SS,230/110,NON-GRID,6656,442,6,TRICHY METRO,Y
967,Point (78.43511230408168444 10.68047988605281695),276245,MONDIPATTI SS,230/110,NON-GRID,6657,442,6,TRICHY METRO,Y
968,Point (78.64484647176861642 10.78882195935414323),276248,TRICHY,230/110,NON-GRID,6655,442,6,TRICHY METRO,Y
969,Point (77.15912979271489291 11.21481603495737644),277067,Karuvalur,230/110,Grid,1647,438,3,TIRUPUR,Y
970,Point (77.98918685387009475 11.05428037905203453),276386,Pugalur,230/110,NON GRID,6524,443,6,KARUR,Y
971,Point (79.21701228228512548 11.34975230921630818),276351,EACHANGADU SS,230/110,GRID,6526,440,6,PERAMBALUR,Y
972,Point (79.09633354565049501 11.06491947379484131),276352,POYYUR SS,230/110,GRID,10602,440,6,PERAMBALUR,Y
973,Point (78.89282100452768987 11.23844149175928386),276350,PERAMBALUR SS,230/110,GRID,6523,440,6,PERAMBALUR,Y
974,Point (80.13101065516754318 12.94668271424842665),273454,KADAPERI SS,230/110/11,Non-Grid,9438,401,9,Chennai-South 2,Y
975,Point (79.481925829611626 11.98884589918863419),277235,VILLUPURAM AUTO SS,230/110/11,NON GRID,8327,416,2,VILLUPURAM,Y
976,Point (77.96619531186217955 9.92230020171387217),251273,CHECKANURNANI SS,230/110/11,GRID,3228,452,5,MADURAI,Y
977,Point (78.18821017274169094 10.05245147559261376),251268,ALAGARKOIL SS,230/110/11,NON GRID,3227,452,5,MADURAI,Y
978,Point (78.08222615064759964 9.90586395103698791),251275,PASUMALAI SS,230/110/11,GRID,3226,452,5,MADURAI,Y
979,Point (77.96881694244100913 9.92104151826727865),251274,KINNIMANGALAM SS,230/110/11,GRID,3246,452,5,MADURAI,Y
980,Point (77.32259999999999422 9.00135000000000041),277515,KODIKURICHI SS,230/110/11,grid,5901,472,7,TIRUNELVELI,Y
981,Point (78.56322861207122799 9.4836423684895923),251306,KAVANOOR,230/110/11,NON GRID,3513,478,5,RAMNAD,Y
982,Point (77.74624340564790259 10.4946346848007348),251207,OTTANCHATHIRAM,230/110/22,NON GRID,3136,450,5,DINDIGUL,Y
983,Point (78.14751800000000515 8.74274300000000082),277715,TTN AUTO SS,230/110/22,NON GRID,5119,470,7,TUTICORIN,Y
984,Point (78.73455826745919239 10.07831217533483326),251318,KARAKUDI,230/110/22,GRID,3417,460,5,SIVAGANGAI,Y
985,Point (80.27176029980282124 13.17536138817049185),496,MANALI SS,230/110/33,Grid,2119,404,1,Chennai-North,Y
986,Point (78.68041626476488659 12.73401747775636572),276448,Vinnamangalam SS,230/110/33,NON GRID,7434,413,8,TIRUPATTUR EDC,Y
987,Point (78.92571796043661436 9.35186260771172861),251314,Valuthur,230/110/33,GRID,3527,478,5,RAMNAD,Y
988,Point (80.21193366325384488 13.011721026019476),273377,Guindy,230/110/33,GRID,9256,400,9,Chennai-South 1,Y
989,Point (80.20164345010907425 13.00284333204067622),273378,ALANDUR S,230/110/33,GRID,9257,400,9,Chennai-South 1,Y
990,Point (79.64531027213449477 12.88274829537711419),273391,ARIYAPERUMBAKKAM,230/110/33,NON GRID,7246,410,9,KANCHIPURAM,Y
991,Point (77.81302441670425196 12.72781628328091941),276640,HOSUR,230/110/33-11,NON GRID,7101,421,8,KRISHNAGIRI,Y
992,Point (80.21413643004329685 12.90496010408779703),273463,KITS PARK SS,230/110/33-11,Line tap,9436,401,9,Chennai-South 2,Y
993,Point (78.14958923479133546 12.57646888870130475),276596,Gurubarapally,230/110/33-11,NON GRID,7538,421,8,KRISHNAGIRI,Y
994,Point (79.94130323021339279 12.86373786696441002),273317,ORAGUDAM,230/110/33-11,GRID,9157,411,9,CHENGALPATTU,Y
995,Point (80.26637802057253168 13.04506372766748257),415,MYLAPORE GIS SS,230/110-33,NON-GRID,2232,402,1,Chennai-Central,Y
996,Point (80.19338165783645422 12.85290673127066263),273435,OTTIYAMBAKKAM,400/230/110,GRID,9434,401,9,Chennai-South 2,Y
997,Point (80.27185604866350843 13.17689358570336644),512,MANALI GIS SS,400/230/110,NON-GRID,10204,404,1,Chennai-North,Y
998,Point (78.0049182420943481 11.67032764946186774),267684,K.R.THOPPUR,400/230/110,GRID,4331,422,4,METTUR,Y
999,Point (77.19359625439885519 10.74380804115879684),276888,ANIKKADAVU SS,400/230/110,GRID,1803,434,3,UDUMALPET,N
1000,Point (77.00628026805425463 11.29495139801777626),276977,KARAMADAI SS,400/230/110,GRID,1232,430,3,CBE-NORTH,Y
1001,Point (77.49539548004275957 10.83489208911051271),277004,RASIPALAYAM,400/230/110,Grid,10102,439,3,PALLADAM,Y
1002,Point (77.82683900000000676 9.42118900000000004),277591,ANUPPANKULAM,230/110,OUT DOOR,10502,472,7,TIRUNELVELI,Y
1003,,277589,Kanarpatti SS,230/110,OUT DOOR,5477,472,7,TIRUNELVELI,Y
1004,Point (77.868977000000001 8.90691200000000016),277717,THENNAMPATTI SS,400/230/110,NON GRID,5946,470,7,TUTICORIN,N
1005,Point (79.97439935278809742 12.9811014949921173),273314,SRIPERUMPUDUR,400/230/110,GRID,9135,411,9,CHENGALPATTU,Y
1006,Point (78.39560856434459879 9.34982301211053901),251313,KAMUTHI SS,400/230/110,GRID,5944,478,5,RAMNAD,Y
1007,Point (79.87768443416250363 12.903602180820263),273319,SUNGUVACHATHIRAM,400/230/110,GRID,9152,411,9,CHENGALPATTU,Y
1008,Point (78.05859651975696067 12.16474347271625689),276544,PALAVADI,400/230-110,NON GRID,7173,420,8,DHARMAPURI,Y
1009,Point (76.9456668 11.3160966),276545,BB-II SS ,110/33,NON GRID,100000,400,7,D,Y
,Point(76.8659708 11.0776858),,Chinnathadagam SS,110/33,NON-GRID,100001,,,,Y
,Point(76.8892332 10.8589291),,KG Chavadi,110/33,NON-GRID,100002,,,,Y
,Point(77.1722044 10.6145981),,Anthiyur,110/33,NON-GRID,100003,,,,Y
,Point(77.1142105 10.8752622),,Panapatty,110/33,NON-GRID,100004,,,,Y
,Point(77.0565861 10.9941795),,Pattanam,110/33,NON-GRID,100005,,,,Y
,Point (77.65055556 8.17684642),,Irukkanthurai,110/33,NON-GRID,100006,,,,Y
,Point (77.67115 8.20888),,Sankaneri,230/110,NON-GRID,100007,,,,Y
,Point (78.15953298 8.788691936),,TTN Beach,110/33,NON-GRID,100008,,,,Y
,Point (78.176207 8.763932),,TTPS,230/33,GENERATION,100009,,,,Y
,Point (78.050696 8.897308),,Ottapidaram,400/230,NON-GRID,100010,,,,N
,Point (77.64294 8.81858),,Rastha,110/33,NON-GRID,100011,,,,Y
,Point (77.4927819 8.9526283),,Veeranam ,230/33,NON-GRID,100012,,,,Y
,Point (77.3039566 8.6898868),,Servalar PH,110/11,NON-GRID,100013,,,,Y
,Point (77.486798 9.077253),,Echantha,110/11,NON-GRID,100014,,,,Y
,Point (77.7685648854821 9.32552458718419),,Vembakottai,110/11,NON-GRID,100015,,,,Y
,Point (77.6413405 9.5002372),,Srivilliputhur,110/11,NON-GRID,100016,,,,Y
,Point (77.312479 8.532145),,Kodayar PH I,110/11,NON-GRID,100017,,,,Y
,Point (77.311688 8.503993),,Kodayar PH II,110/11,NON-GRID,100018,,,,Y
,Point (77.2726691 9.6204295),,SURULIYAR,110/11,GENERATION,100019,,,,Y
,Point (77.71341472623438 8.169276461881806),,Koodankulam NPS,400/230,GENERATION,100020,,,,Y
,Point (77.64089771926159 8.765381849559546),,Abhihsekapatti,400/33,NON-GRID,100021,,,,N
,Point (78.0578885118095 8.43510053598503),,Udangudi Thermal,230/33,GENERATION,100022,,,,N
,Point (77.999932 9.450609),,Virudhunagar 765,765/400,NON-GRID,100023,,,,N
,Point (77.9791165 10.0702853),,VADIPATTI,110/33,NON-GRID,100024,,,,Y
,Point (78.8357614 9.3336039),,RS MADAI,110/33,NON-GRID,100025,,,,Y
,Point (77.1913861 9.6273739),,PERIYAR PH,110/33,NON-GRID,100026,,,,Y
,Point (77.8042640 9.9620753),,USILAMPATTY,110/33,NON-GRID,100027,,,,Y
,Point (77.466925 9.896014),,THAPPAGUNDU,110/33,NON-GRID,100028,,,,Y
,Point (77.7360807 10.1629012),,BATLAKUNDU,110/33,NON-GRID,100029,,,,Y
,Point (77.9574389 10.3802058),,ANGUNAGAR,110/33,NON-GRID,100030,,,,Y
,Point (77.3953589 10.4614774),,PAPPAMPATTY,110/33,NON-GRID,100031,,,,Y
,Point (77.6814769 10.5965066),,KALIMANDAYAM,110/33,NON-GRID,100032,,,,Y
,Point (77.5228213 10.4741591),,PALANI,110/33,NON-GRID,100033,,,,Y
,Point (77.92928402 10.48734151),,LAKSHMANAPATTY,110/33,NON-GRID,100034,,,,Y
,Point (77.4469676 10.663523),,SELLAMPALAYAM,110/33,NON-GRID,100035,,,,Y
,Point (77.5644850 10.9937005),,KANGEYAM,110/33,NON-GRID,100036,,,,Y
,Point (77.3626831 11.2156785),,PERUMANALLUR,110/33,NON-GRID,100037,,,,Y
,Point (77.1922819 11.1276052),,ARASUR PGCIL,400/230,NON-GRID,100038,,,,Y
,Point (77.21576519429967789 11.45691227091854891),267586,SHENBAGAPUDUR SS,230/110,NON-GRID,100039,,,,Y
,Point (77.7574949 11.3300708),,BKB II,110/33,GENERATION,100040,,,,Y
,Point (77.8669264 11.2431653),,BKB III,110/33,GENERATION,100041,,,,Y
,Point (77.7007773 11.4853635),,LMHEP IV,110/33,GENERATION,100042,,,,Y
,Point (77.8102701 11.8002320),,Mettur DPH,110/11,GENERATION,100043,,,,Y
,Point (77.7788763 11.727021),,LMHEP I,110/11,GENERATION,100044,,,,Y
,Point (77.7557485 11.6435360),,LMHEP II,110/11,GENERATION,100045,,,,Y
,Point (77.7147432 11.3841775),,BKB I,110/11,GENERATION,100046,,,,Y
,Point (77.813051 11.770866),,MTPS I,230/33,GENERATION,100047,,,,Y
,Point (78.5008875 11.2856582),,KOPPAMBATTY,110/33,NON-GRID,100048,,,,Y
,Point (78.10766486045912 11.702518481219697),,KARUPPUR SS,230/110,NON-GRID,100049,,,,Y
,Point(76.8061842 11.2612073),,KUNDAH PH 4,110/33,GENERATION,100050,,,,Y
,Point (76.5758685879867 11.304451209598419),,KUNDAH PH 5,230/33,GENERATION,100051,,,,Y
,Point (76.65140214867405 11.286135910285134),,KUNDAH PH 1,110/33,GENERATION,100052,,,,Y
,Point (77.1154876 11.4721845),,Bavani Sahar MPH,110/33,GENERATION,100053,,,,Y
,Point (77.95470507202766 12.691776927407162),,KAMANTHOTTI,110/33,NON-GRID,100054,,,,Y
,Point (79.6341514 11.1427366),,Needur,110/33,NON-GRID,100055,,,,Y
,Point (79.5861455 11.0338421),,Kuttalam GTP,110/33,GENERATION,100056,,,,Y
,Point (78.789427 10.711371),,HAPP,110/33,NON-GRID,100057,,,,Y
,Point (79.7144402 10.6320017),,Thirukuvali,110/33,NON-GRID,100058,,,,Y
,Point (78.5985642 10.9960300),,Vengaimandalam,110/33,NON-GRID,100059,,,,Y
,Point (79.450171 10.540849),,Thirumakottai,110/33,NON-GRID,100060,,,,Y
,Point (77.8243531 11.8092327),,Mettur RS,110/33,NON-GRID,100061,,,,Y
,Point(77.8104261 11.7967999),,Mettur TPH,110/33,GENERATION,100062,,,,Y
,Point (77.0078445 10.4546588),,Aliyar PH,110/33,GENERATION,100063,,,,Y
,Point (80.327042 13.257631),,NCTPS II,110/33,GENERATION,100064,,,,Y
,Point(80.32743954460798 13.25235681596119),,NCTPS I,110/33,GENERATION,100065,,,,Y
,Point(76.98373794267155 11.005270785973757),,RACECOURSE,110/33,NON-GRID,100066,,,,N
,Point (76.856124 10.468292),,Sarkarpathy,110/33,GENERATION,100067,,,,N
,Point (77.007272 10.455302),,Aliyar Nagar,110/33,NON-GRID,100068,,,,N
,Point (77.00560138269775 10.456263283870944),,Navalamalai,110/33,GENERATION,100069,,,,N
,Point (76.97990273945372 10.360745165400628),,Iyyarpadi,110/33,NON-GRID,100070,,,,N
,Point (80.31082863581001 13.202645468021649),,ETPS,110/33,GENERATION,100071,,,,Y
978,Point (78.08222615064759964 9.90586395103698791),251275,MADURAI SS,230/110/11,GRID,3226,452,5,MADURAI,Y
,Point (77.7176826231301 11.335985918090868),,SLDC ERODE,110/33,NON-GRID,100072,,,,Y
,Point(80.0025306 12.7398978),,Veerapuram ,110/33,NON-GRID,100073,,,,Y
,Point(78.906905 11.875397),,Sankarapuram ,230/110,GRID,100074,,,,Y
,Point(78.7993869 10.7553087),,THUVAKUDI SS,230/110,GRID,100075,,,,Y
,Point(76.93543568902186 10.978556408688663),,Selvapuram,230/110,GRID,100076,,,,Y
,Point(78.474690 12.525277),,Thiruppathur,110/33,NON-GRID,100077,,,,Y
,Point(78.85512018372663 9.35818075385905),,Patinakathan,110/33,NON-GRID,100078,,,,Y
