S.No,Station,Latitude,Longitude,line_geom
1,Taramani,12.97634141412742,80.24068280375194,
2,KITS PARK SS,12.904960104087797,80.2141364300433,"LINESTRING(80.24068280375194 12.97634141412742, 80.2141364300433 12.904960104087797)"
