S.No,Station,Latitude,Longitude,line_geom
1,Manali,13.175361388170492,80.27176029980282,
2,Korattur,13.099829383148942,80.18205021728409,"LINESTRING(80.27176029980282 13.175361388170492, 80.18205021728409 13.099829383148942)"
