S.No,Station,Latitude,Longitude,line_geom
1,Kilpauk,13.087927199873102,80.23271151011133,
2,TNEB HQ,12.879819246114973,80.20557214879852,"LINESTRING(80.23271151011133 13.087927199873102, 80.20557214879852 12.879819246114973)"
