S.No,Station,Latitude,Longitude,line_geom
1,NCTPS I,11.770866,77.813051,
2,NCTPS II,13.257631,80.327042,"LINESTRING(77.813051 11.770866, 80.327042 13.257631)"
3,Alamathy,13.20577805723491,80.09901956945548,"LINESTRING(80.327042 13.257631, 80.09901956945548 13.20577805723491)"
