S.No,Station,Latitude,Longitude,line_geom
1,Trichy kv,10.798876890929053,78.67211241854616,
2,Erode kv,11.337380512359017,77.7168413568098,"LINESTRING(78.67211241854616 10.798876890929053, 77.7168413568098 11.337380512359017)"
