S.No,Station,Latitude,Longitude,line_geom
1,Koyambedu CMRL (GIS),13.0716883745108,80.19427731976648,
2,Metrozone,11.801239259487891,77.80357828964391,"LINESTRING(80.19427731976648 13.0716883745108, 77.80357828964391 11.801239259487891)"
