S.No,Station,Latitude,Longitude,line_geom
1,Valparai Town,10.494634684800735,77.7462434056479,
2,Mudis,10.594150298476304,77.3283964662548,"LINESTRING(77.7462434056479 10.494634684800735, 77.3283964662548 10.594150298476304)"
