S.No,Station,Latitude,Longitude,line_geom
1,Pulianthope,11.422061062517061,79.53686890875197,
2,BBGTPH,9.348755745123713,78.92391832170287,"LINESTRING(79.53686890875197 11.422061062517061, 78.92391832170287 9.348755745123713)"
