S.No,Station,Latitude,Longitude,line_geom
1,Neyveli Auto,11.598303976773952,79.44631671311863,
2,NNTPS,8.763932,78.176207,"LINESTRING(79.44631671311863 11.598303976773952, 78.176207 8.763932)"
