S.No,Station,Latitude,Longitude,line_geom
1,Thiruvalam,12.999500655987166,79.24305258611881,
2,Alamathy,13.20577805723491,80.09901956945548,"LINESTRING(79.24305258611881 12.999500655987166, 80.09901956945548 13.20577805723491)"
