S.No,Station,Latitude,Longitude,line_geom
1,Gobi,11.399770609751656,77.43571755430504,
2,Karuvalur,11.214816034957376,77.1591297927149,"LINESTRING(77.43571755430504 11.399770609751656, 77.1591297927149 11.214816034957376)"
3,Arasur,11.093378214573184,77.12567244715785,"LINESTRING(77.1591297927149 11.214816034957376, 77.12567244715785 11.093378214573184)"
