S.No,Station,Latitude,Longitude,line_geom
1,Siruseri,12.821072788136778,80.21086777795512,
2,Sholinganallur,12.892391498133003,80.22673768540366,"LINESTRING(80.21086777795512 12.821072788136778, 80.22673768540366 12.892391498133003)"
