S.No,Station,Latitude,Longitude,line_geom
1,Thanjavur,10.715233639647911,79.07246240789671,
2,Alundur,10.693208550341748,78.61199867438613,"LINESTRING(79.07246240789671 10.715233639647911, 78.61199867438613 10.693208550341748)"
