S.No,Station,Latitude,Longitude,line_geom
1,KITS PARK SS,12.904960104087797,80.2141364300433,
2,Sholinganallur,12.892391498133003,80.22673768540366,"LINESTRING(80.2141364300433 12.904960104087797, 80.22673768540366 12.892391498133003)"
