S.No,Station,Latitude,Longitude,line_geom
1,Myvadi,10.594150298476304,77.3283964662548,
2,Udumalpet,10.576264789587961,77.27895516131238,"LINESTRING(77.3283964662548 10.594150298476304, 77.27895516131238 10.576264789587961)"
