S.No,Station,Latitude,Longitude,line_geom
1,Pugalur,11.054280379052035,77.9891868538701,
2,Alagapuram,11.638411096808385,78.40715595356895,"LINESTRING(77.9891868538701 11.054280379052035, 78.40715595356895 11.638411096808385)"
