S.No,Station,Latitude,Longitude,line_geom
1,Kanarpatti,8.8875,77.64599,
2,Abishegapatti,8.765381849559546,77.64089771926159,"LINESTRING(77.64599 8.8875, 77.64089771926159 8.765381849559546)"
