S.No,Station,Latitude,Longitude,line_geom
1,Alundur,10.693208550341748,78.61199867438613,
2,Paramathi PGCIL,11.1276052,77.1922819,"LINESTRING(78.61199867438613 10.693208550341748, 77.1922819 11.1276052)"
