S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
17,T.NO 23,,S,DA,26,24-23,313.2554868,9.63,223,,77.55211111,11.54094444,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5521111111111 11.540944444444444, 77.55391666666667 11.542666666666667)"
18,T.NO 22,,S,DA,26,23-22,273.6512379,13.62,224,,77.55391667,11.54266667,GOOD,GOOD,LT1,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55391666666667 11.542666666666667, 77.55569444444444 11.544416666666667)"
19,T.NO 21,,S,DA,26,22-21,276.4796557,8.29,224,,77.55569444,11.54441667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55569444444444 11.544416666666667, 77.55749999999999 11.546166666666666)"
20,T.NO 20,,S,DA,26,21-20,274.361076,14.93,224,,77.5575,11.54616667,GOOD,GOOD,LT1,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55749999999999 11.546166666666666, 77.55944444444444 11.548111111111112)"
21,T.NO 19,,T,DD,28,20-19,302.654919,12.36,226,"41°56'41""",77.55944444,11.54811111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55944444444444 11.548111111111112, 77.56186111111111 11.548194444444444)"
22,T.NO 18,,S,DA,26,19-18,263.3210968,10.73,227,,77.56186111,11.54819444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56186111111111 11.548194444444444, 77.5645 11.548305555555556)"
23,T.NO 17,,S,DA,26,18-17,288.2932535,13.33,224,,77.5645,11.54830556,GOOD,GOOD,"HT1,LT1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5645 11.548305555555556, 77.56666666666666 11.548444444444444)"
24,T.NO 16,,T,DD,28,17-16,237.6825614,16.38,228,"35°21'41""",77.56666667,11.54844444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56666666666666 11.548444444444444, 77.56908333333332 11.550277777777778)"
25,T.NO 15,,S,DA,26,16-15,331.7167466,12.27,233,,77.56908333,11.55027778,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56908333333332 11.550277777777778, 77.57130555555555 11.552027777777779)"
26,T.NO 14,,S,DA,26,15-14,310.9421168,8.29,216,,77.57130556,11.55202778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57130555555555 11.552027777777779, 77.57352777777777 11.553694444444446)"
27,T.NO 13,,S,DA,26,14-13,305.4848605,8.79,214,,77.57352778,11.55369444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57352777777777 11.553694444444446, 77.57552777777778 11.555277777777778)"
28,T.NO 12,,S,DA,26,13-Dec,279.4011453,6.92,219,,77.57552778,11.55527778,GOOD,GOOD,HT1,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57552777777778 11.555277777777778, 77.57769444444445 11.556944444444445)"
29,T.NO 11,,S,DA,26,12-Nov,298.918049,9.73,233,,77.57769444,11.55694444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57769444444445 11.556944444444445, 77.57991666666666 11.55863888888889)"
30,T.NO 10,2W,T,DD,28,11-Oct,307.3499634,12.47,214,"34°2'36""",77.57991667,11.55863889,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57991666666666 11.55863888888889, 77.58302777777777 11.55888888888889)"
31,T.NO 9,,S,DA,26,10-Sep,341.2345235,8.24,216,,77.58302778,11.55888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58302777777777 11.55888888888889, 77.58616666666666 11.559083333333334)"
32,T.NO 8,,T,DB,24,09-Aug,344.9072339,11.26,219,"4°37'37""",77.58616667,11.55908333,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58616666666666 11.559083333333334, 77.589 11.5595)"
33,T.NO 7,,S,DA,26,08-Jul,312.7059321,13.49,216,,77.589,11.5595,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.589 11.5595, 77.59194444444444 11.559972222222223)"
34,T.NO 6,,S,DA,26,07-Jun,324.6921619,5.31,217,,77.59194444,11.55997222,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59194444444444 11.559972222222223, 77.59466666666667 11.560361111111112)"
35,T.NO 5,,T,DB,24,06-May,300.5411785,6.49,216,"2°34'20""",77.59466667,11.56036111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59466666666667 11.560361111111112, 77.59769444444444 11.560666666666668)"
36,T.NO 4,,T,DD,28,05-Apr,332.1806737,9.23,226,"62°54'43""",77.59769444,11.56066667,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59769444444444 11.560666666666668, 77.59830555555556 11.562222222222223)"
37,T.NO 3  LILO THALAIVAIPETTAI ,,T,DC,26,04-Mar,182.5842271,14.72,232,"17°8'26""",77.59830556,11.56222222,GOOD,GOOD,"LT1,HT1",,PLAIN,THALAVAIPETTAI LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59830555555556 11.562222222222223, 77.59847222222221 11.564666666666668)"
38,T.NO 2,,T,DC,26,03-Feb,271.4719138,9.92,227,"26°51'7""",77.59847222,11.56466667,GOOD,GOOD,"LT1,HT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59847222222221 11.564666666666668, 77.59922222222222 11.565916666666668)"
39,T.NO 1,,T,DC,26,02-Jan,160.8788364,3.52,232,"18°55'15""",77.59922222,11.56591667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59922222222222 11.565916666666668, 77.59936111111111 11.566583333333334)"
40,T.NO 1A,,T,DD,28,1-1A,76.4852927,2.83,227,"148°53'28""",77.59936111,11.56658333,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59936111111111 11.566583333333334, 77.59944444444444 11.566361111111112)"
41,GT ANTHIYUR 230KV SS,,T,GT,15,1A-GT,26.57066051,,228,,77.59944444,11.56636111,GOOD,MISSING,,,PLAIN,230KV ANTHIYUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
