S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,T.NO 38/1 ATHANI LILO,3W,T,DC,26,,,,199,,77.51594444,11.54144444,GOOD,,,,PLAIN,ATHANI LILO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51594444444444 11.541444444444444, 77.5171388888889 11.541611111111111)"
2,T.NO 38,,T,DB,24,38/1-38,131.6852308,15.75,196,"0°42'19""",77.51713889,11.54161111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5171388888889 11.541611111111111, 77.52008333333333 11.542111111111112)"
3,T.NO 37,,S,DA,26,38-37,327.1819066,13.73,205,,77.52008333,11.54211111,GOOD,GOOD,LT1.HT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52008333333333 11.542111111111112, 77.52288888888889 11.542555555555555)"
4,T.NO 36,,S,DA,26,37-36,309.5706704,14.21,206,,77.52288889,11.54255556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52288888888889 11.542555555555555, 77.52519444444444 11.542944444444444)"
5,T.NO 35,,S,DA,26,36-35,255.8124313,17.63,202,,77.52519444,11.54294444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52519444444444 11.542944444444444, 77.52763888888889 11.543333333333333)"
6,T.NO 34,,S,DA,26,35-34,271.1051457,15.94,210,,77.52763889,11.54333333,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52763888888889 11.543333333333333, 77.52991666666667 11.543694444444444)"
7,T.NO 33,,T,DC,26,34-33,252.3529275,13.71,207,"26°45'42""",77.52991667,11.54369444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.52991666666667 11.543694444444444, 77.53258333333333 11.54288888888889)"
8,T.NO 32,,T,DB ,24,33-32,303.0577503,15.85,206,"2°30'32""",77.53258333,11.54288889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53258333333333 11.54288888888889, 77.53513888888888 11.542083333333332)"
9,T.NO 31,,S,DA,32,32-31,294.5318319,8.76,201,,77.53513889,11.54208333,GOOD,GOOD,HT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53513888888888 11.542083333333332, 77.53633333333333 11.541527777777778)"
10,T.NO 30,,T,DD,34,31-30,143.1782106,15.72,215,"30°17'34""",77.53633333,11.54152778,GOOD,GOOD,,RIVER ,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53633333333333 11.541527777777778, 77.53958333333333 11.542111111111112)"
11,T.NO 29,,T,DD,28,30-29,359.4899164,7.96,221,"33°14'5""",77.53958333,11.54211111,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.53958333333333 11.542111111111112, 77.54133333333333 11.54138888888889)"
12,T.NO 28,,S,DA,26,29-28,208,9.12,215,,77.54133333,11.54138889,GOOD,GOOD,HT1,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54133333333333 11.54138888888889, 77.54366666666667 11.540444444444445)"
13,T.NO 27,,S,DA,26,28-27,275.203561,7.83,212,,77.54366667,11.54044444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54366666666667 11.540444444444445, 77.54602777777778 11.539444444444444)"
14,T.NO 26,,T,DB,24,27-26,280.0803456,4.37,212,"3°8'23""",77.54602778,11.53944444,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54602777777778 11.539444444444444, 77.54766666666667 11.53886111111111)"
15,T.NO 25,,T,DC,26,26-25,191.650724,5.96,216,"22°16'24""",77.54766667,11.53886111,GOOD,GOOD,"LT1,HT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.54766666666667 11.53886111111111, 77.55005555555556 11.538972222222222)"
16,T.NO 24,2W,T,DD,28,25-24,260.3766503,6.35,225,"42°3'30""",77.55005556,11.53897222,GOOD,GOOD,"LT1+1,HT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.55005555555556 11.538972222222222, 77.5521111111111 11.540944444444444)"
