S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,GANTRY 110KV ILAVANTHI SS ,T,GANTRY,15,,,,409,,10.92534469,77.32215782,GOOD,MISSING,,,PLAIN,110KV ILAVANTHI SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32215782 10.92534469, 77.32222506 10.92575989)"
2,T.NO 19,T,DD,28,GANTRY-19,46.5295604965274,9.22,402,"31°18'1""",10.92575989,77.32222506,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32222506 10.92575989, 77.32370153 10.92747475)"
3,T.NO 18,T,DB,24,19-18,249.160590784337,9.87,405,"7°55'10""",10.92747475,77.32370153,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32370153 10.92747475, 77.32515495 10.92975009)"
4,T.NO 17,S,DA,26,18-17,297.754932788695,7.23,405,,10.92975009,77.32515495,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32515495 10.92975009, 77.3265434 10.93189938)"
5,T.NO 16,S,DA,26,17-16,282.171933402314,5.32,404,,10.93189938,77.3265434,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3265434 10.93189938, 77.32798737 10.93412958)"
6,T.NO 15,T,DD,28,16-15,292.98464123568,8.08,403,"33°31'22""",10.93412958,77.32798737,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32798737 10.93412958, 77.32950146 10.93479582)"
7,T.NO 14,T,DB,24,15-14,181.245689603919,8.2,402,"8°53'48""",10.93479582,77.32950146,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32950146 10.93479582, 77.3298507 10.93501908)"
8,T.NO 13,T,DD,28,14-13,45.4862616621766,5.32,397,"62°2'27""",10.93501908,77.3298507,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.3298507 10.93501908, 77.32963243 10.93751497)"
9,T.NO 12,T,DD,28,13-12,277.221932754247,5.76,400,"59°31'52""",10.93751497,77.32963243,GOOD,GOOD,"LT-2,HT-1",ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.32963243 10.93751497, 77.33138881 10.93875772)"
10,T.NO 11,S,DA,26,12-11,236.224469519989,5.19,400,,10.93875772,77.33138881,GOOD,GOOD,LT-2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.33138881 10.93875772, 77.33264851 10.93963373)"
