S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
86,13,,Suspension,DA+0,26,16-17,397,7.2,353,,11.24685833,76.89734444,OK,OK,33kv,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.89734444444446 11.246858333333332, 76.89790555555557 11.244605555555555)"
87,14,,Suspension,DA+0,26,17-18,259,7.9,350,,11.24460556,76.89790556,OK,OK,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.89790555555557 11.244605555555555, 76.89859166666668 11.241716666666665)"
88,15,,Suspension,DA+0,26,18-19,332,6.2,353,,11.24171667,76.89859167,OK,OK,LT,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.89859166666668 11.241716666666665, 76.89926944444446 11.238927777777777)"
89,16,,Suspension,DA+0,26,19-20,322,6,361,,11.23892778,76.89926944,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.89926944444446 11.238927777777777, 76.8998138888889 11.236591666666666)"
90,17,,Tension,DB+0,24,20-21,271,6.3,358, 0°47’0.52”LT,11.23659167,76.89981389,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.8998138888889 11.236591666666666, 76.90050833333333 11.233794444444444)"
91,18,,Tension,DD+9,37,21-22,322,8.3,364, 0°17’34.42”RT,11.23379444,76.90050833,OK,OK,"LT, 230kv Karamadai-Thudiyalur",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90050833333333 11.233794444444444, 76.90094444444445 11.231894444444444)"
92,19,3W,Tension,DD+9,37,22-23,220,10.5,374, 3°16’27.47”RT,11.23189444,76.90094444,OK,OK,"Two LT, 33kv",SH,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90094444444445 11.231894444444444, 76.90148611111111 11.229161111111111)"
93,20,,Suspension,DA+0,26,23-24,312,4.5,376,,11.22916111,76.90148611,OK,OK,"LT, Two 33kv",Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90148611111111 11.229161111111111, 76.90197222222223 11.226508333333333)"
94,21,,Suspension,DA+0,26,24-25,302,2.6,371,,11.22650833,76.90197222,OK,OK,LT,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90197222222223 11.226508333333333, 76.90254722222222 11.223594444444444)"
95,22,,Suspension,DA+0,26,25-26,332,5.5,376,,11.22359444,76.90254722,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90254722222222 11.223594444444444, 76.90308055555556 11.220825)"
96,23,,Suspension,DA+0,26,26-27,318,4.7,382,,11.220825,76.90308056,OK,OK,"LT, 33kv",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90308055555556 11.220825, 76.90361111111112 11.21813611111111)"
97,24,2W,Tension,DB+0,24,27-28,308,3,392, 0°16’15.26”RT,11.21813611,76.90361111,OK,OK,-,Mud Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90361111111112 11.21813611111111, 76.90416944444445 11.215230555555555)"
98,25,,Suspension,DA+0,26,28-29,332,1.8,399,,11.21523056,76.90416944,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90416944444445 11.215230555555555, 76.90470833333335 11.212480555555555)"
99,26,,Suspension,DA+0,26,29-30,314,0.3,400,,11.21248056,76.90470833,OK,OK,-,Mud Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90470833333335 11.212480555555555, 76.9052138888889 11.209855555555555)"
100,27,,Suspension,DA+0,26,30-31,300,4,403,,11.20985556,76.90521389,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9052138888889 11.209855555555555, 76.90563888888889 11.20764722222222)"
101,28,,Tension,DB+0,24,31-32,254,0.28,411, 0°45’33.18”LT,11.20764722,76.90563889,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90563888888889 11.20764722222222, 76.90637500000001 11.203983333333333)"
102,29,,Tension,DB+0,24,32-33,417,2.1,464, 13°32’32.78”LT,11.20398333,76.906375,OK,OK,-,-,Hilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90637500000001 11.203983333333333, 76.90697222222222 11.20272222222222)"
103,30,,Tension,DB+3,27,33-34LILO - MADAMPALAYAM,159,1.1,500, 0°31’1.19”RT,11.20272222,76.90697222,OK,OK,-,-,Hilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90697222222222 11.20272222222222, 76.9081638888889 11.200102777777778)"
104,31,,Tension,DB+3,27,34LILO - MADAMPALAYAM-35,321,1.2,529, 0°19’27.03”LT,11.20010278,76.90816389,OK,OK,-,-,Hilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9081638888889 11.200102777777778, 76.90862222222223 11.199105555555557)"
105,32,,Tension,DC+0,26,35-36,123,0.5,529, 18°20’50.93”LT,11.19910556,76.90862222,OK,OK,-,Tar Road,Hilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.90862222222223 11.199105555555557, 76.91079444444445 11.196777777777777)"
106,33,,Tension,DB+0,24,36-37,355,9,486, 0°37’50.07”RT,11.19677778,76.91079444,OK,OK,-,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91079444444445 11.196777777777777, 76.91272222222223 11.194638888888889)"
107,34LILO - MADAMPALAYAM,3W,Tension,MD+0,45,37-38,318,15,474, 22°52’31.24”RT,11.19463889,76.91272222,OK,OK,-,Mud Road,Plain,LILO POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91272222222223 11.194638888888889, 76.91368611111112 11.191994444444445)"
108,35,,Tension,DB+0,24,38-39,318,4.3,465, 3°17’2.15”RT,11.19199444,76.91368611,OK,OK,-,Mud Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91368611111112 11.191994444444445, 76.91440277777778 11.189577777777778)"
109,36,,Suspension,DA+0,26,39-40,282,0.6,465,,11.18957778,76.91440278,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91440277777778 11.189577777777778, 76.91520833333334 11.18685)"
110,37,,Suspension,DA+0,26,40-41,320,1,459,,11.18685,76.91520833,OK,OK,LT,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91520833333334 11.18685, 76.91596944444446 11.184197222222222)"
111,38,,Suspension,DA+0,26,41-42,308,2.2,464,,11.18419722,76.91596944,OK,OK,Three LT,"Mud Road, Tar Road",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91596944444446 11.184197222222222, 76.916775 11.181388888888888)"
112,39,,Suspension,DA+0,26,42-43,327,4,466,,11.18138889,76.916775,OK,OK,LT,Two Mud Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.916775 11.181388888888888, 76.91759722222223 11.178591666666666)"
113,40,,Suspension,DA+0,26,43-44,327,20,466,,11.17859167,76.91759722,OK,OK,LT,Three Mud Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91759722222223 11.178591666666666, 76.91840277777779 11.175730555555555)"
114,41,,Tension,DB+0,24,44-45,330,1.12,458, 0°16’46.87”LT,11.17573056,76.91840278,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91840277777779 11.175730555555555, 76.91926111111111 11.172794444444444)"
115,42,,Suspension,DA+0,26,45-46,342,1.3,456,,11.17279444,76.91926111,OK,OK,-,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.91926111111111 11.172794444444444, 76.92012222222223 11.169933333333333)"
116,43,,Suspension,DA+0,26,46-47,333,3.1,454,,11.16993333,76.92012222,OK,OK,LT,"Two Mud Roads, Canal",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92012222222223 11.169933333333333, 76.92089166666668 11.167163888888888)"
117,44,,Suspension,DA+0,26,47-48,313,2,447,,11.16716389,76.92089167,OK,OK,Two LT,"Mud Road, Canal",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92089166666668 11.167163888888888, 76.92163333333333 11.164655555555555)"
118,45,,Suspension,DA+0,26,48-49,303,2,439,,11.16465556,76.92163333,OK,OK,Two LT,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92163333333333 11.164655555555555, 76.92238611111111 11.162047222222222)"
119,46,2W,Tension,DB+0,24,49-50,303,3,446, 0°28’5.92”RT,11.16204722,76.92238611,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92238611111111 11.162047222222222, 76.92301666666667 11.159213888888889)"
120,47,,Suspension,DA+0,26,50-51,323,2.83,439,,11.15921389,76.92301667,OK,OK,Two LT,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92301666666667 11.159213888888889, 76.92366666666668 11.156380555555556)"
121,48,,Suspension,DA+0,26,51-52,327,2.5,439,,11.15638056,76.92366667,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92366666666668 11.156380555555556, 76.92415555555556 11.154180555555556)"
122,49,,Suspension,DA+0,26,52-53,256,2.5,447,,11.15418056,76.92415556,OK,OK,33kv,"Mud Road, Canal, Tar Road",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92415555555556 11.154180555555556, 76.92473611111112 11.1518)"
123,50,,Suspension,DA+0,26,53-54,269,4.5,448,,11.1518,76.92473611,OK,OK,-,Mud Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92473611111112 11.1518, 76.9251888888889 11.149644444444444)"
124,51,,Suspension,DA+0,26,54-55,253,1.3,444,,11.14964444,76.92518889,OK,OK,LT,Mud Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9251888888889 11.149644444444444, 76.92565 11.14766111111111)"
125,52,,Tension,DB+0,24,55-56,228,1.9,449, 0°8’44.95”RT,11.14766111,76.92565,OK,OK,LT,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92565 11.14766111111111, 76.92623888888889 11.145108333333333)"
126,53,,Suspension,DA+0,26,56-57,296,1.6,448,,11.14510833,76.92623889,OK,OK,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92623888888889 11.145108333333333, 76.92686944444445 11.142275)"
127,54,,Suspension,DA+0,26,57-58,321,2,460,,11.142275,76.92686944,OK,OK,LT,Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92686944444445 11.142275, 76.92741388888889 11.139938888888889)"
128,55,,Suspension,DA+0,26,58-59,276,2.62,472,,11.13993889,76.92741389,OK,OK,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92741388888889 11.139938888888889, 76.92801666666666 11.137125)"
129,56,,Suspension,DA+0,26,59-60,320,4.5,464,,11.137125,76.92801667,OK,OK,Two 33kv,"Canal, Tar Road",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92801666666666 11.137125, 76.92858611111112 11.134688888888888)"
130,57,,Tension,DB+0,24,60-61,277,3.6,466, 0°19’8.98”RT,11.13468889,76.92858611,OK,OK,LT,Tar Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92858611111112 11.134688888888888, 76.92928055555556 11.131586111111112)"
131,58,,Tension,DB+0,24,61-62,358,3.4,468, 1°3’59.18”RT,11.13158611,76.92928056,OK,OK,"Two LT, Two 33kv, 110kv Tudiyalur-Bhavani Barriage-2","Mud Road, Canal",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92928055555556 11.131586111111112, 76.92979444444445 11.129097222222223)"
132,59,3W,Tension,DD+0,28,62-63,280,3,473, 0°1’20.8”LT,11.12909722,76.92979444,OK,OK,Two LT,"Mud Road, CC Road",Plain,LILO POINT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.92979444444445 11.129097222222223, 76.93028055555556 11.126705555555557)"
133,60,,Suspension,DA+0,26,63-64,283,2.9,469,,11.12670556,76.93028056,OK,OK,33kv,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93028055555556 11.126705555555557, 76.93085 11.124144444444445)"
134,61,,Suspension,DA+0,26,64-65,290,5.5,468,,11.12414444,76.93085,OK,OK,"Two 33kv, LT",Canal,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93085 11.124144444444445, 76.931375 11.121555555555556)"
135,62,,Suspension,DA+0,26,65-66,299,1.2,468,,11.12155556,76.931375,OK,OK,LT,Two Tar Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.931375 11.121555555555556, 76.93196944444445 11.118722222222223)"
136,63,,Tension,DB+0,24,66-67,324,2.3,466, 0°33’7.87”RT,11.11872222,76.93196944,OK,OK,Three LT,Three Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93196944444445 11.118722222222223, 76.93246388888889 11.116341666666667)"
137,64,,Suspension,DA+0,26,67-68,276,2,466,,11.11634167,76.93246389,OK,OK,"33kv, LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93246388888889 11.116341666666667, 76.93296111111111 11.113816666666667)"
138,65,,Suspension,DA+0,26,68-69,288,6.1,468,,11.11381667,76.93296111,OK,OK,"33kv, LT",Two Tar Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93296111111111 11.113816666666667, 76.933575 11.11111111111111)"
139,66,,Suspension,DA+0,26,69-70,313,8.2,465,,11.11111111,76.933575,OK,OK,Two LT,Two Tar Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.933575 11.11111111111111, 76.93412500000001 11.108286111111111)"
140,67,,Suspension,DA+0,26,70-71,321,8,466,,11.10828611,76.934125,OK,OK,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93412500000001 11.108286111111111, 76.93460277777778 11.106016666666667)"
141,68,2W,Tension,DB+0,24,71-72,265,2.5,457, 0°6’0.7”LT,11.10601667,76.93460278,OK,OK,"Three 33kv, Two LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93460277777778 11.106016666666667, 76.93505555555556 11.103925)"
142,69,,Suspension,DA+0,26,72-73,241,5.4,460,,11.103925,76.93505556,OK,OK,33kv,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93505555555556 11.103925, 76.93555277777779 11.10156111111111)"
143,70,,Suspension,DA+0,26,73-74,272,1.2,459,,11.10156111,76.93555278,OK,OK,Two LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93555277777779 11.10156111111111, 76.93606666666668 11.099091666666668)"
144,71,,Tension,DC+0,26,74-75,281,4.6,462, 22°39’36.65”RT,11.09909167,76.93606667,OK,OK,Three LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93606666666668 11.099091666666668, 76.935575 11.09646388888889)"
145,72,,Suspension,DA+0,26,75-76,300,11,461,,11.09646389,76.935575,OK,OK,Three LT,Two Tar Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.935575 11.09646388888889, 76.93525833333334 11.094558333333334)"
146,73,,Suspension,DA+0,26,76-77,220,9.7,466,,11.09455833,76.93525833,OK,OK,Two LT,Two Tar Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93525833333334 11.094558333333334, 76.9349 11.092644444444446)"
147,74,,Tension,DC+0,26,77-Thudiyalur Gantry,214,13,464, 21°7’14.33”LT,11.09264444,76.9349,OK,OK,"LT, 33kv",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9349 11.092644444444446, 76.93541111111111 11.089830555555556)"
148,75,,Suspension,DA+0,26,Thudiyalur Gantry-,324,3.7,464,,11.08983056,76.93541111,OK,OK,"33kv, LT","Canal, Three Roads",Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93541111111111 11.089830555555556, 76.93573611111111 11.087883333333334)"
149,76,,Tension,DB+0,24,-,226,14,465, 9°43’4.45”RT,11.08788333,76.93573611,OK,OK,"33kv, LT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93573611111111 11.087883333333334, 76.93575833333334 11.08571388888889)"
150,77,,Tension,DD+0,28,-,240,23,464, 11°18’2.57”LT,11.08571389,76.93575833,OK,OK,"Two 33kv, Two LT",Three Roads,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.93575833333334 11.08571388888889, 76.93582222222223 11.085469444444445)"
151,Thudiyalur Gantry,2W,,Gantry,15,-,40,-,463,-,11.08546944,76.93582222,OK,NO,-,-,Plain,No Peak Available on Gantry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
