Tower No,Tower Type  (T/S),Tower Type,Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation/ M,Horizontal Angle(˚),Latitude,Longitude,"Condition of    Tower  (Missing  parts,broken,etc)","Condition of Earht wire (Missing,Broken etc)",GROUND EARTH AVAILABLE,Crossing Objects,,Condition of Area (Plain/Hilly/Forest/Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
,,,,,,,,,11.68238099552301,78.01716700321253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01716700321253 11.68238099552301, 78.01844200127385 11.683819996579755)"
,,,,,,,,,11.683819996579755,78.01844200127385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01844200127385 11.683819996579755, 78.0190690008634 11.68484800187445)"
,,,,,,,,,11.68484800187445,78.0190690008634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0190690008634 11.68484800187445, 78.01939599657955 11.686710000386228)"
,,,,,,,,,11.686710000386228,78.01939599657955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01939599657955 11.686710000386228, 78.02078099860486 11.68800299659416)"
,,,,,,,,,11.68800299659416,78.02078099860486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02078099860486 11.68800299659416, 78.02264300330586 11.689827996605676)"
,,,,,,,,,11.689827996605676,78.02264300330586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02264300330586 11.689827996605676, 78.02371949395501 11.691339894206914)"
,,,,,,,,,11.691339894206914,78.02371949395501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02371949395501 11.691339894206914, 78.02610200133374 11.69089400382907)"
,,,,,,,,,11.69089400382907,78.02610200133374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02610200133374 11.69089400382907, 78.02777699982163 11.690662003651378)"
,,,,,,,,,11.690662003651378,78.02777699982163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02777699982163 11.690662003651378, 78.02953799818584 11.691397996612304)"
,,,,,,,,,11.691397996612304,78.02953799818584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02953799818584 11.691397996612304, 78.03158500306367 11.690146000873034)"
,,,,,,,,,11.690146000873034,78.03158500306367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03158500306367 11.690146000873034, 78.03405299915511 11.689471998081432)"
,,,,,,,,,11.689471998081432,78.03405299915511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03405299915511 11.689471998081432, 78.03608599650168 11.688445003931285)"
,,,,,,,,,11.688445003931285,78.03608599650168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03608599650168 11.688445003931285, 78.03806199588928 11.687424999210325)"
,,,,,,,,,11.687424999210325,78.03806199588928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03806199588928 11.687424999210325, 78.04006699610913 11.687088996128288)"
,,,,,,,,,11.687088996128288,78.04006699610913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04006699610913 11.687088996128288, 78.04223300038495 11.68667399697457)"
,,,,,,,,,11.68667399697457,78.04223300038495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04223300038495 11.68667399697457, 78.0436420014533 11.688553000084676)"
,,,,,,,,,11.688553000084676,78.0436420014533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0436420014533 11.688553000084676, 78.04674899790878 11.687746997751256)"
,,,,,,,,,11.687746997751256,78.04674899790878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04674899790878 11.687746997751256, 78.04912800344363 11.68820200018636)"
,,,,,,,,,11.68820200018636,78.04912800344363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04912800344363 11.68820200018636, 78.05152599956256 11.68867099965617)"
,,,,,,,,,11.68867099965617,78.05152599956256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05152599956256 11.68867099965617, 78.0535610003473 11.688076995514853)"
,,,,,,,,,11.688076995514853,78.0535610003473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0535610003473 11.688076995514853, 78.0562840011187 11.687238997473834)"
,,,,,,,,,11.687238997473834,78.0562840011187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0562840011187 11.687238997473834, 78.05827100103879 11.686889001028266)"
,,,,,,,,,11.686889001028266,78.05827100103879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05827100103879 11.686889001028266, 78.06054200318812 11.68643099899302)"
,,,,,,,,,11.68643099899302,78.06054200318812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.06054200318812 11.68643099899302, 78.06234100036217 11.68603200256447)"
,,,,,,,,,11.68603200256447,78.06234100036217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.06234100036217 11.68603200256447, 78.06448088162271 11.688129387198027)"
,,,,,,,,,11.688129387198027,78.06448088162271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.06448088162271 11.688129387198027, 78.0661852317817 11.687279447180963)"
,,,,,,,,,11.687279447180963,78.0661852317817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0661852317817 11.687279447180963, 78.06847199821571 11.687400001045086)"
,,,,,,,,,11.687400001045086,78.06847199821571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.06847199821571 11.687400001045086, 78.06847199821571 11.687400001045086)"
,,,,,,,,,11.687400001045086,78.06847199821571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.06847199821571 11.687400001045086, 78.0701110041495 11.68871999560345)"
,,,,,,,,,11.68871999560345,78.0701110041495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0701110041495 11.68871999560345, 78.07161293111751 11.688816345953542)"
,,,,,,,,,11.688816345953542,78.07161293111751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07161293111751 11.688816345953542, 78.0737994148554 11.688314974337125)"
,,,,,,,,,11.688314974337125,78.0737994148554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0737994148554 11.688314974337125, 78.07495899771617 11.687440004098848)"
,,,,,,,,,11.687440004098848,78.07495899771617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07495899771617 11.687440004098848, 78.07509899831659 11.685361002881542)"
,,,,,,,,,11.685361002881542,78.07509899831659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07509899831659 11.685361002881542, 78.07691486152058 11.684002020180818)"
,,,,,,,,,11.684002020180818,78.07691486152058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07691486152058 11.684002020180818, 78.07773677152878 11.683405203693553)"
,,,,,,,,,11.683405203693553,78.07773677152878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07773677152878 11.683405203693553, 78.07912780863768 11.683590742155705)"
,,,,,,,,,11.683590742155705,78.07912780863768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07912780863768 11.683590742155705, 78.07979100282961 11.68610200184131)"
,,,,,,,,,11.68610200184131,78.07979100282961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.07979100282961 11.68610200184131, 78.08109369809738 11.688389131979546)"
,,,,,,,,,11.688389131979546,78.08109369809738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08109369809738 11.688389131979546, 78.0820780021512 11.690646002961023)"
,,,,,,,,,11.690646002961023,78.0820780021512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0820780021512 11.690646002961023, 78.08317800337683 11.693009996670776)"
,,,,,,,,,11.693009996670776,78.08317800337683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08317800337683 11.693009996670776, 78.08397900357623 11.694771000443613)"
,,,,,,,,,11.694771000443613,78.08397900357623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08397900357623 11.694771000443613, 78.0847009972283 11.696268003489399)"
,,,,,,,,,11.696268003489399,78.0847009972283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0847009972283 11.696268003489399, 78.08573509715717 11.697640738055215)"
,,,,,,,,,11.697640738055215,78.08573509715717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08573509715717 11.697640738055215, 78.08689999923709 11.698619002910773)"
,,,,,,,,,11.698619002910773,78.08689999923709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08689999923709 11.698619002910773, 78.08738199786141 11.700093998786052)"
,,,,,,,,,11.700093998786052,78.08738199786141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08738199786141 11.700093998786052, 78.08972800177274 11.700921999182547)"
,,,,,,,,,11.700921999182547,78.08972800177274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.08972800177274 11.700921999182547, 78.0907610003147 11.701375995681548)"
,,,,,,,,,11.701375995681548,78.0907610003147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0907610003147 11.701375995681548, 78.09279199851255 11.701912998655052)"
,,,,,,,,,11.701912998655052,78.09279199851255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.09279199851255 11.701912998655052, 78.09466900228111 11.702185002049104)"
,,,,,,,,,11.702185002049104,78.09466900228111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.09466900228111 11.702185002049104, 78.09681899551519 11.701295002169608)"
,,,,,,,,,11.701295002169608,78.09681899551519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.09681899551519 11.701295002169608, 78.09801100279286 11.699868003109176)"
,,,,,,,,,11.699868003109176,78.09801100279286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.09801100279286 11.699868003109176, 78.10105500108219 11.699304995782885)"
,,,,,,,,,11.699304995782885,78.10105500108219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10105500108219 11.699304995782885, 78.1048517931894 11.701348385674002)"
,,,,,,,,,11.701348385674002,78.1048517931894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1048517931894 11.701348385674002, 78.10594276830436 11.70219940121544)"
,,,,,,,,,11.70219940121544,78.10594276830436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.10594276830436 11.70219940121544, 78.10646866028651 11.702746735754236)"
,,,,,,,,,11.702746735754236,78.10646866028651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,=SUM(F7:F62),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
