S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
13,T.NO 12,2W,T,DB,24,11-Dec,257.3907535,4.15,371,"1°28'41""",77.17563889,11.19891667,GOOD,GOOD,LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1756388888889 11.198916666666667, 77.17769444444446 11.198666666666666)"
14,T.NO 13,,T,DB,24,Dec-13,225.5038802,7.9,371,"11°16'16""",77.17769444,11.19866667,GOOD,GOOD,"2nos LT,HT",TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.17769444444446 11.198666666666666, 77.18002777777778 11.197916666666666)"
15,T.NO 14,,T,DB,24,13-14,266.9082239,5.7,370,"5°2'10""",77.18002778,11.19791667,GOOD,GOOD,"HT,LT",TAAR ROAD,PLAIN,THEKKALUR - KARUVALUR ROAD (UPPILIPALAYAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18002777777778 11.197916666666666, 77.18222222222222 11.19738888888889)"
16,T.NO 15,,T,DB,24,14-15,247.1962783,8.85,365,"9°48'21""",77.18222222,11.19738889,GOOD,GOOD,LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18222222222222 11.19738888888889, 77.18444444444445 11.197277777777778)"
17,T.NO 16,,T,DB,24,15-16,244.3460661,9.1,365,"2°49'39""",77.18444444,11.19727778,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18444444444445 11.197277777777778, 77.18694444444445 11.197000000000001)"
18,T.NO 17,,T,DB,24,16-17,273.4373786,8.9,369,"5°41'19""",77.18694444,11.197,GOOD,GOOD,"LT,HT",NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18694444444445 11.197000000000001, 77.18891666666667 11.196583333333333)"
19,T.NO 18,,T,DB,24,17-18,219.456146,7.6,370,"0°15'44""",77.18891667,11.19658333,GOOD,GOOD,LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18891666666667 11.196583333333333, 77.19066666666667 11.196222222222222)"
20,T.NO 19,,T,DC,26,18-19,195.1435369,5.65,368,"27°52'54""",77.19066667,11.19622222,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19066666666667 11.196222222222222, 77.19172222222223 11.195305555555557)"
21,T.NO 20,,T,DD,28,19-20,153.3883959,6.05,365,"44°53'24""",77.19172222,11.19530556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19172222222223 11.195305555555557, 77.1918888888889 11.1935)"
22,T.NO 21,,T-MC,MB,42,20-21,201.8960128,6.9,363,"13°39'47""",77.19188889,11.1935,GOOD,GOOD,110kv CROSSING BELOW OUR LINE,NIL,PLAIN,KARUVALUR 110KV LILO LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1918888888889 11.1935, 77.19155555555555 11.191333333333333)"
23,T.NO 22,,T,DB,24,21-22,243.5282324,4.95,369,"11°19'32""",77.19155556,11.19133333,GOOD,GOOD,2nos LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19155555555555 11.191333333333333, 77.19166666666668 11.18913888888889)"
24,T.NO  23/46 KARUVALUR-ARASUR -I & THEKKALUR LILO,3W,T,DD,28,22-23/46,243.3474882,3.45,372,"78°14'37""",77.19166667,11.18913889,GOOD,GOOD,NIL,NIL,PLAIN,KARUVALUR -ARASUR -1 & THEKKALUR FEEDER  LILO NEED 3WAY JUNCTION BOIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19166666666668 11.18913888888889, 77.19425 11.188666666666666)"
25,T.NO 47,,S,DA,26,23/46-47,287.0418088,9.15,369,"00°00'00""",77.19425,11.18866667,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19425 11.188666666666666, 77.19713888888889 11.18825)"
26,T.NO 48,,S,DA,26,47-48,319.1880324,6.85,370,"00°00'00""",77.19713889,11.18825,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19713888888889 11.18825, 77.19997222222223 11.187805555555556)"
27,T.NO 49,2W,T,DB,24,48-49,313.3943203,5.9,372,"8°39'7""",77.19997222,11.18780556,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19997222222223 11.187805555555556, 77.2026388888889 11.186972222222222)"
28,T.NO 50,,S,DA,26,49-50,307.1758454,7.85,372,"00°00'00""",77.20263889,11.18697222,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2026388888889 11.186972222222222, 77.20566666666667 11.186027777777777)"
29,T.NO 51,,S,DA,26,50-51,348.208271,8.15,368,"00°00'00""",77.20566667,11.18602778,GOOD,GOOD,"HT,LT",TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20566666666667 11.186027777777777, 77.20916666666668 11.184916666666666)"
30,T.NO 52,,S,DA,26,51-52,400.1062359,2.95,363,"00°00'00""",77.20916667,11.18491667,GOOD,GOOD,230KV CROSSING ABOVE OUR LINE,NIL,PLAIN,ARASUR (PGCIL) - GOBI 230KV LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20916666666668 11.184916666666666, 77.2115 11.184138888888889)"
31,T.NO 53,,S,DA,26,52-53,268.4790495,7.25,364,"00°00'00""",77.2115,11.18413889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2115 11.184138888888889, 77.21475000000001 11.183138888888887)"
32,T.NO 54,,T,DB,24,53-54,373.2693398,7.6,364,"14°42'51""",77.21475,11.18313889,GOOD,GOOD,LT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21475000000001 11.183138888888887, 77.21716666666667 11.183027777777777)"
33,T.NO 55,,S,DA,26,54-55,263.1539473,8.05,367,"00°00'00""",77.21716667,11.18302778,GOOD,GOOD,400KV CROSSING ABOVE OUR LINE,TAAR ROAD,PLAIN,ARASUR (PGCIL) - KARAMADAI 400KV LINE CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21716666666667 11.183027777777777, 77.21997222222222 11.18286111111111)"
34,T.NO 56,,S,DA,26,55-56,307.4703238,9.9,368,"00°00'00""",77.21997222,11.18286111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21997222222222 11.18286111111111, 77.22286111111111 11.182694444444444)"
35,T.NO 57,,S,DA,26,56-57,316.3099746,8.05,367,"00°00'00""",77.22286111,11.18269444,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22286111111111 11.182694444444444, 77.22530555555555 11.182583333333334)"
36,T.NO 58/1 EARIPALAYAM LILO,3W,T,DB,24,57-58/1,267.3162921,7.8,358,"0°15'8""",77.22530556,11.18258333,GOOD,GOOD,2nos LT,NIL,PLAIN,EARIPALAYAM LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22530555555555 11.182583333333334, 77.22883333333334 11.18238888888889)"
37,T.NO 59,,T,DB,24,58/1-59,385.3323241,7.68,357,"2°53'26""",77.22883333,11.18238889,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.22883333333334 11.18238888888889, 77.23155555555556 11.18211111111111)"
38,T.NO 60,,S,DA,26,59-60,300.4030626,8.9,360,"00°00'00""",77.23155556,11.18211111,GOOD,GOOD,NIL,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23155555555556 11.18211111111111, 77.23430555555555 11.181861111111111)"
39,T.NO 61,,S,DA,26,60-61,300.2165885,9.03,349,"00°00'00""",77.23430556,11.18186111,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23430555555555 11.181861111111111, 77.23702777777778 11.181583333333332)"
40,T.NO 62,,S,DA,26,61-62,298.3169455,5.95,349,"00°00'00""",77.23702778,11.18158333,GOOD,GOOD,HT,TAAR ROAD,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23702777777778 11.181583333333332, 77.23977777777777 11.181305555555555)"
41,T.NO 63,,S,DA,26,62-63,303.2952357,7.35,352,"00°00'00""",77.23977778,11.18130556,GOOD,GOOD,2nos LT,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.23977777777777 11.181305555555555, 77.2425 11.181055555555554)"
42,T.NO 64,,T,DC,26,63-64,300.1283059,9.65,354,"16°6'39""",77.2425,11.18105556,GOOD,GOOD,"HT,LT",TAAR ROAD,PLAIN,NADHAMPALAYAM - VELLIAMPALAYAM ROAD ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.2425 11.181055555555554, 77.24552777777778 11.181583333333332)"
43,T.NO 65,2W,T,DD,28,64-65,334.9776112,7.01,350,"51°55'19""",77.24552778,11.18158333,GOOD,GOOD,NIL,NIL,PLAIN,NIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.24552777777778 11.181583333333332, 77.24588888888889 11.181277777777778)"
44,GT-AVINASHI 110kv SS,,T,GANTRY,15,65-GT,51.73973328,NIL,347,"00°00'00""",77.24588889,11.18127778,GOOD,EARTH WIRE NOT PROVIDED,NIL,NIL,PLAIN,EARTH WIRE TERMINATED IN TAKE OFF TOWER OF AVINASHI 110KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"NOTES:(0˚-2˚ A-TYPE , 2˚-15˚ B-TYPE, 15˚-30˚C-TYPE,            30˚< D-TYPE)                                                                                                                                                                                                                                                               TOWER HEIGHT; A-TYPE 26M , B-TYPE 24M ,                                                                                                                                                                                                                                                                                                                                     C-TYPE 26M, D-TYPE 28M,GANTRY TOWER 15M,                                                                                                                                                                                                                                                                                                                             MA-45,MB-42M,MC-45M,MD-48M                                                                                                                                                                                                                                                                                                                                                               M-MULTI CIRCUIT, D-DOUBLE CIRCUIT, S-SINGLE                                                                                                                                                                                   CIRCUIT                               ",,,,,TOTAL,11496M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                                                                                                                                                                                                                                                                                                                                                                    T.M.ARULMANIKANDAN                                                                                                                                                         Assistant manager                                                                                                                                                                                                                                                                                                                                                  M/S Sterlite power transmission Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
