S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
47,T.NO 49,S,DA,26,50-49,282.936388610585,5.09,418,,77.03825,11.06188888888889,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.03825 11.06188888888889, 77.03544444444444 11.062055555555556)"
48,T.NO 48,S,DA,26,49-48,308.41530441921975,3.95,422,,77.03544444444444,11.062055555555556,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.03544444444444 11.062055555555556, 77.03305555555555 11.06225)"
49,T.NO 47,S,DA,26,48-47,261.76516192954324,6.12,426,,77.03305555555555,11.06225,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.03305555555555 11.06225, 77.03033333333333 11.062472222222222)"
50,T.NO 46,T,DB,24,47-46,298.8109770406703,6.13,427,"13°26'35""",77.03033333333333,11.062472222222222,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.03033333333333 11.062472222222222, 77.02963888888888 11.062694444444444)"
51,LILO : T.NO 45,T,DB,24,46-45,80.65358020571685,7.16,425,"6°16'31""",77.02963888888888,11.062694444444444,GOOD,GOOD,"LT,HT-3",TAARROAD,PLAIN,KALAPATTI LILO NEED 3WAY JUNCTION BOX INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.02963888888888 11.062694444444444, 77.02833333333334 11.06325)"
52,T.NO 44,T,DB,24,45-44,154.94515158597252,4.62,420,"2°56'33""",77.02833333333334,11.06325,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.02833333333334 11.06325, 77.0261388888889 11.064111111111112)"
53,T.NO 43,S,DA,26,44-43,259.25470101813005,5.32,409,,77.0261388888889,11.064111111111112,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0261388888889 11.064111111111112, 77.02386111111112 11.065000000000001)"
54,T.NO 42,S,DA,26,43-42,265,4.92,410,,77.02386111111112,11.065000000000001,GOOD,GOOD,HT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.02386111111112 11.065000000000001, 77.0213888888889 11.065916666666668)"
55,T.NO 41,S,DA,26,42-41,289.20926679482454,5.32,411,,77.0213888888889,11.065916666666668,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0213888888889 11.065916666666668, 77.01938888888888 11.066666666666666)"
56,T.NO 40,S,DA,26,41-40,235.37629447333902,4.96,411,,77.01938888888888,11.066666666666666,GOOD,GOOD,"LT,HT",MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.01938888888888 11.066666666666666, 77.01708333333333 11.06761111111111)"
57,T.NO 39,S,DA,26,40-39,272.7874630550312,5.38,411,,77.01708333333333,11.06761111111111,GOOD,GOOD,,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.01708333333333 11.06761111111111, 77.01475 11.068416666666666)"
58,T.NO 38,T,DB,24,39-38,269.75729832573575,5.92,409,"0°12'6""",77.01475,11.068416666666666,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.01475 11.068416666666666, 77.01225 11.069388888888888)"
59,T.NO 37,S,DA,26,38-37,291.92464781172555,6.16,412,,77.01225,11.069388888888888,GOOD,GOOD,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.01225 11.069388888888888, 77.00966666666666 11.070416666666667)"
60,T.NO 36,S,DA,26,37-36,305.85290582239037,6.52,415,,77.00966666666666,11.070416666666667,GOOD,GOOD,HT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00966666666666 11.070416666666667, 77.00766666666667 11.071222222222222)"
61,T.NO 35,S,DA,26,36-35,237.32045845227924,6.21,420,,77.00766666666667,11.071222222222222,GOOD,GOOD,LT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00766666666667 11.071222222222222, 77.00591666666666 11.07188888888889)"
62,T.NO 34,S,DA,26,35-34,203.54115063052976,5.81,416,,77.00591666666666,11.07188888888889,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00591666666666 11.07188888888889, 77.00375 11.072722222222222)"
63,T.NO 33,S,DA,26,34-33,254.44842306447882,6.21,416,,77.00375,11.072722222222222,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00375 11.072722222222222, 77.00152777777778 11.073472222222222)"
64,T.NO 32,T,DC,26,33-32,255.51516589040267,4.28,428,"28°38'6""",77.00152777777778,11.073472222222222,GOOD,GOOD,"LT-4,HT-3",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00152777777778 11.073472222222222, 76.999 11.073194444444445)"
65,T.NO 31,S,DA,26,32-31,277.96582523756405,5.81,426,,76.999,11.073194444444445,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.999 11.073194444444445, 76.9966388888889 11.072861111111111)"
66,T.NO 30,S,DA,26,31-30,260.78343505675355,4.92,427,,76.9966388888889,11.072861111111111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9966388888889 11.072861111111111, 76.99394444444445 11.072472222222222)"
67,T.NO 29,S,DA,26,30-29,298.41246622753545,4.72,427,,76.99394444444445,11.072472222222222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99394444444445 11.072472222222222, 76.99138888888889 11.072138888888889)"
68,T.NO 28,S,DA,26,29-28,281.71261952564356,5.46,427,,76.99138888888889,11.072138888888889,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99138888888889 11.072138888888889, 76.98861111111111 11.071833333333332)"
69,T.NO 27,T,DD,28,28-27,305.37354174846257,IN WATER,426,"2°21'56""",76.98861111111111,11.071833333333332,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98861111111111 11.071833333333332, 76.98738888888889 11.07161111111111)"
70,T.NO 26 SARAVANAMPATTI LILO ON LINE,T,DB,24,27-26,136.13228860193308,4.86,426,"1°51'26""",76.98738888888889,11.07161111111111,GOOD,GOOD,,,PLAIN,SARAVANAMPATTI LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98738888888889 11.07161111111111, 76.98608333333334 11.071444444444444)"
71,T.NO 25,T,DB,24,26-25,145.52319402761884,4.32,426,"0°4'4""",76.98608333333334,11.071444444444444,GOOD,GOOD,LT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98608333333334 11.071444444444444, 76.98358333333333 11.071111111111112)"
72,T.NO 24,S,DA,26,25-24,274.64158461529456,5.61,423,,76.98358333333333,11.071111111111112,GOOD,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98358333333333 11.071111111111112, 76.98102777777778 11.070805555555555)"
73,T.NO 23,S,DA,26,24-23,280.07141946296485,4.81,431,,76.98102777777778,11.070805555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98102777777778 11.070805555555555, 76.97813888888889 11.070388888888889)"
74,T.NO 22,S,DA,26,23-22,319.62478001556764,3.68,428,,76.97813888888889,11.070388888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97813888888889 11.070388888888889, 76.97658333333334 11.070194444444445)"
75,T.NO 21,S,DA,26,22-21,171.82840277439584,IN WATER,430,,76.97658333333334,11.070194444444445,GOOD,GOOD,"LT,HT",LAKE,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97658333333334 11.070194444444445, 76.97405555555555 11.069833333333333)"
76,T.NO 20,S,DA,26,21-20,279.8731855680354,IN WATER,432,,76.97405555555555,11.069833333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97405555555555 11.069833333333333, 76.97125 11.069416666666667)"
77,T.NO 19 KEERANATHAM LILO,T,DB,24,20-19,308.91099041633333,IN WATER,437,"0°37'53""",76.97125,11.069416666666667,GOOD,GOOD,,,PLAIN,KEERANATHAM LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.97125 11.069416666666667, 76.96883333333334 11.069055555555556)"
78,T.NO 18,T,DB,24,19-18,266.1766330841233,4.76,440,"14°3'46""",76.96883333333334,11.069055555555556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96883333333334 11.069055555555556, 76.96591666666667 11.069388888888888)"
79,T.NO 17,S,DA,26,18-17,322.9024620531717,5.49,441,,76.96591666666667,11.069388888888888,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96591666666667 11.069388888888888, 76.96322222222223 11.069638888888889)"
80,T.NO 16,S,DA,26,17-16,294.15132160165456,4.83,442,,76.96322222222223,11.069638888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96322222222223 11.069638888888889, 76.96061111111112 11.069916666666666)"
81,T.NO 15,S,DA,26,16-15,286.27609051403505,4.72,446,,76.96061111111112,11.069916666666666,GOOD,GOOD,LT-3 ,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.96061111111112 11.069916666666666, 76.95816666666667 11.070138888888888)"
82,T.NO 14,S,DA,26,15-14,268.9851297005097,4.14,453,,76.95816666666667,11.070138888888888,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95816666666667 11.070138888888888, 76.95605555555557 11.070361111111112)"
83,T.NO 13,S,DA,26,14-13,232.24340679554285,4.12,447,,76.95605555555557,11.070361111111112,GOOD,GOOD,LT-2,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95605555555557 11.070361111111112, 76.95313888888889 11.070638888888888)"
84,T.NO 12,S,DA,26,13-12,319.41195970094793,4.38,453,,76.95313888888889,11.070638888888888,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95313888888889 11.070638888888888, 76.95055555555555 11.070833333333333)"
85,T.NO 11,T,DB,24,12-11,283.51014091210214,5.32,446,"5°32'0""",76.95055555555555,11.070833333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.95055555555555 11.070833333333333, 76.94897222222222 11.070833333333333)"
86,T.NO 10,T,DD,28,11-10,173.0028901492689,3.15,451,"38°34'0""",76.94897222222222,11.070833333333333,GOOD,GOOD,,RAILWAY TRACK CROSSING,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94897222222222 11.070833333333333, 76.94733333333333 11.072083333333333)"
87,T.NO 9,S,DA,26,10-9,228.40315234251912,4.32,461,,76.94733333333333,11.072083333333333,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.94733333333333 11.072083333333333, 76.9453888888889 11.07375)"
