S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
15,T.NO 81,,S,DA,26,82-81,283.44488,9.81,233,,77.42436111,11.52655556,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42436111111111 11.526555555555557, 77.42663888888889 11.527027777777779)"
16,T.NO 80,2W,T,DC,26,81-80,254.4661078,3.7,234,"22°55'7""",77.42663889,11.52702778,GOOD,GOOD,HT,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42663888888889 11.527027777777779, 77.42858333333334 11.528444444444446)"
17,T.NO 79,,S,DA,26,80-79,262.4061737,15.65,260,,77.42858333,11.52844444,GOOD,GOOD,LT,"CANAL, TAAR ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.42858333333334 11.528444444444446, 77.43075 11.529722222222222)"
18,T.NO 78,,T,DC,26,79-78,276.6604417,7.24,236,"23°27'16""",77.43075,11.52972222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43075 11.529722222222222, 77.43227777777778 11.532055555555557)"
19,T.NO 77,,T,DB,24,78-77,305.712283,16.21,229,"0°34'1""",77.43227778,11.53205556,GOOD,GOOD,LT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43227777777778 11.532055555555557, 77.4336388888889 11.534194444444445)"
20,T.NO 76,,T,DD,28,77-76,280.2641611,11.34,236,"31°11'55""",77.43363889,11.53419444,GOOD,GOOD,LT1 STREAM,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4336388888889 11.534194444444445, 77.43605555555555 11.535388888888889)"
21,T.NO 75,,S,DA,26,76-75,294.3076621,12.84,232,,77.43605556,11.53538889,GOOD,GOOD,HT1,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43605555555555 11.535388888888889, 77.43869444444445 11.53663888888889)"
22,T.NO 74,,S,DA,26,75-74,321.5618137,10.65,230,,77.43869444,11.53663889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.43869444444445 11.53663888888889, 77.44122222222222 11.537916666666666)"
23,T.NO 73,,T,DD,28,74-73,307.2621031,7.34,230,"45°53'39""",77.44122222,11.53791667,GOOD,GOOD,"HT1,LT1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44122222222222 11.537916666666666, 77.44355555555556 11.537083333333333)"
24,T.NO 72,,S,DA,26,73-72,271.6486702,7.28,225,,77.44355556,11.53708333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44355555555556 11.537083333333333, 77.44586111111111 11.536249999999999)"
25,T.NO 71,,S,DA,26,72-71,268.53119,6.78,231,,77.44586111,11.53625,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44586111111111 11.536249999999999, 77.44797222222222 11.535555555555556)"
26,T.NO 70,,T,DD,28,71-70,241.2819927,9.67,228,"46°59'53""",77.44797222,11.53555556,GOOD,GOOD,"HT1,LT1",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.44797222222222 11.535555555555556, 77.45052777777778 11.536861111111111)"
27,T.NO 69,,T,DC,26,70-69,314.9412644,11.06,225,"16°22'13""",77.45052778,11.53686111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45052777777778 11.536861111111111, 77.45236111111112 11.537138888888888)"
28,T.NO 68,,S,DA,26,69-68,203.6909424,3.92,230,,77.45236111,11.53713889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45236111111112 11.537138888888888, 77.45400000000001 11.537555555555555)"
29,T.NO 67,2W,T,DD,28,68-67,182.6307751,5.82,232,"41°1'40""",77.454,11.53755556,GOOD,GOOD,,"TAAR ROAD, MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45400000000001 11.537555555555555, 77.45619444444445 11.536222222222221)"
30,T.NO 66,,S,DA,26,67-66,281.0925115,7.61,231,,77.45619444,11.53622222,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45619444444445 11.536222222222221, 77.45858333333334 11.534916666666666)"
31,T.NO 65,,S,DA,26,66-65,297.6995129,7.32,226,,77.45858333,11.53491667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.45858333333334 11.534916666666666, 77.46088888888889 11.53363888888889)"
32,T.NO 64,,T,DD,28,65-64,289.9465468,3.86,217,"30°17'2""",77.46088889,11.53363889,GOOD,GOOD,LT1,"TAAR ROAD, MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46088888888889 11.53363888888889, 77.46330555555556 11.533694444444444)"
33,T.NO 63,,S,DA,26,64-63,263.1539473,8.1,215,,77.46330556,11.53369444,GOOD,GOOD,LT1,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46330555555556 11.533694444444444, 77.46558333333334 11.533666666666667)"
34,T.NO 62,,S,DA,26,63-62,248,5.27,216,,77.46558333,11.53366667,GOOD,GOOD,HT1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46558333333334 11.533666666666667, 77.46777777777778 11.533694444444444)"
35,T.NO 61,,T,DC,26,62-61,240.0187493,3.13,218,"15°3'48""",77.46777778,11.53369444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46777777777778 11.533694444444444, 77.46986111111111 11.53425)"
36,T.NO 60,,T,DB,24,61-60,236.1228494,15.35,220,"6°14'25""",77.46986111,11.53425,GOOD,GOOD,,STREAM,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.46986111111111 11.53425, 77.47175 11.534777777777778)"
37,T.NO 59,,S,DA,26,60-59,213.3213538,3.77,218,,77.47175,11.53477778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47175 11.534777777777778, 77.47386111111112 11.534888888888888)"
38,T.NO 58,,T,DC,26,59-58,232.5510697,6.88,219,"29°16'51""",77.47386111,11.53488889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47386111111112 11.534888888888888, 77.47547222222222 11.536166666666666)"
39,T.NO 57,,T,DC,26,58-57,223.9575853,3.78,212,"19°10'55""",77.47547222,11.53616667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47547222222222 11.536166666666666, 77.47691666666667 11.536666666666667)"
40,T.NO 56,,T,DD,28,57-56,167.9672587,4.59,213,"50°37'18""",77.47691667,11.53666667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.47691666666667 11.536666666666667, 77.4795 11.53511111111111)"
41,T.NO 55,,T,DC,26,56-55,328.2499048,5.17,212,"19°57'49""",77.4795,11.53511111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.4795 11.53511111111111, 77.48119444444444 11.53475)"
42,T.NO 54,,S,DA,26,55-54,189.066126,4.91,212,,77.48119444,11.53475,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48119444444444 11.53475, 77.48319444444445 11.53438888888889)"
43,T.NO 53,,S,DA,26,54-53,221.6393467,6.78,209,,77.48319444,11.53438889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48319444444445 11.53438888888889, 77.48547222222223 11.533944444444444)"
44,T.NO 52,2W,T,DB,24,53-52,255.1803284,6.83,207,"7°47'47""",77.48547222,11.53394444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48547222222223 11.533944444444444, 77.48791666666666 11.533805555555556)"
45,T.NO 51,,T,DB,24,52-51,265.3695536,15.81,201,"2°18'39""",77.48791667,11.53380556,GOOD,GOOD,HT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.48791666666666 11.533805555555556, 77.49044444444445 11.533555555555555)"
46,T.NO 50,,S,DA,26,51-50,277.1299334,10.73,204,,77.49044444,11.53355556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49044444444445 11.533555555555555, 77.49275 11.533305555555556)"
47,T.NO 49,,S,DA,26,50-49,255.2273496,3.55,203,,77.49275,11.53330556,GOOD,GOOD,LT CROSS,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49275 11.533305555555556, 77.49497222222222 11.533083333333334)"
48,T.NO 48,,T,DD,28,49-48,242.0020661,6.76,197,"60°37'19""",77.49497222,11.53308333,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49497222222222 11.533083333333334, 77.49602777777778 11.534583333333334)"
49,T.NO 47,,T,DD,28,48-47,201.9430613,13.26,205,"31°19'28""",77.49602778,11.53458333,GOOD,GOOD,"HT,LT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49602777777778 11.534583333333334, 77.49877777777778 11.53575)"
50,T.NO 46,,T,DC,26,47-46,325.0123075,11.78,207,"27°37'49""",77.49877778,11.53575,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.49877777777778 11.53575, 77.50161111111112 11.535527777777778)"
51,T.NO 45,,T,DD,28,46-45,312.6403685,8.46,198,"57°28'35""",77.50161111,11.53552778,GOOD,GOOD,LT2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50161111111112 11.535527777777778, 77.5033611111111 11.537861111111111)"
52,T.NO 44,,S,DA,26,45-44,319.820262,10.36,204,,77.50336111,11.53786111,GOOD,GOOD,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5033611111111 11.537861111111111, 77.50486111111111 11.539833333333334)"
53,T.NO 43,,T,DD,28,44-43,271.2213118,7.93,209,"35°17'46""",77.50486111,11.53983333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50486111111111 11.539833333333334, 77.50658333333334 11.540416666666667)"
54,T.NO 42,,S,DA,26,43-42,199.3238571,14.98,210,,77.50658333,11.54041667,GOOD,GOOD,HT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50658333333334 11.540416666666667, 77.50891666666666 11.54111111111111)"
55,T.NO 41,2W,T,DC,26,42-41,266.9569254,2.33,200,"18°18'24""",77.50891667,11.54111111,GOOD,GOOD,LT2,"MUD ROAD,TAAR ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.50891666666666 11.54111111111111, 77.51133333333334 11.54111111111111)"
56,T.NO 40,,S,DA,26,41-40,264.0018939,8.16,202,,77.51133333,11.54111111,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51133333333334 11.54111111111111, 77.51402777777778 11.541083333333333)"
57,T.NO 39,,T,DB,24,40-39,292.0017123,5.48,211,"10°21'50""",77.51402778,11.54108333,GOOD,GOOD,"HT,LT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51402777777778 11.541083333333333, 77.51594444444444 11.541444444444444)"
58,T.NO 38/1 ATHANI LILO,,T,DD,28,39-38/1,212.6076198,11.14,199,"108°56'9""",77.51594444,11.54144444,GOOD,GOOD,LT 1,,PLAIN,ATHANI LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51594444444444 11.541444444444444, 77.51569444444445 11.539888888888889)"
59,T.NO 2,,T,DB,24,38/1-2,171.8284028,6.77,206,"1°15'34""",77.51569444,11.53988889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51569444444445 11.539888888888889, 77.51541666666667 11.538361111111112)"
60,T.NO 3,,T,DB,24,02-Mar,173.4416328,13.72,201,"10°53'54""",77.51541667,11.53836111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51541666666667 11.538361111111112, 77.51541666666667 11.537555555555555)"
61,T.NO 4,,T,DB,24,03-Apr,90.02221948,9.63,198,"1°43'27""",77.51541667,11.53755556,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51541666666667 11.537555555555555, 77.51538888888889 11.53525)"
62,T.NO 5,,T,DD,28,04-May,254.0078739,8.54,202,"67°44'51""",77.51538889,11.53525,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.51538888888889 11.53525, 77.51525 11.535194444444445)"
63,GT 110KV ATHANI SS,2W,T,GT,15,5-GT,16.15549442,,204,,77.51525,11.53519444,GOOD,MISSING,,,PLAIN,110KV ATHANI SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,15439,,,,,,,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
