S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,T.NO-23,T,DC,26,24-23,291.254184519296,0.2,165,,11.378111111111112,77.72919444444445,GOOD,GOOD,LT-1,TAR ROAD -1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72919444444445 11.378111111111112, 77.72741666666667 11.377555555555556)"
23,T.NO-22/1 LILO,T,DD,28,23-22/1,204.924376295257,0.4,164,"90°56'55"" ",11.377555555555556,77.72741666666667,GOOD,GOOD,,,PLAIN,NO OPGW DONE FROM T.NO-1 to GANTRY BKB-I ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72741666666667 11.377555555555556, 77.72691666666667 11.379055555555556)"
24,T.NO-2,T,DD,28,22/1-2,173.297432179476,0.3,166,"31°0'5"" ",11.379055555555556,77.72691666666667,GOOD,GOOD,LT-1,TAR ROAD -1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72691666666667 11.379055555555556, 77.72511111111112 11.380555555555556)"
25,T.NO-3,S,DC,26,2-3,259.023164987227,0.3,167,,11.380555555555556,77.72511111111112,GOOD,GOOD,22KV-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72511111111112 11.380555555555556, 77.72347222222223 11.381944444444445)"
26,T.NO-4,S,DC,26,3-4,235.715930730191,0.2,165,,11.381944444444445,77.72347222222223,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72347222222223 11.381944444444445, 77.72172222222223 11.383444444444445)"
27,T.NO-5,T,DD,28,4-5,253.26863208854,0.1,168,"44°54'14"" ",11.383444444444445,77.72172222222223,GOOD,GOOD,,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72172222222223 11.383444444444445, 77.72011111111111 11.383333333333333)"
28,T.NO-6,T,DD,28,5-6,176.555940143627,0.1,161,"5°3'35"" ",11.383333333333333,77.72011111111111,GOOD,GOOD,,"TAR ROAD-1,CANAL-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72011111111111 11.383333333333333, 77.71805555555555 11.38336111111111)"
29,T.NO-7,T,DD,28,6-7,224.008928393491,0.1,161,"1°45'39"" ",11.38336111111111,77.71805555555555,GOOD,GOOD,"110KV XING BELOW,22KV-1 ",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71805555555555 11.38336111111111, 77.71575 11.383472222222222)"
30,T.NO-8,T,DD,28,7-8,252.198334649537,,157,"47°44'26"" ",11.383472222222222,77.71575,GOOD,GOOD,,,PLAIN,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71575 11.383472222222222, 77.7155 11.383777777777777)"
32,GANTRY BKB-I 110KV S/S,,GT,15,8-GT,40.4598566482878,,156,,11.383777777777777,77.7155,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7155 11.383777777777777, 77.714856 11.384133)"
TOTAL,,,,,,=SUM(G6:G36),,,,11.384133,77.714856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
