S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,T.NO 73LILO ,,T,DC,26,,,2.75,402,,77.06813889,11.21041667,GOOD,GOOD,,,AGRI,KARAMADAI- GOBI FEEDER LILO NEED JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.06813888888888 11.210416666666665, 77.06958333333333 11.213027777777777)"
2,T.NO 72,,S ,SA,26,75-72,329.7711328,3.01,396,,77.06958333,11.21302778,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.06958333333333 11.213027777777777, 77.07083333333333 11.215194444444444)"
3,T.NO 71,,S,SA,26,72-71,275.2635101,7.25,396,,77.07083333,11.21519444,GOOD,GOOD,11KV,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07083333333333 11.215194444444444, 77.07216666666666 11.217694444444444)"
4,T.NO 70,,S,SA,26,71-70,312.2370894,3.09,399,,77.07216667,11.21769444,GOOD,GOOD,"LT,11KV",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07216666666666 11.217694444444444, 77.07358333333333 11.220194444444445)"
5,T.NO 69,,S,SA,26,70-69,317.7184288,2.25,405,,77.07358333,11.22019444,GOOD,GOOD,"LT,11KV",TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07358333333333 11.220194444444445, 77.07491666666667 11.222555555555555)"
6,T.NO 68,,S,SA,26,69-68,298.0067113,2.67,407,,77.07491667,11.22255556,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07491666666667 11.222555555555555, 77.07613888888889 11.224722222222223)"
7,T.NO 67,,S,SA,26,68-67,275.2635101,8.95,405,,77.07613889,11.22472222,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07613888888889 11.224722222222223, 77.07766666666666 11.227444444444444)"
8,T.NO 66,,T,SB,24,67-66,344.1351479,3.75,408,"11°46'2""",77.07766667,11.22744444,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07766666666666 11.227444444444444, 77.07838888888888 11.22975)"
9,T.NO 65,,S,SA,26,66-65,268.5758738,2.21,408,,77.07838889,11.22975,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07838888888888 11.22975, 77.07922222222221 11.232222222222223)"
10,T.NO 64,,S,SA,26,65-64,286.190496,1.98,401,,77.07922222,11.23222222,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.07922222222221 11.232222222222223, 77.08 11.23475)"
11,T.NO 63,,S,SA,26,64-63,293.6800981,3.9,393,,77.08,11.23475,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08 11.23475, 77.08080555555556 11.237194444444444)"
12,T.NO 62,,S,SA,26,63-62,283.0635971,3.93,391,,77.08080556,11.23719444,GOOD,GOOD,"LT,11KV",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08080555555556 11.237194444444444, 77.08163888888889 11.239777777777777)"
13,T.NO 61,,S,SA,26,62-61,300.1283059,2.96,394,,77.08163889,11.23977778,GOOD,GOOD,LT ,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08163888888889 11.239777777777777, 77.08241666666666 11.242194444444443)"
14,T.NO 60,,S,SA,26,61-60,280.2641611,4.01,395,,77.08241667,11.24219444,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08241666666666 11.242194444444443, 77.08330555555555 11.244944444444444)"
15,T.NO 59,2W,T,SB,24,60-59,319.4526569,2.89,395,"14°22'5""",77.08330556,11.24494444,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08330555555555 11.244944444444444, 77.08480555555555 11.247277777777777)"
16,T.NO 58,,S,SA,26,59-58,306.6626811,2.07,395,,77.08480556,11.24727778,GOOD,GOOD,"LT,11KV",TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08480555555555 11.247277777777777, 77.08605555555555 11.249194444444443)"
17,T.NO 57,,S,SA,26,58-57,253.2548124,3.4,394,,77.08605556,11.24919444,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08605555555555 11.249194444444443, 77.08749999999999 11.25136111111111)"
18,T.NO 56,,S,SA,26,57-56,286.0017482,7.02,389,,77.0875,11.25136111,GOOD,GOOD,11KV,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08749999999999 11.25136111111111, 77.08894444444444 11.253638888888888)"
19,T.NO 55,,S,SA,26,56-55,297.4357073,2.58,386,,77.08894444,11.25363889,GOOD,GOOD,"LT,11KV",TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.08894444444444 11.253638888888888, 77.09049999999999 11.256027777777778)"
20,T.NO 54,,T,SD,24,55-54,313.5474446,5.88,389,"54°43'39""",77.0905,11.25602778,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.09049999999999 11.256027777777778, 77.09302777777778 11.256166666666667)"
21,T.NO 53,,S,SA,26,54-53,277.4617091,2.09,391,,77.09302778,11.25616667,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.09302777777778 11.256166666666667, 77.09561111111111 11.256277777777777)"
22,T.NO 52,,S,SA,26,53-52,281.4551474,7.15,394,,77.09561111,11.25627778,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.09561111111111 11.256277777777777, 77.09841666666667 11.256444444444444)"
23,T.NO 51,,S,SA,26,52-51,306.5893018,9.56,393,,77.09841667,11.25644444,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.09841666666667 11.256444444444444, 77.10113888888888 11.256555555555556)"
24,T.NO 50,,S,SA,26,51-50,298.3286778,3.25,389,,77.10113889,11.25655556,GOOD,GOOD,"LT,11KV",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.10113888888888 11.256555555555556, 77.10366666666665 11.256666666666666)"
25,T.NO 49,,S,SA,26,50-49,276.5230551,2.74,385,,77.10366667,11.25666667,GOOD,GOOD,"LT,11KV",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.10366666666665 11.256666666666666, 77.10666666666665 11.256805555555555)"
26,T.NO 48,,S,SA,26,49-48,329.4389169,8.79,384,,77.10666667,11.25680556,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.10666666666665 11.256805555555555, 77.10930555555555 11.256972222222222)"
27,T.NO 47,,S,SA,26,48-47,286.6984479,2.25,388,,77.10930556,11.25697222,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.10930555555555 11.256972222222222, 77.11224999999999 11.257083333333334)"
28,T.NO 46,,S,SA,26,47-46,323.3481096,7.45,387,,77.11225,11.25708333,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.11224999999999 11.257083333333334, 77.11480555555555 11.257194444444444)"
29,T.NO 45,2W,T,SB,24,46-45,278.3037908,2.9,387,"6°42'28""",77.11480556,11.25719444,GOOD,GOOD,11KV,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.11480555555555 11.257194444444444, 77.11816666666665 11.256916666666667)"
30,T.NO 44,,S,SA,26,45-44,369.9148551,2.23,379,,77.11816667,11.25691667,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.11816666666665 11.256916666666667, 77.12138888888889 11.256638888888888)"
31,T.NO 43,,S,SA,26,44-43,353.192582,2.6,377,,77.12138889,11.25663889,GOOD,MISSING,,,AGRI,DIAMOND CROSSING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12138888888889 11.256638888888888, 77.12461111111111 11.256361111111111)"
32,T.NO 42,,T,SB,24,43-42,352.2797184,3.7,381,"11°30'49""",77.12461111,11.25636111,GOOD,GOOD,11KV,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12461111111111 11.256361111111111, 77.12761111111111 11.256666666666666)"
33,T.NO 41,,S,SA,26,42-41,329.2005468,6.2,382,,77.12761111,11.25666667,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.12761111111111 11.256666666666666, 77.13052777777777 11.256944444444445)"
34,T.NO 40,,S,SA,26,41-40,320.6009981,2.78,378,,77.13052778,11.25694444,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13052777777777 11.256944444444445, 77.13358333333333 11.257277777777778)"
35,T.NO 39,,S,SA,26,40-39,334.5220471,4.21,376,,77.13358333,11.25727778,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13358333333333 11.257277777777778, 77.13647222222222 11.25763888888889)"
36,T.NO 38,,T,SD,28,39-38,320.5058502,6.02,379,"54°34'51""",77.13647222,11.25763889,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13647222222222 11.25763888888889, 77.1375 11.259444444444444)"
37,T.NO 37,,S,SA,26,38-37,228.1775624,2.63,382,,77.1375,11.25944444,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1375 11.259444444444444, 77.13858333333334 11.261333333333333)"
38,T.NO 36,,S,SA,26,37-36,240.8817137,3.47,381,,77.13858333,11.26133333,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13858333333334 11.261333333333333, 77.13997222222223 11.263722222222222)"
39,T.NO 35,,T,SC,26,36-35,305.0016393,3.83,380,"22°8'51""",77.13997222,11.26372222,GOOD,GOOD, ,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.13997222222223 11.263722222222222, 77.14227777777778 11.265472222222222)"
40,T.NO 34,,S,SA,26,35-34,315.4821707,6.22,383,,77.14227778,11.26547222,GOOD,GOOD,,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14227777777778 11.265472222222222, 77.14419444444445 11.266944444444444)"
41,T.NO 33/1 PASUR LILO,,T,DB,24,34-33,269.0910627,4.15,383,"0°8'24""",77.14419444,11.26694444,GOOD,GOOD,LT,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14419444444445 11.266944444444444, 77.1466388888889 11.268833333333335)"
42,T.NO 32,,S,SA,24,33-32,337.3366271,2.02,376,,77.14663889,11.26883333,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1466388888889 11.268833333333335, 77.14908333333334 11.27063888888889)"
43,T.NO 31,,S,SA,26,32-31,333.0240232,1.98,382,,77.14908333,11.27063889,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.14908333333334 11.27063888888889, 77.15125 11.272250000000001)"
