S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
44,T.NO 30,,T,SB,26,31-30,296.8097033,2.76,385,,77.15125,11.27225,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15125 11.272250000000001, 77.15330555555556 11.273666666666667)"
45,T.NO 29,,S,SA,26,30-29,274.361076,3.45,382,,77.15330556,11.27366667,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15330555555556 11.273666666666667, 77.15533333333335 11.275027777777778)"
46,T.NO 28,,S,SA,26,29-28,267.6602324,2.24,376,,77.15533333,11.27502778,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15533333333335 11.275027777777778, 77.15744444444445 11.27638888888889)"
47,T.NO 27,,S,SA,26,28-27,274.5778578,3.95,365,,77.15744444,11.27638889,GOOD,GOOD,,TAARROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15744444444445 11.27638888888889, 77.15980555555556 11.277944444444445)"
48,T.NO 26,,S,SA,26,27-26,310.0983715,3.42,369,,77.15980556,11.27794444,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15980555555556 11.277944444444445, 77.16208333333334 11.279444444444445)"
49,T.NO 25,,S,SA,26,26-25,300.3747659,4.67,377,,77.16208333,11.27944444,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16208333333334 11.279444444444445, 77.16463888888889 11.28113888888889)"
50,T.NO 24 /1 KANURPUDHUR LILO,2W,T,DD,28,25-24,334.5100895,3.87,383,"70°13'48""",77.16463889,11.28113889,GOOD,GOOD,,,AGRI,KANUR PUDHUR LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16463888888889 11.28113888888889, 77.1665 11.27977777777778)"
51,T.NO 2,,T,DB,24,24-Feb,252.8418478,4.2,384,"9°30'6""",77.1665,11.27977778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1665 11.27977777777778, 77.16825 11.278916666666667)"
52,T.NO 3,,T,DD,28,02-Mar,214.2171795,7.1,378,"46°37'31""",77.16825,11.27891667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16825 11.278916666666667, 77.16866666666667 11.277555555555557)"
53,T.NO 4,,T,DD,28,03-Apr,156.8948693,7.87,382,"64°49'15""",77.16866667,11.27755556,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16866666666667 11.277555555555557, 77.16877777777778 11.27752777777778)"
54,Gantry 110KV KANUR PUDHUR SS,2W,T,GANTRY,15,4-GANTRY,14.14213562,,382,,77.16877778,11.27752778,GOOD,MISSING,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
