S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
21,T.NO 20,T,DB,24,19-20,340.93107807883985,5.61,447,"2°21'47""",11.3041095,76.5768209,11149459845,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5768209 11.3041095, 76.5794803 11.3027456)"
22,T.NO 21,S,DA,26,20-21,275.53039759707093,6.72,439,,11.3027456,76.5794803,11149459848,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5794803 11.3027456, 76.5816933 11.3027824)"
23,T.NO 22,T,DC,26,21-22,337.6166465090251,6.95,442,"20°6'47""",11.3027824,76.5816933,11149459846,GOOD,LT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5816933 11.3027824, 76.5864308 11.3024455)"
24,T.NO 23,T,DB,24,22-23,267.5256997000475,4.13,439,"4°27'40""",11.3024455,76.5864308,11149459849,GOOD,"LT-3,HT-5",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5864308 11.3024455, 76.5913862 11.3020282)"
25,T.NO 24,T,DB,24,23-24,179.0111728356641,3.96,438,"0°37'32""",11.3020282,76.5913862,11149459843,GOOD,"LT,HT-2",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5913862 11.3020282, 76.5946978 11.3020408)"
26,T.NO 25,T,DB,24,24-25,182.6307750626931,3.12,440,"0°26'19""",11.3020408,76.5946978,11149459842,GOOD,,RAILWAY,PLAIN,NEED JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5946978 11.3020408, 76.5972349 11.3020073)"
27,T.NO 26,S,DA,26,25-26,289,5.06,442,,11.3020073,76.5972349,11149459841,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.5972349 11.3020073, 76.6006395 11.3020129)"
28,T.NO 27,T,DD,28,26-27,213,4.95,439,"59°49'54""",11.3020129,76.6006395,11149459840,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6006395 11.3020129, 76.6061563 11.3019268)"
29,T.NO 28,T,DC,26,27-28,56,4.56,435,"21°44'45""",11.3019268,76.6061563,12055095243,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6061563 11.3019268, 76.607764 11.3014673)"
30,GT 230KV COIMBATORE SS,T,GT,15,28-GT,23,,437,,11.3014673,76.607764,12055095244,MISSING,,,PLAIN,230KV COIMBATORE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.607764 11.3014673, 76.6124628 11.3001023)"
TOTAL,,,,,,=SUM(G6:G15),,,,11.3001023,76.6124628,12055095245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6124628 11.3001023, 76.6172563 11.2987434)"
,,,,,,,,,,11.2987434,76.6172563,12055095246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6172563 11.2987434, 76.6208086 11.2977145)"
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,11.2977145,76.6208086,12055095247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6208086 11.2977145, 76.6265654 11.2959696)"
,,,,,,,,,,11.2959696,76.6265654,12055095248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6265654 11.2959696, 76.6297339 11.294997)"
,,,,,,,,,,11.294997,76.6297339,12055095249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6297339 11.294997, 76.632695 11.2941062)"
,,,,,,,,,,11.2941062,76.632695,12055095250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.632695 11.2941062, 76.6364594 11.2915097)"
,,,,,,,,,,11.2915097,76.6364594,12055095251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.6364594 11.2915097, 76.6399793 11.2901575)"
