S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,GANTRY SANKAGIRI 110KV S/S,,,GT,15,,,,242,,11.44516667,77.82691667,GOOD,,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82691666666666 11.445166666666667, 77.82672222222222 11.445194444444445)"
2,T.NO-69,,T,DC,26,GT - 69,22.09072203,0.2,241,"81°9'29""",11.44519444,77.82672222,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82672222222222 11.445194444444445, 77.82666666666667 11.445027777777778)"
3,T.NO-66,,T,DB,24,69-66,16.4924225,0.2,242,"3°3'59""",11.44502778,77.82666667,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82666666666667 11.445027777777778, 77.82658333333333 11.444805555555556)"
4,T.NO-68,,T,DC,26,66-68,27.20294102,0.2,241,"29°1'30""",11.44480556,77.82658333,GOOD,GOOD,"11KV-2,LT-2",TAR ROAD-1,PLAIN,JOITN BOX IN TOWER INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82658333333333 11.444805555555556, 77.82419444444444 11.442583333333333)"
5,T.NO-67,,T,DC,26,68-67,359.2798352,0.4,240,,11.44258333,77.82419444,GOOD,GOOD,22KV-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82419444444444 11.442583333333333, 77.82263888888889 11.441055555555556)"
6,T.NO-66,,S,DA,26,67-66,239.7102418,0.3,232,,11.44105556,77.82263889,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.82263888888889 11.441055555555556, 77.8206111111111 11.43913888888889)"
7,T.NO-65,,S,DA,26,66-65,306.884343,0.4,25,,11.43913889,77.82061111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.8206111111111 11.43913888888889, 77.81866666666666 11.437222222222223)"
8,T.NO-64,,S,DA,26,65-64,299.8132752,0.5,233,,11.43722222,77.81866667,GOOD,GOOD,,,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81866666666666 11.437222222222223, 77.81688888888888 11.435472222222222)"
9,T.NO-63,2W,T,DC,26,64-63,275.0872589,0.3,231,,11.43547222,77.81688889,GOOD,GOOD,11KV-1,TAR ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81688888888888 11.435472222222222, 77.81566666666666 11.434277777777778)"
10,T.NO-62,,S,DA,26,63-62,186.6761902,0.2,230,,11.43427778,77.81566667,GOOD,GOOD,22KV-1,TAR ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81566666666666 11.434277777777778, 77.81366666666666 11.43236111111111)"
11,T.NO-61,,S,DA,26,62-61,303.3496333,0.4,227,,11.43236111,77.81366667,GOOD,GOOD,22KV-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81366666666666 11.43236111111111, 77.81230555555555 11.431)"
12,T.NO-60,,S,DA,26,62-60,212.868504,0.3,225,,11.431,77.81230556,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,INSIDE COMPANY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81230555555555 11.431, 77.81061111111111 11.429333333333332)"
13,T.NO-59,,S,DA,26,60-59,263.75936,0.4,221,,11.42933333,77.81061111,GOOD,GOOD,"22KV-1,LT-1","TAR ROAD-1,MUD ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.81061111111111 11.429333333333332, 77.80877777777778 11.427555555555555)"
14,T.NO-58,,T,DC,26,59-58,280.7222827,0.1,220,"3°16'13""",11.42755556,77.80877778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.80877777777778 11.427555555555555, 77.80694444444444 11.425555555555555)"
15,T.NO-57,,S,DA,26,58-57,296.8046496,0.5,219,,11.42555556,77.80694444,GOOD,GOOD,,MUD ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.80694444444444 11.425555555555555, 77.80522222222221 11.423666666666666)"
16,T.NO-56,,S,DA,26,57-56,282.0283674,0.3,208,,11.42366667,77.80522222,GOOD,GOOD,22KV-1,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.80522222222221 11.423666666666666, 77.80344444444444 11.421722222222222)"
17,T.NO-55,,S,DA,26,56-55,289.7464409,0.4,207,,11.42172222,77.80344444,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.80344444444444 11.421722222222222, 77.80163888888889 11.419722222222221)"
18,T.NO-54,,S,DA,26,55-54,296.1418579,1,205,,11.41972222,77.80163889,GOOD,GOOD,,,PLAIN,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.80163888888889 11.419722222222221, 77.79975 11.417694444444443)"
19,T.NO-53 LILO,3W,T,DC,26,54-53,304.5291447,0.2,206,"1°27'32""",11.41769444,77.79975,GOOD,GOOD,"22KV-1,800KV-1",,PLAIN,RGH-PLR POWER GRID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.79975 11.417694444444443, 77.79827777777777 11.416166666666667)"
20,T.NO-52,,T,DC,26,53-52,233.4523506,0.2,203,"3°49'27""",11.41616667,77.79827778,GOOD,GOOD,"LT-2,22KV-1",SH-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.79827777777777 11.416166666666667, 77.79638888888888 11.413944444444445)"
21,T.NO-51,,T,DC,26,52-51,321.1230294,0.6,205,"2°55'03""",11.41394444,77.79638889,GOOD,GOOD,LT-3,MUD ROAD-3,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.79638888888888 11.413944444444445, 77.79494444444444 11.412416666666667)"
