S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
22,T.NO-50,,S,DA,26,51-50,230.0543414,0.2,206,,11.41241667,77.79494444,GOOD,GOOD,LT-1,TAR ROAD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.79494444444444 11.412416666666667, 77.79325 11.410527777777778)"
23,T.NO-49,,S,DA,26,50-49,280.713377,0.5,209,,11.41052778,77.79325,GOOD,GOOD,"LT-2,22KV-1",MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.79325 11.410527777777778, 77.7915 11.408611111111112)"
24,T.NO-48,,T,DC,26,49-48,285.5118211,0.3,208,"14°30'14""",11.40861111,77.7915,GOOD,GOOD,"LT-1,22KV-2",TAR ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7915 11.408611111111112, 77.78911111111111 11.407055555555555)"
25,T.NO-47,,S,DA,26,48-47,312.5795899,0.2,208,,11.40705556,77.78911111,GOOD,GOOD,"LT-2,22KV-2",TAR ROAD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.78911111111111 11.407055555555555, 77.78399999999999 11.403694444444445)"
26,T.NO-46,,S,DA,26,47-46,670.6713055,0.4,205,,11.40369444,77.784,GOOD,GOOD,"LT-4,22KV-3",TAR ROAD-5,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.78399999999999 11.403694444444445, 77.78141666666667 11.402000000000001)"
27,T.NO-45,,S,DA,26,46-45,339.4775398,0.4,203,,11.402,77.78141667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.78141666666667 11.402000000000001, 77.77897222222222 11.400444444444444)"
28,T.NO-44,,S,DA,26,45-44,316.4569481,0.5,199,,11.40044444,77.77897222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.77897222222222 11.400444444444444, 77.77655555555556 11.398833333333332)"
29,T.NO-43,,T,DC,26,44-43,317.3089977,0.5,195,"63°23'45""",11.39883333,77.77655556,GOOD,GOOD,LT-2,"TAR ROAD-2,CANAL-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.77655555555556 11.398833333333332, 77.77625 11.399027777777777)"
30,T.NO-44 DC,,T,DC,26,43-44DC,41.18252056,0.2,196,"31°08'14""",11.39902778,77.77625,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.77625 11.399027777777777, 77.77575 11.399)"
31,T.NO-43 DC ,,T,DC,26,44DC- 43DC,55.03635162,0.2,191,"61°49'34""",11.399,77.77575,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.77575 11.399, 77.77586111111111 11.398805555555555)"
32,GANTRY VEPPADAI 110KV S/S,2W,,GT,15,43 DC-GT,27.78488798,,188,,11.39880556,77.77586111,GOOD,GOOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
