S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,T.NO 174 LILO BHAVANI SAGAR 110KV SS,3W,T,DC,26,,,7.39,267,,77.15766667,11.49113889,GOOD,,,,PLAIN,BHAVANI SAGAR LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15766666666667 11.491138888888887, 77.15911111111112 11.49086111111111)"
2,T.NO 175/1 THOPPAMPALAYAM LILO,3W,T,DB,24,174-175/1,161.8054387,5.73,260,"7°45'27""",77.15911111,11.49086111,GOOD,GOOD,110KV,,PLAIN,THOPPAMPALAYAM LILO                                    SARADHA CO GAN (PRIVATE),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.15911111111112 11.49086111111111, 77.16072222222223 11.490777777777778)"
3,T.NO 176,,T,DB,24,175/1-176,176.2299634,4.33,261,"6°11'0""",77.16072222,11.49077778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16072222222223 11.490777777777778, 77.16341666666668 11.490305555555555)"
4,T.NO 177,,S,DA,26,176-177,299.3760177,6.71,255,,77.16341667,11.49030556,GOOD,GOOD,"LT,HT",TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16341666666668 11.490305555555555, 77.16600000000001 11.489916666666666)"
5,T.NO 178,,S,DA,26,177-178,282.7030244,4.82,258,,77.166,11.48991667,GOOD,GOOD,LT ,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16600000000001 11.489916666666666, 77.16872222222223 11.489444444444443)"
6,T.NO 179,,T,DB,24,178-179,302.1655176,3.18,252,"0°33'46""",77.16872222,11.48944444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.16872222222223 11.489444444444443, 77.17169444444446 11.488972222222221)"
7,T.NO 180,,T,DB,24,179-180,329.6619481,3.93,253,"11°38'2""",77.17169444,11.48897222,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.17169444444446 11.488972222222221, 77.17508333333333 11.48772222222222)"
8,T.NO 181,,T,DC,26,180-181,394.2029934,3.57,266,"22°56'11""",77.17508333,11.48772222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.17508333333333 11.48772222222222, 77.17727777777779 11.485666666666665)"
9,T.NO 182,,S,DA,26,181-182,330.3891645,4.3,251,,77.17727778,11.48566667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.17727777777779 11.485666666666665, 77.17933333333333 11.483749999999999)"
10,T.NO 183,,S,DA,26,182-183,308.4574525,11.03,253,,77.17933333,11.48375,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.17933333333333 11.483749999999999, 77.18155555555556 11.481666666666667)"
11,T.NO 184,,S,DA,26,183-184,333.997006,8.72,246,,77.18155556,11.48166667,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18155555555556 11.481666666666667, 77.18377777777778 11.47963888888889)"
12,T.NO 185,,S,DA,26,184-185,331.2280181,7.24,234,,77.18377778,11.47963889,GOOD,GOOD,LT,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18377777777778 11.47963888888889, 77.18563888888889 11.477833333333333)"
13,T.NO 186,,S,DA,26,185-186,286.4210188,7.32,254,,77.18563889,11.47783333,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18563888888889 11.477833333333333, 77.18708333333333 11.476527777777777)"
14,T.NO 187,,S,DA,26,186-187,213.1032614,5.42,254,,77.18708333,11.47652778,GOOD,GOOD,HT,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18708333333333 11.476527777777777, 77.18858333333334 11.475138888888889)"
15,T.NO 188,,S,DA,26,187-188,225.0199991,7.08,254,,77.18858333,11.47513889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.18858333333334 11.475138888888889, 77.19091666666667 11.472944444444444)"
16,T.NO 189,,S,DA,26,188-189,350.9073952,15.36,261,,77.19091667,11.47294444,GOOD,GOOD,"LT,HT ",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19091666666667 11.472944444444444, 77.1923888888889 11.4715)"
17,T.NO 190,2W,T,DB,24,189-190,226.291847,12.26,270,"0°51'48""",77.19238889,11.4715,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.1923888888889 11.4715, 77.19377777777778 11.47025)"
18,T.NO 191,,T,DB,24,190-191,206.7123605,9.23,262,"0°49'13""",77.19377778,11.47025,GOOD,GOOD,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19377777777778 11.47025, 77.19530555555556 11.46875)"
19,T.NO 192,,S,DA,26,191-192,234.7977853,10.42,267,,77.19530556,11.46875,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19530555555556 11.46875, 77.19755555555555 11.466777777777779)"
20,T.NO 193,,S,DA,26,192-193,327.946642,7.83,264,,77.19755556,11.46677778,GOOD,GOOD,LT,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19755555555555 11.466777777777779, 77.19980555555556 11.464638888888889)"
21,T.NO 194,,S,DA,26,193-194,339.5997644,11.92,269,,77.19980556,11.46463889,GOOD,GOOD,LT-2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.19980555555556 11.464638888888889, 77.20188888888889 11.462638888888888)"
22,T.NO 195,,T,DC,26,194-195,318.9686505,6.97,272,"21°38'53""",77.20188889,11.46263889,GOOD,GOOD,,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20188888888889 11.462638888888888, 77.20458333333333 11.461583333333333)"
23,T.NO 196,,S,DA,26,195-196,317.5547197,8.43,266,,77.20458333,11.46158333,GOOD,GOOD,HT-2,TAARROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20458333333333 11.461583333333333, 77.20702777777778 11.460638888888889)"
24,T.NO 197,,S,DA,26,196-197,284.3132076,5.85,262,,77.20702778,11.46063889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20702777777778 11.460638888888889, 77.20941666666667 11.459638888888888)"
25,T.NO 198,,S,DA,26,197-198,283.007067,7.04,262,,77.20941667,11.45963889,GOOD,GOOD,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.20941666666667 11.459638888888888, 77.21225 11.458499999999999)"
26,T.NO 199,,S,DA,26,198-199,334.8089007,8.32,255,,77.21225,11.4585,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21225 11.458499999999999, 77.21544444444444 11.457277777777778)"
27,T.NO 200,,T,DB,24,199-200,373.4836007,12.43,265,"12°17'50""",77.21544444,11.45727778,GOOD,GOOD,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.21544444444444 11.457277777777778, 77.21594444444445 11.457194444444443)"
28,GANTRY 230KV SHENBAGAPUDUR SS,2W,T,GANTRY,15,200-GANTRY,56.71860365,,267,,77.21594444,11.45719444,GOOD,MISSING,110KV,,PLAIN,PULIYAMPATTI - BARRAGE. 230KV SHENBAGAPUDUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
