S.No,Tower No.,JOINT BOX,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO 45,,S,SA,26,46-45,271.2489631,3.13,247,,11.00073614,77.67838626,GOOD,GOOD,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67838626 11.00073614, 77.67698014 11.0029982)"
12,T.NO 44,,T,SC,26,45-44,293.8315844,3.37,249,"18°9'4""",11.0029982,77.67698014,GOOD,GOOD,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67698014 11.0029982, 77.67493769 11.00466958)"
13,T.NO 43,,S,SA,26,44-43,290.0241369,2.97,252,,11.00466958,77.67493769,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67493769 11.00466958, 77.67281333 11.00638683)"
14,T.NO 42,,S,SA,26,43-42,300.1666204,5.68,250,,11.00638683,77.67281333,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67281333 11.00638683, 77.67081631 11.00803068)"
15,T.NO 41,2W,T,SB,24,42-41,284.2534081,8.59,251,"5°19'46""",11.00803068,77.67081631,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67081631 11.00803068, 77.66836181 11.00965144)"
16,T.NO 40,,S,SA,26,41-40,322.8451641,1.35,245,,11.00965144,77.66836181,GOOD,GOOD,"LT-2,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66836181 11.00965144, 77.66617974 11.01106199)"
17,T.NO 39,,S,SA,26,40-39,285.1596044,7.51,248,,11.01106199,77.66617974,GOOD,GOOD,,"MUD ROAD,ROAD-2,POND",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66617974 11.01106199, 77.66393542 11.01267184)"
18,T.NO 38,,S,SA,26,39-38,303.29029,3.86,250,,11.01267184,77.66393542,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66393542 11.01267184, 77.66165369 11.01419166)"
19,T.NO 37,,T,SC,26,38-37,300.9269014,3.37,252,"22°11'37""",11.01419166,77.66165369,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66165369 11.01419166, 77.65877881 11.01484028)"
20,T.NO 36,,S,SA,26,37-36,322.4686031,6.66,257,,11.01484028,77.65877881,GOOD,GOOD,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65877881 11.01484028, 77.65594892 11.01540717)"
21,T.NO 35,,S,SA,26,36-35,315.7530681,3.63,260,,11.01540717,77.65594892,GOOD,GOOD,,"ROAD,CANAL",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65594892 11.01540717, 77.6532013 11.01597332)"
22,T.NO 34,,T,SC,26,35-34,306.9218141,5.69,257,"24°21'32""",11.01597332,77.6532013,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6532013 11.01597332, 77.65108408 11.01749164)"
23,T.NO 33,,S,SA,26,34-33,286.0856515,2.82,264,,11.01749164,77.65108408,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65108408 11.01749164, 77.64888549 11.01911907)"
24,T.NO 32,,S,SA,26,33-32,300.413049,6.02,266,,11.01911907,77.64888549,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64888549 11.01911907, 77.64676814 11.02062834)"
25,T.NO 31,,S,SA,26,32-31,285.5065674,4.57,268,,11.02062834,77.64676814,GOOD,GOOD,"LT,HT","MUD ROAD,DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64676814 11.02062834, 77.64500546 11.02191766)"
26,T.NO 30,,S,SA,26,31-30,239.827021,6.42,272,,11.02191766,77.64500546,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64500546 11.02191766, 77.64290676 11.02347192)"
27,T.NO 29,,T,SC,26,30-29,286.811785,4.67,278,"8°29'14""",11.02347192,77.64290676,GOOD,GOOD,"HT, 800KV HVDC LINE CROSSING",ROAD,PLAIN,800KV HVDC LINE CROSSING ABOVE OUR LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64290676 11.02347192, 77.64167786 11.02411508)"
28,T.NO 1 LILO,3W,T(LILO),DD,28,29-Jan,152.0690633,9,275,"98°1'33""",11.02411508,77.64167786,GOOD,GOOD,,,AGRI,LILO NEED 3WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64167786 11.02411508, 77.64236297 11.02504875)"
29,T.NO 2,,T,DB,24,01-Feb,127.6401191,5.78,274,"10°59'22""",11.02504875,77.64236297,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64236297 11.02504875, 77.6432486 11.02692934)"
30,T.NO 3,,T,DC,26,02-Mar,229.5778735,4.78,265,"24°11'4""",11.02692934,77.6432486,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6432486 11.02692934, 77.6452577 11.02864653)"
31,T.NO 4,,T,DB,24,03-Apr,290.4961273,1.79,266,"8°29'30""",11.02864653,77.6452577,GOOD,GOOD,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6452577 11.02864653, 77.64783291 11.03025937)"
32,T.NO 5,,T,DC,26,04-May,333.4081583,5.32,268,"17°33'15""",11.03025937,77.64783291,GOOD,GOOD,"HT, 800KV HVDC LINE CROSSING",ROAD,PLAIN,800KV HVDC LINE CROSSING ABOVE OUR LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64783291 11.03025937, 77.64995931 11.03077383)"
33,T.NO 6,,S,DA,26,05-Jun,239.3846277,3.84,270,,11.03077383,77.64995931,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64995931 11.03077383, 77.652884 11.03157945)"
34,T.NO 7,,T,DB,24,06-Jul,332.001506,5.28,266,"6°56'9""",11.03157945,77.652884,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.652884 11.03157945, 77.65542962 11.03192757)"
35,T.NO 8,,T,DC,26,07-Aug,281.0071173,3.72,261,"26°8'26""",11.03192757,77.65542962,GOOD,GOOD,230KV DCLINE CROSSING,MUD ROAD,PLAIN,230KV DC LINE CROSSING ABOVE OUR LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65542962 11.03192757, 77.65842062 11.03095267)"
36,T.NO 9,,T,DC,26,08-Sep,344.3965737,1.16,261,"15°41'14""",11.03095267,77.65842062,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.65842062 11.03095267, 77.66045013 11.03086257)"
37,T.NO 10,,T,DB,24,09-Oct,222.1440974,2.14,254,"2°18'35""",11.03086257,77.66045013,GOOD,GOOD,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66045013 11.03086257, 77.66273529 11.03072504)"
38,T.NO 11,,S,DA,26,10-Nov,250.3377718,3.07,255,,11.03072504,77.66273529,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66273529 11.03072504, 77.66522963 11.03045916)"
39,T.NO 12,,T,DD,28,11-Dec,274.3319158,2.6,253,"39°24'56""",11.03045916,77.66522963,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66522963 11.03045916, 77.66735528 11.03190409)"
40,T.NO 13,,T,DD,28,Dec-13,282.1435805,4.66,256,"35°2'31""",11.03190409,77.66735528,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66735528 11.03190409, 77.66890076 11.03189048)"
41,T.NO 14,2W,T,DB,24,13-14,169,2.92,244,"1°53'52""",11.03189048,77.66890076,GOOD,GOOD,"LT-2,HT",MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.66890076 11.03189048, 77.67183665 11.03190976)"
42,T.NO 15,,S,DA,26,14-15,321.0389384,2.31,242,,11.03190976,77.67183665,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67183665 11.03190976, 77.67439809 11.03198654)"
43,T.NO 16,,S,DA,26,15-16,280.2159881,4.77,238,,11.03198654,77.67439809,GOOD,GOOD,LT,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67439809 11.03198654, 77.6766304 11.03207524)"
44,T.NO 17,,T,DD,28,16-17,244.2949038,4.51,241,"56°2'55""",11.03207524,77.6766304,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6766304 11.03207524, 77.67787332 11.03399769)"
45,T.NO 18,,T,DC,26,17-18,252.491584,2.72,237,"16°55'6""",11.03399769,77.67787332,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67787332 11.03399769, 77.67873212 11.03692639)"
46,T.NO 19,,S,DA,26,18-19,337.4996296,2.88,235,,11.03692639,77.67873212,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67873212 11.03692639, 77.67952667 11.03982855)"
47,T.NO 20,,T,DD,28,19-20,332.7762011,1.82,239,"59°24'26""",11.03982855,77.67952667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.67952667 11.03982855, 77.68091077 11.04016865)"
48,T.NO 21,,S,DA,26,20-21,155.9551217,2.22,246,,11.04016865,77.68091077,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68091077 11.04016865, 77.68237782 11.04058029)"
49,T.NO 22,,T,DB,24,21-22,166.760307,3.29,248,"12°10'58""",11.04058029,77.68237782,GOOD,GOOD,HT,MUD ROAD-2,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68237782 11.04058029, 77.68423524 11.04067223)"
50,T.NO 23,,S,DA,26,22-23,203.3543705,2.61,237,,11.04067223,77.68423524,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68423524 11.04067223, 77.68573575 11.04074023)"
51,T.NO 24,,T,DD,28,23-24,164.2467656,4.28,235,"49°30'15""",11.04074023,77.68573575,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68573575 11.04074023, 77.68719776 11.04260647)"
52,T.NO 25,2W,T,DC,26,24-25,261.2049004,1.7,228,"27°35'12""",11.04260647,77.68719776,GOOD,GOOD,LT-2,"MUD ROAD,ROAD,DRAIN",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.68719776 11.04260647, 77.69014573 11.04394452)"
53,T.NO 26,,T,DB,24,25-26,354.7421599,2.94,234,"3°21'22""",11.04394452,77.69014573,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69014573 11.04394452, 77.69273394 11.04494241)"
54,T.NO 27,,T,DB,24,26-27,303.79763,1.93,230,"5°47'5""",11.04494241,77.69273394,GOOD,GOOD,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69273394 11.04494241, 77.6951045 11.04614098)"
55,T.NO 28,,T,DD,28,27-28,291.1855079,1.54,231,"45°37'45""",11.04614098,77.6951045,GOOD,GOOD,,"MUD ROAD,DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6951045 11.04614098, 77.69804968 11.04516609)"
56,T.NO 29,,T,DB,24,28-29,339.6380426,2.84,229,"11°29'12""",11.04516609,77.69804968,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69804968 11.04516609, 77.69985114 11.04413814)"
57,T.NO 30,,T,DB,24,29-30,227.4818674,3.19,228,"13°28'38""",11.04413814,77.69985114,GOOD,GOOD,,MUD ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.69985114 11.04413814, 77.70175748 11.04357904)"
58,T.NO 31,,T,DB,24,30-31,217.4419463,6.33,223,"14°10'8""",11.04357904,77.70175748,GOOD,GOOD,LT,MUD ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.70175748 11.04357904, 77.70314929 11.04276253)"
59,T.NO 32,,T,DC,26,31-32,177.0028248,4.54,225,"23°45'59""",11.04276253,77.70314929,GOOD,GOOD,"HT-2,LT-2","ROAD,MUD ROAD",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.70314929 11.04276253, 77.70551534 11.04247035)"
60,T.NO 33,,S,DA,26,32-33,260.7316628,3.21,226,,11.04247035,77.70551534,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.70551534 11.04247035, 77.70818299 11.04215738)"
61,T.NO 34,,T,DB,24,33-34,293.7481915,2.02,229,"10°18'23""",11.04215738,77.70818299,GOOD,GOOD,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.70818299 11.04215738, 77.70994313 11.04161762)"
62,T.NO 35,,T,DC,26,34-35,201.5266732,1.81,224,"17°55'12""",11.04161762,77.70994313,GOOD,GOOD,"LT-2,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.70994313 11.04161762, 77.71169927 11.04163802)"
63,T.NO 36,,T,DD,28,35-36,192.0416621,3.77,226,"42°29'16""",11.04163802,77.71169927,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71169927 11.04163802, 77.71354409 11.04334708)"
64,T.NO 37,2W,T,DB,24,36-37,276.5519843,4.2,223,"9°36'32""",11.04334708,77.71354409,GOOD,GOOD,"LT,HT","ROAD, DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71354409 11.04334708, 77.71576154 11.04479981)"
65,T.NO 38,,T,DB,24,37-38,290.9467305,2.67,226,"12°13'49""",11.04479981,77.71576154,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71576154 11.04479981, 77.71798266 11.04565621)"
66,T.NO 39,,T,DC,26,38-39,260.7163209,2.14,223,"21°14'2""",11.04565621,77.71798266,GOOD,GOOD,LT," ROAD,DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.71798266 11.04565621, 77.7198272 11.04732907)"
67,T.NO 40,,T,DB,24,39-40,273.8046749,1.12,226,"2°39'24""",11.04732907,77.7198272,GOOD,GOOD,,"MUD ROAD,DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7198272 11.04732907, 77.72160867 11.04910187)"
68,T.NO 41,,T,DB,24,40-41,276.5013562,3.34,224,"2°50'37""",11.04910187,77.72160867,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72160867 11.04910187, 77.72313317 11.05077759)"
69,T.NO 42,,T,DD,28,41-42,249.3872491,7.02,222,"44°44'43""",11.05077759,77.72313317,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72313317 11.05077759, 77.7251829 11.05089464)"
70,T.NO 43,,T,DC,26,42-43,224.5016704,1.48,219,"19°23'44""",11.05089464,77.7251829,GOOD,GOOD,"LT,HT","MUD ROAD, DRAIN",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7251829 11.05089464, 77.72695252 11.05039083)"
71,T.NO 44,,S,DA,26,43-44,201.3752716,2.24,215,,11.05039083,77.72695252,GOOD,GOOD,"LT-2,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72695252 11.05039083, 77.72917821 11.04975641)"
72,T.NO 45,2W,T,DB,24,44-45,253.2982432,1.34,212,"3°26'8""",11.04975641,77.72917821,GOOD,GOOD,"LT-4,HT-1",ROAD-2,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.72917821 11.04975641, 77.7315512 11.04922906)"
73,T.NO 46,,S,DA,26,45-46,265.9624034,2.43,212,,11.04922906,77.7315512,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.7315512 11.04922906, 77.73334009 11.04883345)"
74,T.NO 47,,T,DD,28,46-47,200.4494949,2.62,210,"69°51'14""",11.04883345,77.73334009,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.73334009 11.04883345, 77.73342559 11.04819123)"
75,T.NO 48,,T,DB,24,47-48,71.70076708,1.57,209,"11°15'52""",11.04819123,77.73342559,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.73342559 11.04819123, 77.73334064 11.04691815)"
76,T.NO 49,,T,DC,26,48-49,141.226768,1.12,210,"29°6'49""",11.04691815,77.73334064,GOOD,GOOD,LT-2,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.73334064 11.04691815, 77.73348419 11.04661872)"
77,GANTRY ( 110KV MUTHUR SS ),2W,T,GANTRY,15,49-GANTRY,36.67424164,,209,,11.04661872,77.73348419,GOOD,MISSING,,,PLAIN,110KV MUTHUR SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
