S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
34,T.NO 56 ,S,DA,26,56/1-56,81.09870529,4.8,282,,77.64461111111112,10.974916666666667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64461111111112 10.974916666666667, 77.64211111111112 10.97475)"
35,T.NO 55,T,DC,26,56-55,273.806501,4.43,282,"21°18'24""",77.64211111111112,10.97475,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.64211111111112 10.97475, 77.6406388888889 10.974083333333333)"
36,T.NO 54,S,DA,26,55-54,179.4268653,4.17,284,,77.6406388888889,10.974083333333333,GOOD,GOOD,"HT-3,LT-1",ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6406388888889 10.974083333333333, 77.63897222222222 10.973305555555555)"
37,T.NO 53,T,DC,26,54-53,199.0226118,5.43,282,"29°50'59""",77.63897222222222,10.973305555555555,GOOD,GOOD,HT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63897222222222 10.973305555555555, 77.63791666666667 10.971833333333333)"
38,T.NO 52,T,DD,28,53-52,199.7298175,6.03,286,"41°13'33""",77.63791666666667,10.971833333333333,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63791666666667 10.971833333333333, 77.63813888888889 10.96975)"
39,T.NO 51,T,DC,26,52-51,232.4585985,5.18,278,"27°57'25""",77.63813888888889,10.96975,GOOD,GOOD,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63813888888889 10.96975, 77.63733333333334 10.96775)"
40,T.NO 50,T,DB,24,51-50,239.7352707,5.57,277,"5°35'23""",77.63733333333334,10.96775,GOOD,GOOD,,"CANAL,MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63733333333334 10.96775, 77.63702777777779 10.966722222222222)"
41,T.NO 49,T,DC,26,50-49,116.4817582,5.22,275,"16°53'49""",77.63702777777779,10.966722222222222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63702777777779 10.966722222222222, 77.6358888888889 10.965027777777777)"
42,T.NO 48,T,DC,26,49-48,224.9555512,3.47,279,"25°13'54""",77.6358888888889,10.965027777777777,GOOD,GOOD,,"CANAL,MUD ROAD",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6358888888889 10.965027777777777, 77.63469444444445 10.964305555555555)"
43,T.NO 47,T,DD,28,48-47,153.1698404,4.37,278,"30°1'1""",77.63469444444445,10.964305555555555,GOOD,GOOD,HT-2,"NH,CANAL",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63469444444445 10.964305555555555, 77.63222222222221 10.96425)"
44,T.NO 46,T,DB,24,47-46,270.1499584,5.5,269,"1°54'33""",77.63222222222221,10.96425,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63222222222221 10.96425, 77.63 10.964277777777777)"
45,T.NO 45,T,DD,28,46-45,243,5.41,270,"83°55'19""",77.63,10.964277777777777,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.63 10.964277777777777, 77.62980555555555 10.966222222222221)"
46,T.NO 44,T,DD,28,45-44,217.2210855,4.48,273,"100°8'14""",77.62980555555555,10.966222222222221,GOOD,GOOD,HT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62980555555555 10.966222222222221, 77.62802777777777 10.965722222222222)"
47,T.NO 43,T,DD,28,44-43,204.1200627,5.51,273,"32°29'6""",77.62802777777777,10.965722222222222,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62802777777777 10.965722222222222, 77.62588888888888 10.96636111111111)"
48,LILO :T.NO 42 ,T (LILO),DC,26,43-42,242.7200033,6.31,278,"22°49'27""",77.62588888888888,10.96636111111111,GOOD,GOOD,,,PLAIN,PERIYAR NAGAR LILO ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62588888888888 10.96636111111111, 77.62430555555555 10.967666666666666)"
49,T.NO 41,T,DD,28,42-41,226.7708094,4.38,288,"44°23'14""",77.62430555555555,10.967666666666666,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62430555555555 10.967666666666666, 77.62305555555555 10.967583333333334)"
50,T.NO 40,S,DA,26,41-40,137.4408964,5.63,284,,77.62305555555555,10.967583333333334,GOOD,GOOD,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62305555555555 10.967583333333334, 77.62144444444444 10.967416666666667)"
51,T.NO 39,T,DD,28,40-39,176.9180601,6.77,282,"78°9'11""",77.62144444444444,10.967416666666667,GOOD,GOOD,LT-1,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62144444444444 10.967416666666667, 77.62113888888888 10.968388888888889)"
52,T.NO 38,T,DD,28,39-38,111.9732111,6.31,285,"77°45'43""",77.62113888888888,10.968388888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.62113888888888 10.968388888888889, 77.61874999999999 10.968194444444444)"
53,T.NO 37,S,DA,26,38-37,262.0114501,7.18,283,,77.61874999999999,10.968194444444444,GOOD,GOOD,"HT-1,LT-1","CANAL,ROAD-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61874999999999 10.968194444444444, 77.61644444444444 10.968027777777777)"
54,T.NO 36,T,DB,24,37-36,252.8734862,5.43,284,"0°1'56""",77.61644444444444,10.968027777777777,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61644444444444 10.968027777777777, 77.61441666666666 10.967888888888888)"
55,T.NO 35,T,DC,26,36-35,223.8079534,4.22,287,"20°43'56""",77.61441666666666,10.967888888888888,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61441666666666 10.967888888888888, 77.61305555555555 10.96725)"
56,T.NO 34,S,DA,26,35-34,163.6856744,5.63,282,,77.61305555555555,10.96725,GOOD,GOOD,,CANAL,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61305555555555 10.96725, 77.61152777777777 10.966555555555555)"
57,T.NO 33,S,DA,26,34-33,182.5075341,6.72,276,,77.61152777777777,10.966555555555555,GOOD,GOOD,HT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.61152777777777 10.966555555555555, 77.6091111111111 10.965444444444444)"
58,T.NO 32,T,DD,28,33-32,292.5269218,7.55,277,"35°58'54""",77.6091111111111,10.965444444444444,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.6091111111111 10.965444444444444, 77.60808333333333 10.963583333333332)"
59,T.NO 31,T,DB,24,32-31,235.3571754,5.63,274,"3°52'25""",77.60808333333333,10.963583333333332,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60808333333333 10.963583333333332, 77.60713888888888 10.961611111111111)"
60,T.NO 30,T,DD,28,31-30,240.7509086,7.63,275,"43°28'30""",77.60713888888888,10.961611111111111,GOOD,GOOD,HT-1,"ROAD-1,CANAL-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60713888888888 10.961611111111111, 77.60613888888888 10.961222222222222)"
61,T.NO 29,T,DD,28,30-29,117.5457358,6.75,271,"55°58'52""",77.60613888888888,10.961222222222222,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60613888888888 10.961222222222222, 77.60444444444444 10.962388888888889)"
62,T.NO 28,S,DA,26,29-28,226.9273011,7.31,269,,77.60444444444444,10.962388888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60444444444444 10.962388888888889, 77.60225 10.963861111111111)"
63,T.NO 27,T,DD,28,28-27,288.1752939,6.37,270,"46°6'56""",77.60225,10.963861111111111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60225 10.963861111111111, 77.60069444444444 10.963527777777777)"
64,T.NO 26,S,DA,26,27-26,173.7699629,5.66,268,,77.60069444444444,10.963527777777777,GOOD,GOOD,110KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.60069444444444 10.963527777777777, 77.59902777777778 10.963194444444444)"
65,T.NO 25,T,DD,28,26-25,188.2976367,7.51,270,"39°50'49""",77.59902777777778,10.963194444444444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59902777777778 10.963194444444444, 77.59741666666666 10.964027777777778)"
66,T.NO 24,S,DA,26,25-24,199.4818287,6.36,268,,77.59741666666666,10.964027777777778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59741666666666 10.964027777777778, 77.59599999999999 10.964777777777776)"
67,T.NO 23,T,DC,26,24-23,174.4706279,5.13,272,"26°48'48""",77.59599999999999,10.964777777777776,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59599999999999 10.964777777777776, 77.5948611111111 10.964805555555555)"
68,T.NO 22,T,DB,24,23-22,125.015999,4.36,265,"2°39'35""",77.5948611111111,10.964805555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5948611111111 10.964805555555555, 77.59441666666666 10.964833333333333)"
69,T.NO 21 DP,DP,DP,15,22-21,48.09365863,,269,,77.59441666666666,10.964833333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59441666666666 10.964833333333333, 77.5941111111111 10.964888888888888)"
70,T.NO 20 DP,DP,DP,15,21-20,33.24154028,,269,,77.5941111111111,10.964888888888888,GOOD,GOOD,110KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.5941111111111 10.964888888888888, 77.59366666666666 10.965)"
71,T.NO 19,T,DB,24,20-19,51.66236541,3.27,270,"10°37'37""",77.59366666666666,10.965,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59366666666666 10.965, 77.59241666666667 10.965583333333333)"
72,T.NO 18,T,DB,24,19-18,150.3063538,3.11,272,"4°46'50""",77.59241666666667,10.965583333333333,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59241666666667 10.965583333333333, 77.59077777777777 10.966555555555555)"
73,T.NO 17,T,DB,24,18-17,210.1166343,7.55,275,"6°11'27""",77.59077777777777,10.966555555555555,GOOD,GOOD,110KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.59077777777777 10.966555555555555, 77.58908333333333 10.967305555555555)"
74,T.NO 16,T,DB,24,17-16,203.2732152,4.12,273,"7°52'58""",77.58908333333333,10.967305555555555,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58908333333333 10.967305555555555, 77.58691666666667 10.967944444444445)"
75,T.NO 15,S,DA,26,16-15,246.5623653,5.13,279,,77.58691666666667,10.967944444444445,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58691666666667 10.967944444444445, 77.58530555555555 10.968416666666666)"
76,T.NO 14,S,DA,26,15-14,183.9266158,7.33,282,,77.58530555555555,10.968416666666666,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58530555555555 10.968416666666666, 77.58355555555555 10.968916666666667)"
77,T.NO 13,T,DC,26,14-13,200.6838309,6.71,287,"15°50'14""",77.58355555555555,10.968916666666667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58355555555555 10.968916666666667, 77.58138888888888 10.97025)"
78,T.NO 12,S,DA,26,13-12,278.361276,5.36,293,,77.58138888888888,10.97025,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.58138888888888 10.97025, 77.57913888888889 10.971666666666668)"
79,T.NO 11,S,DA,26,12-11,290.227497,7.57,295,,77.57913888888889,10.971666666666668,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57913888888889 10.971666666666668, 77.57722222222222 10.972861111111111)"
80,T.NO 10,T,DC,26,11-10,248.6845391,4.31,301,"22°46'49""",77.57722222222222,10.972861111111111,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57722222222222 10.972861111111111, 77.57608333333333 10.974472222222222)"
81,T.NO 9,S,DA,26,10-9,217.8485713,5.62,300,,77.57608333333333,10.974472222222222,GOOD,GOOD,HT-2,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57608333333333 10.974472222222222, 77.575 10.976)"
82,T.NO 8,S,DA,26,9-8,205.2997808,7.58,295,,77.575,10.976,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.575 10.976, 77.57391666666666 10.977555555555556)"
83,T.NO 7,T,DD,28,8-7,209.2462664,6.53,297,"48°7'58""",77.57391666666666,10.977555555555556,GOOD,GOOD,"LT-2,HT-1",ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57391666666666 10.977555555555556, 77.57111111111111 10.97788888888889)"
84,T.NO 6,S,DA,26,7-6,307.0016287,7.11,303,,77.57111111111111,10.97788888888889,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.57111111111111 10.97788888888889, 77.56844444444444 10.978194444444444)"
85,T.NO 5,T,DD,28,6-5,294.7422603,6.88,301,"44°5'13""",77.56844444444444,10.978194444444444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56844444444444 10.978194444444444, 77.56641666666667 10.976666666666667)"
86,T.NO 4,T,DD,28,5-4,278.0287755,6.37,312,"47°9'24""",77.56641666666667,10.976666666666667,GOOD,GOOD,"HT-1,LT-1",MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56641666666667 10.976666666666667, 77.56444444444445 10.977027777777778)"
87,T.NO 3,T,DB,24,4-3,218.9794511,6.19,315,"1°19'56""",77.56444444444445,10.977027777777778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56444444444445 10.977027777777778, 77.56425 10.977055555555555)"
88,DP1,DP,DP,15,3-DP1,21.21320344,,312,,77.56425,10.977055555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56425 10.977055555555555, 77.56422222222221 10.976861111111111)"
89,DP2,DP,DP,15,DP1-DP2,19.41648784,,310,,77.56422222222221,10.976861111111111,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56422222222221 10.976861111111111, 77.56391666666666 10.976888888888888)"
90,DP3,DP,DP,15,DP-DP3,32,,312,,77.56391666666666,10.976888888888888,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56391666666666 10.976888888888888, 77.56394444444445 10.977055555555555)"
91,DP4,DP,DP,15,DP3-DP4,19.23538406,,311,,77.56394444444445,10.977055555555555,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.56394444444445 10.977055555555555, 77.56405555555556 10.976944444444445)"
