S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO 9,S,DA,26,8-9,304.55541367705155,2.12,209,,79.00463888888889,12.435305555555555,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00463888888889 12.435305555555555, 79.00233333333334 12.436416666666666)"
12,T.NO 10,T,DD,28,9-10,280.85049403552773,2.53,212,"46°21'2""",79.00233333333334,12.436416666666666,GOOD,GOOD,2-LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00233333333334 12.436416666666666, 79.00163888888889 12.438611111111111)"
13,T.NO 11,S,DA,26,10-11,254.01771591761076,2.81,214,,79.00163888888889,12.438611111111111,GOOD,GOOD,3-LT,ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00163888888889 12.438611111111111, 79.00097222222222 12.440611111111112)"
14,T.NO 12,T,DB,24,11-12,233.72847494475295,2.67,210,"9°34'38""",79.00097222222222,12.440611111111112,GOOD,GOOD,1-LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00097222222222 12.440611111111112, 79.00075 12.442333333333334)"
15,T.NO 13,S,DA,26,12-13,190.64626930522402,2.45,213,,79.00075,12.442333333333334,GOOD,GOOD,2-HT,"MUD ROAD,CANAL",CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00075 12.442333333333334, 79.00047222222223 12.444055555555556)"
16,T.NO 14,S,DA,26,13-14,194.87944991712183,1.94,213,,79.00047222222223,12.444055555555556,GOOD,GOOD,"1-LT,1-HT",ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00047222222223 12.444055555555556, 79.00019444444445 12.446027777777777)"
17,T.NO 15,T,DC,26,14-15,219.79080963497995,1.38,213,"28°29'11""",79.00019444444445,12.446027777777777,GOOD,GOOD,1-HT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.00019444444445 12.446027777777777, 78.9991111111111 12.447416666666667)"
18,T.NO 16,S,DA,26,15-16,193.40372281835735,1.61,213,,78.9991111111111,12.447416666666667,GOOD,GOOD,1-LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.9991111111111 12.447416666666667, 78.99805555555555 12.44888888888889)"
19,T.NO 17,T,DB,24,16-17,198.90952717253137,2.52,211,"7°44'25""",78.99805555555555,12.44888888888889,GOOD,GOOD,1-LT,MUD ROAD ,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99805555555555 12.44888888888889, 78.997 12.450722222222222)"
20,T.NO 18,S,DA,26,17-18,234.081182498722,1.87,212,,78.997,12.450722222222222,GOOD,GOOD,,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.997 12.450722222222222, 78.99602777777778 12.452444444444444)"
21,T.NO 19,S,DA,26,18-19,217.56838005555863,1.75,213,,78.99602777777778,12.452444444444444,GOOD,GOOD,2-LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99602777777778 12.452444444444444, 78.99497222222222 12.454333333333333)"
22,T.NO 20,S,DA,26,19-20,236.64741705752886,2.26,213,,78.99497222222222,12.454333333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99497222222222 12.454333333333333, 78.99377777777778 12.456555555555555)"
23,T.NO 21,T,DB,24,20-21,278.65749586185547,1.44,212,"8°48'39""",78.99377777777778,12.456555555555555,GOOD,GOOD,1-LT,POND,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99377777777778 12.456555555555555, 78.99288888888888 12.458944444444445)"
24,T.NO 22,S,DA,26,21-22,282.1205416129779,1.28,214,,78.99288888888888,12.458944444444445,GOOD,GOOD,1-LT,,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99288888888888 12.458944444444445, 78.99211111111111 12.461055555555555)"
25,T.NO 23,T,DC,26,22-23,247.34186867572583,1.63,214,"27°17'54""",78.99211111111111,12.461055555555555,GOOD,GOOD,4-LT,MUD ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99211111111111 12.461055555555555, 78.99241666666667 12.4635)"
26,T.NO 24,S,DA,26,23-24,273.25080054777516,1.51,215,,78.99241666666667,12.4635,GOOD,GOOD,"3-LT,1-HT",,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99241666666667 12.4635, 78.99277777777777 12.466027777777777)"
27,T.NO 25,S,DA,26,24-25,281.85279846047297,1.87,212,,78.99277777777777,12.466027777777777,GOOD,GOOD,1-HT,CANAL,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99277777777777 12.466027777777777, 78.99305555555556 12.468277777777779)"
28,T.NO 26,T,DD,28,25-26,251.3105648396024,1.4,215,"33°34'37""",78.99305555555556,12.468277777777779,GOOD,GOOD,1-LT,POND,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99305555555556 12.468277777777779, 78.99194444444444 12.470416666666667)"
29,T.NO 27,S,DA,26,26-27,266.98689106396216,1.74,214,,78.99194444444444,12.470416666666667,GOOD,GOOD,1-LT,ROAD,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99194444444444 12.470416666666667, 78.99086111111112 12.472666666666667)"
30,T.NO 28,T,DD,28,27-28,275.118156434649,1.29,217,"30°1'54""",78.99086111111112,12.472666666666667,GOOD,GOOD,"1-LT,1-HT",CANAL,CULTIVACTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.99086111111112 12.472666666666667, 78.98983333333334 12.473333333333333)"
31,T.NO 29,T,DD,28,28-29,135.35139452550905,2.02,210,"126°8'5""",78.98983333333334,12.473333333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.98983333333334 12.473333333333333, 78.98983333333334 12.473083333333333)"
32,GANTRY 110KV ADHAMANGALAM SS,GT,GANTRY,15,29-GT,29.017236257093817,,217,,78.98983333333334,12.473083333333333,GOOD,GOOD,,,PLAIN,110KV ADHAMANGALAM SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G37),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
