S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
100,T.NO-56,,S,DA,28,55-56,305.083595101408,,68,,12.8033,79.8276,GOOD,GOOD,,CANAL-1,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8276 12.8033, 79.8301 12.8022)"
101,T.NO-57,,S,DA,26,56-57,298.859498761542,,68,,12.8022,79.8301,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8301 12.8022, 79.8328 12.8009)"
102,T.NO-58,,S,DA,32,57-58,324.299244525793,,72,,12.8009,79.8328,GOOD,GOOD,,TAR-1(SH),PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8328 12.8009, 79.8354 12.7998)"
103,T.NO-59,,S,DA,26,58-59,301.517827001987,,77,,12.7998,79.8354,CROSS ARM DAMAGE,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8354 12.7998, 79.838 12.7986)"
104,T.NO-60,,S,DA,26,59-60,318.976488161745,,79,,12.7986,79.838,GOOD,GOOD,,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.838 12.7986, 79.8407 12.7974)"
105,T.NO-61,2W,T,DD,28,60-61,314.930150985897,,80,"19°20'24"" ",12.7974,79.8407,GOOD,GOOD,LT-1,TAR-1,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8407 12.7974, 79.8435 12.7971)"
106,T.NO-62,,S,DA,26,61-62,304.581680342072,0.25,80,,12.7971,79.8435,GOOD,GOOD,LT-1,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8435 12.7971, 79.8463 12.7968)"
107,T.NO-63,,S,DA,26,62-63,305.576504332385,2.74,72,,12.7968,79.8463,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8463 12.7968, 79.849 12.7966)"
108,T.NO-64,,S,DA,26,63-64,302.49132218958,1.02,74,,12.7966,79.849,GOOD,GOOD,LT-1,,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.849 12.7966, 79.8516 12.7964)"
109,T.NO-65,,S,DA,26,64-65,279.21318020466,2.1,77,,12.7964,79.8516,GOOD,GOOD,,,PLAIN,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8516 12.7964, 79.8544 12.7961)"
110,T.NO-66,,S,DA,26,65-66,303.586890362545,3.59,70,,12.7961,79.8544,GOOD,GOOD,LT-2,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8544 12.7961, 79.8571 12.7958)"
111,T.NO-67,,S,DA,26,66-67,298.613462523042,2.71,71,,12.7958,79.8571,GOOD,GOOD,"LT-1,11KV-1",MUD-1,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8571 12.7958, 79.8591 12.7956)"
112,T.NO-68,,S,DA,26,67-68,220.102248966248,1.32,71,,12.7956,79.8591,GOOD,GOOD,"33KV-1,LT-2","TAR-1,CC-1",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8591 12.7956, 79.8613 12.7954)"
113,T.NO-69,,T,DD,28,68-69,234.036321967339,3.77,71,"27°19'9"" ",12.7954,79.8613,GOOD,GOOD,"33KV-1,LT-2,11KV-1",MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8613 12.7954, 79.8637 12.7939)"
114,T.NO-70,,S,DA,26,69-70,309.012944712677,3.72,68,,12.7939,79.8637,GOOD,GOOD,"LT-1,11KV-2",MUD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8637 12.7939, 79.8661 12.7924)"
115,T.NO-71,,T,DD,28,70-71,309.012944712677,7.09,69,"16°26'36"" ",12.7924,79.8661,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8661 12.7924, 79.8682 12.7918)"
116,T.NO-72,,S,DA,26,71-72,242.720003295979,5.42,67,,12.7918,79.8682,GOOD,GOOD,400KV-1 XING ABOVE,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8682 12.7918, 79.8707 12.7911)"
117,T.NO-1 LILO,2W,T,DD,28,72-1,274.608812677234,,68,"83°54'56"" ",12.7911,79.8707,GOOD,GOOD,,,PLAIN,"NEED THREE WAY JUNCTION BOX,INDSIDE POND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8707 12.7911, 79.8703 12.7891)"
118,T.NO-2,,T,DD,28,1-2,233.002145912865,,69,"16°41'22"" ",12.7891,79.8703,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8703 12.7891, 79.8691 12.7869)"
119,T.NO-3,,T,DD,28,2-3,270.140704078449,,70,"31°37'26"" ",12.7869,79.8691,GOOD,GOOD,11KV-1,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8691 12.7869, 79.8693 12.7845)"
120,T.NO-4,,T,DD,28,3-4,266.750820054972,1.7,71,"7°46'5"" ",12.7845,79.8693,GOOD,GOOD,LT-1,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8693 12.7845, 79.8693 12.7833)"
121,T.NO-5,,S,DA,26,4-5,132.242202038532,0.28,72,,12.7833,79.8693,GOOD,GOOD,"33KV-1,11KV-1",,CULTIVATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8693 12.7833, 79.8691 12.7813)"
122,T.NO-6,,T,DD,28,5-6,214.457454988163,,75,"15°3'4"" ",12.7813,79.8691,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8691 12.7813, 79.8686 12.7796)"
123,T.NO-7,,T,DD,34,6-7,201.757279918223,,71,"15°55'4"" ",12.7796,79.8686,GOOD,GOOD,,ELECTRIC RAILWAY -1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8686 12.7796, 79.8685 12.7785)"
124,T.NO-8,,T,DD,34,7-8,120.149906367005,,71,"12°4'24"" ",12.7785,79.8685,GOOD,GOOD,33KV-3,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8685 12.7785, 79.8686 12.7782)"
125,T.NO-9,,T,DD,28,8-9,37.4833296279826,,65,"22°13'7"" ",12.7782,79.8686,GOOD,GOOD,,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8686 12.7782, 79.8687 12.778)"
126,GANTRY PALAYASEEVARAM 110KV S/S,2W,GT,,15,9-GT,21.095023109729,,64,,12.778,79.8687,GOOD,NO EARTH WIRE,,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,=SUM(G7:G131),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
