S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,T.NO- 29 LILO,3W,T,DD,32,,,2.34,43,,13.0988,79.943,GOOD,GOOD,,,INISDE LAKE,NEED THREE WAY JUNCTION BOX FOR 110KV AVD-KKR LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.943 13.0988, 79.9422 13.0976)"
2,T.NO-30,,T,DD,28,29-30,161.7559891,2.84,45,"63°37'50"" ",13.0976,79.9422,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9422 13.0976, 79.9408 13.0977)"
3,T.NO-31,,T,DD,28,30-31,149.7531302,3.39,45,"18°41'43"" ",13.0977,79.9408,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9408 13.0977, 79.9389 13.0986)"
4,T.NO-32,,S,DA,26,31-32,229.5778735,2.17,45,,13.0986,79.9389,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9389 13.0986, 79.9369 13.0995)"
5,T.NO-33,,T,DD,28,32-33,237.118114,3.96,43,"22°46'57"" ",13.0995,79.9369,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9369 13.0995, 79.9352 13.1012)"
6,T.NO-34,,T,DD,28,33-34,267.5892375,2.9,44,"30°9'47"" ",13.1012,79.9352,GOOD,GOOD,,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9352 13.1012, 79.9332 13.1019)"
7,T.NO-35,,S,DA,29,34-35,228.659135,5.17,45,,13.1019,79.9332,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9332 13.1019, 79.931 13.1025)"
8,T.NO-36,,T,DD,31,35-36,245.4220854,9.26,45,"14°31'30"" ",13.1025,79.931,GOOD,GOOD,"LT-1,11KV-1",TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.931 13.1025, 79.9286 13.1026)"
9,T.NO-37,,T,DD,28,36-37,265.3695536,8.25,45,"12°35'1"" ",13.1026,79.9286,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9286 13.1026, 79.9263 13.1032)"
10,T.NO-38,,T,DD,28,37-38,256.456624,8.92,46,"26°52'40"" ",13.1032,79.9263,GOOD,GOOD,,POND-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9263 13.1032, 79.9238 13.1027)"
