S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,T.NO-39,,T,DD,28,38-39,281.4267223,3.92,43,"13°7'3"" ",13.1027,79.9238,GOOD,GOOD,,,PLAIN,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9238 13.1027, 79.9215 13.1028)"
12,T.NO-40,,T,DD,28,39-40,248.1289987,3.29,43,"7°39'16"" ",13.1028,79.9215,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9215 13.1028, 79.9193 13.1026)"
13,T.NO-41,,T,DD,28,40-41,237.2172001,3.12,43,"24°55'44"" ",13.1026,79.9193,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9193 13.1026, 79.9173 13.1014)"
14,T.NO-42,,T,DD,28,41-42,258.278919,3.27,44,"14°51'19"" ",13.1014,79.9173,GOOD,GOOD,LT-1,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9173 13.1014, 79.9151 13.1008)"
15,T.NO-43,,T,DD,28,42-43,241.2053067,3.1,44,"40°4'52"" ",13.1008,79.9151,GOOD,GOOD,11KV-1,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9151 13.1008, 79.9127 13.1018)"
16,T.NO-44,,T,DD,28,43-44,292.7268351,5.39,47,"30°36'43"" ",13.1018,79.9127,GOOD,GOOD,LT-1,MUD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9127 13.1018, 79.9102 13.1016)"
17,T.NO-45/5Lilo,3W,T,DD,32,44-45/5,268.6801072,3.19,45,"89°12'42"" ",13.1016,79.9102,GOOD,GOOD,"LT-3,11KV-1",MUD-2,PLAIN,NEED THREE WAY JUNCTION BOX FOR SPR - TVLR  LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9102 13.1016, 79.91 13.1033)"
18,T.NO-46/4,,S,DA,26,45/5-46/4,193.9329781,,47,,13.1033,79.91,GOOD,GOOD,LT-1,TAR-1,PLAIN,"INSIDE HOUSE,INSIDE CITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.91 13.1033, 79.9097 13.1054)"
19,T.NO-47/3,,S,DA,26,46/4-47/3,236.7530359,,48,,13.1054,79.9097,GOOD,GOOD,LT-1,TAR-1,PLAIN,"INSIDE HOUSE,INSIDE CITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9097 13.1054, 79.9094 13.107293)"
20,T.NO-48/2,,T,DD,28,47/3-48/2,203.482186,,47,"6°5'10"" ",13.107293,79.9094,GOOD,GOOD,"LT-3,11KV-1",TAR-3(SH),PLAIN,INSIDE CITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9094 13.107293, 79.909 13.1092)"
21,T.NO-49/1,,T,DD,28,48/2-49/1,224.6174526,,47,"3°28'14"" ",13.1092,79.909,GOOD,NO EARTH WIRE,,,PLAIN,"INSIDE HOUSE,INSIDE CITY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.909 13.1092, 79.9088 13.1098)"
22,GANTRY THIRUVALLUR 110KV SS,2W,GT,GT,15,49/1-GT,69.57010852,,48,,13.1098,79.9088,,,,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
