S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,GANTRY SRI SRIPERUMBUDUR 400KV SS,GT,,,,,,37,,12.984416666666666,79.97683333333333,GOOD,,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97683333333333 12.984416666666666, 79.97719444444445 12.98461111111111)"
2,T.NO-1,T,DC,26,GT-1,43.3820239269677,0.93,35,"5°37'59"" ",12.98461111111111,79.97719444444445,GOOD,GOOD,,,PLAIN,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97719444444445 12.98461111111111, 79.97791666666667 12.985027777777777)"
3,T.NO-2,T,DC,26,1-2,91.5860251348425,0.3,34,"39°57'27"" ",12.985027777777777,79.97791666666667,GOOD,GOOD,"110KV -1 XING BELOW,11KV-1",MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97791666666667 12.985027777777777, 79.97825 12.986083333333333)"
4,T.NO-3,T,DB,24,2-3,123.328828746567,2.1,35,"34°11'36"" ",12.986083333333333,79.97825,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97825 12.986083333333333, 79.97944444444444 12.98697222222222)"
5,T.NO-4,T,DB,24,3-4,159.80613254816,1.1,35,"26°39'31"" ",12.98697222222222,79.97944444444444,GOOD,GOOD,,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97944444444444 12.98697222222222, 79.97977777777778 12.987027777777778)"
6,T.NO-5 DP,GT,GT,15,4-5,37.6563407675255,,35,,12.987027777777778,79.97977777777778,GOOD,NO EARTH WIRE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97977777777778 12.987027777777778, 79.97994444444444 12.98711111111111)"
7,T.NO-6 DP,GT,GT,15,5-6,21.9317121994613,,32,,12.98711111111111,79.97994444444444,GOOD,NO EARTH WIRE,230KV DC - 1 XING ABOVE ,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.97994444444444 12.98711111111111, 79.98013888888889 12.987305555555555)"
8,T.NO-7 DP,GT,GT,15,6-7,28.3196045170126,,34,,12.987305555555555,79.98013888888889,GOOD,NO EARTH WIRE,230KV DC - 1 XING ABOVE ,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.98013888888889 12.987305555555555, 79.98047222222222 12.987499999999999)"
9,T.NO-8,T,DB,24,7-8,39.9624824053762,2.1,32,"19°32'47"" ",12.987499999999999,79.98047222222222,GOOD,GOOD,11KV-1,TAR ROAD-1,PLAIN,HEAVY BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.98047222222222 12.987499999999999, 79.98286111111112 12.988)"
10,T.NO-9,S,DA,26,8-9,265.962403358069,3.48,34,,12.988,79.98286111111112,GOOD,GOOD,,,PLAIN,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.98286111111112 12.988, 79.98538888888889 12.98847222222222)"
