S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,108,3W,Tension,DD+0,28,-,-,3.99,337,-,12.82519167,78.698025,GOOD,-,-,-,Plain,LILO Tower,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.698025 12.825191666666667, 78.69896666666666 12.824702777777777)"
2,1,,Tension,DD+0,28,4-5,117,4.35,336,"32°19'51.25""RT",12.82470278,78.69896667,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.69896666666666 12.824702777777777, 78.69965 12.823425)"
3,2,,Tension,DD+0,28,5-Chinnavarikkam Gantry,163,7.12,334,"35°56'9.13""LT",12.823425,78.69965,GOOD,GOOD,"Two LT, 11kv",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.69965 12.823425, 78.70227777777778 12.822219444444444)"
4,3,,Suspension,DA+0,26,Chinnavarikkam Gantry-,317,5.1,330,-,12.82221944,78.70227778,GOOD,GOOD,"11kv, LT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70227777777778 12.822219444444444, 78.70476388888889 12.82103888888889)"
5,4,,Tension,DC+0,26,-,304,3.9,326,"21°34'33.52""LT",12.82103889,78.70476389,GOOD,GOOD,800kv HVDC,CTR,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70476388888889 12.82103888888889, 78.70761111111112 12.820875)"
6,5,,Tension,DD+0,28,-,315,4.3,322,"9°34'36.76""LT",12.820875,78.70761111,GOOD,GOOD,"Three 11kv, Two LT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.70761111111112 12.820875, 78.70806388888889 12.820933333333333)"
7,Chinnavarikkam Gantry,2W,,Gantry,15,-,56,-,322,-,12.82093333,78.70806389,GOOD,NO E/W,-,-,Plain,No Peak Available,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
