S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
34,T.NO 51,S,SA,26,52-51,297.3213749463701,5.25,58,,79.69519444444445,12.464388888888887,GOOD,GOOD,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.69519444444445 12.464388888888887, 79.69791666666667 12.463444444444443)"
35,T.NO 50,S,SA,26,51-50,313.8056723515367,7.59,56,,79.69791666666667,12.463444444444443,GOOD,GOOD,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.69791666666667 12.463444444444443, 79.70061111111112 12.462472222222221)"
36,T.NO 49,S,SA,26,50-49,312.61797773000836,6.1,55,,79.70061111111112,12.462472222222221,GOOD,GOOD,LT,MUDROAD,CANAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.70061111111112 12.462472222222221, 79.70333333333333 12.461527777777777)"
37,T.NO 48,S,SA,26,49-48,312.52519898401795,5.25,58,,79.70333333333333,12.461527777777777,GOOD,GOOD,,MUDROAD,"PLAIN,CANAL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.70333333333333 12.461527777777777, 79.70605555555557 12.460583333333332)"
38,T.NO 47,S,SA,26,48-47,314.6823795511913,6.85,59,,79.70605555555557,12.460583333333332,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.70605555555557 12.460583333333332, 79.70880555555556 12.459666666666665)"
39,T.NO 46,S,SA,26,47-46,315.9572755927611,4.95,56,,79.70880555555556,12.459666666666665,GOOD,GOOD,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.70880555555556 12.459666666666665, 79.71141666666666 12.458777777777778)"
40,T.NO 45,S,SA,26,46-45,299.81661061388843,18.05,64,,79.71141666666666,12.458777777777778,GOOD,GOOD,"2NOS LT,HR",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.71141666666666 12.458777777777778, 79.71377777777778 12.457972222222221)"
41,T.NO 44,T,SB,24,45-44,272.3031399011036,3.2,59,"0°42'23""",79.71377777777778,12.457972222222221,GOOD,GOOD,2NOS LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.71377777777778 12.457972222222221, 79.71666666666667 12.456972222222221)"
42,T.NO 43,S,SA,26,44-*43,333.11409456821247,,55,,79.71666666666667,12.456972222222221,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.71666666666667 12.456972222222221, 79.71952777777778 12.455944444444444)"
43,T.NO 42,S,SA,26,43-42,330.6433123473088,,58,,79.71952777777778,12.455944444444444,GOOD,GOOD,,,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.71952777777778 12.455944444444444, 79.72230555555555 12.45497222222222)"
44,T.NO 41,S,SA,26,42-41,319.18803235710453,18.8,60,,79.72230555555555,12.45497222222222,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.72230555555555 12.45497222222222, 79.72516666666667 12.453916666666666)"
45,T.NO 40,S,SA,26,41-40,331.9292093203007,,63,,79.72516666666667,12.453916666666666,GOOD,GOOD,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.72516666666667 12.453916666666666, 79.72755555555555 12.453055555555554)"
46,T.NO 39,S,SA,26,40-39,277.50495491071865,,61,,79.72755555555555,12.453055555555554,GOOD,GOOD,,,"WATER LOGGED, POND",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.72755555555555 12.453055555555554, 79.7303888888889 12.45211111111111)"
47,T.NO 38,S,SA,26,39-38,327.00152904841286,,59,,79.7303888888889,12.45211111111111,GOOD,GOOD,"2NOS LT,HT",,"PLAIN,THORN PUSHES",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.7303888888889 12.45211111111111, 79.73319444444445 12.451055555555556)"
48,T.NO 37,T,SC,26,38-37,323.87188825212974,4.65,62,,79.73319444444445,12.451055555555556,GOOD,GOOD,"LT, 400KV DC LINE CROSSING ",ROAD,AGRI,"ACHARAPAKKAM SS REMAINING TOWERS ARE ALREADY SCHEDULED IN S.P KOIL LINES FROM THIS TOWER,  400KV DC LINE CROSSING ABOVE OUR LINE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.73319444444445 12.451055555555556, 79.73319444444445 12.450999999999999)"
39,T.NO 38,T,,28,37-38,289,4.91,66,,79.73319444444445,12.450999999999999,Yes,,GOOD,GOOD,,MUD ROAD-1,PLAIN,S.P KOIL  LINES JURISDICTION END UPTO T.NO 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.73319444444445 12.450999999999999, 79.73583333333333 12.450583333333332)"
38,T.NO 37,S,DA,26,36-37,297,2.58,66,,79.73583333333333,12.450583333333332,,,GOOD,GOOD,LT-1 230KV ,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.73583333333333 12.450583333333332, 79.7385 12.450055555555554)"
37,T.NO 36,S,DA,26,35-36,303,6.05,63,,79.7385,12.450055555555554,,,GOOD,GOOD,"LT-1, HT-2",ROAD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.7385 12.450055555555554, 79.74125000000001 12.449583333333333)"
36,T.NO 35,S,DA,26,34-35,288,4.37,62,,79.74125000000001,12.449583333333333,,,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.74125000000001 12.449583333333333, 79.74386111111112 12.449111111111112)"
35,T.NO 34,S,DA,26,33-34,305,4.82,62,,79.74386111111112,12.449111111111112,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.74386111111112 12.449111111111112, 79.74661111111111 12.448611111111111)"
34,T.NO 33,S,DA,26,32-33,279,4.72,65,,79.74661111111111,12.448611111111111,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.74661111111111 12.448611111111111, 79.7491388888889 12.44813888888889)"
33,T.NO 32,S,DA,26,31-32,291,5.03,70,,79.7491388888889,12.44813888888889,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.7491388888889 12.44813888888889, 79.75177777777778 12.447694444444444)"
32,T.NO 31,S,DA,26,30-31,280,4.18,67,,79.75177777777778,12.447694444444444,,,GOOD,GOOD,,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.75177777777778 12.447694444444444, 79.75430555555556 12.44725)"
31,T.NO 30,S,DA,26,29-30,271,3.54,65,,79.75430555555556,12.44725,,,GOOD,GOOD,LT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.75430555555556 12.44725, 79.75675 12.446777777777777)"
30,T.NO 29,T,DC,26,28-29,303,2.12,64,"19°26'12""",79.75675,12.446777777777777,,,GOOD,GOOD,"LT-1, HT-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.75675 12.446777777777777, 79.75919444444445 12.445416666666667)"
29,T.NO 28,S,DA,26,27-28,304,3.15,60,,79.75919444444445,12.445416666666667,,,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.75919444444445 12.445416666666667, 79.76161111111111 12.444083333333333)"
28,T.NO 27,S,DA,26,26-27,310,6.43,59,,79.76161111111111,12.444083333333333,,,GOOD,GOOD,LT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.76161111111111 12.444083333333333, 79.76408333333333 12.442638888888888)"
27,T.NO 26,S,DA,26,25-26,299,6.01,58,,79.76408333333333,12.442638888888888,,,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.76408333333333 12.442638888888888, 79.76647222222222 12.441333333333333)"
26,T.NO 25,T,DB,24,24-25,271,5.75,54,"14°58'44""",79.76647222222222,12.441333333333333,Yes,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.76647222222222 12.441333333333333, 79.76825 12.43961111111111)"
25,T.NO 24,S,DA,26,23-24,242,4.87,52,,79.76825,12.43961111111111,,,GOOD,GOOD,,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.76825 12.43961111111111, 79.76980555555555 12.438055555555556)"
24,T.NO 23,S,DA,26,22-23,313,4.9,51,,79.76980555555555,12.438055555555556,,,GOOD,GOOD,,CANAL-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.76980555555555 12.438055555555556, 79.77186111111111 12.436055555555555)"
23,T.NO 22,S,DA,26,21-22,266,5.25,60,,79.77186111111111,12.436055555555555,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.77186111111111 12.436055555555555, 79.77361111111111 12.43438888888889)"
22,T.NO 21,S,DA,26,20-21,288,5.3,59,,79.77361111111111,12.43438888888889,,,GOOD,GOOD,HT-1,MUD ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.77361111111111 12.43438888888889, 79.7755 12.432555555555554)"
21,T.NO 20,S,DA,26,19-20,248,4.45,58,,79.7755,12.432555555555554,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.7755 12.432555555555554, 79.77708333333334 12.430944444444444)"
20,T.NO 19,S,DA,26,18-19,232,6.28,56,,79.77708333333334,12.430944444444444,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.77708333333334 12.430944444444444, 79.7786111111111 12.429499999999999)"
19,T.NO 18,T,DD,28,17-18,316,3.15,55,"41°53'40""",79.7786111111111,12.429499999999999,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.7786111111111 12.429499999999999, 79.78152777777778 12.42936111111111)"
18,T.NO 17,S,DA,26,16-17,306,6.72,52,,79.78152777777778,12.42936111111111,,,GOOD,GOOD,HT-1,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.78152777777778 12.42936111111111, 79.78433333333334 12.429222222222222)"
17,T.NO 16,S,DA,26,15-16,325,4.1,51,,79.78433333333334,12.429222222222222,,,GOOD,GOOD,LT-1,,CULTIVATION LAND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.78433333333334 12.429222222222222, 79.78733333333334 12.429083333333333)"
16,T.NO 15,S,DA,26,14-15,328,6.85,53,,79.78733333333334,12.429083333333333,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.78733333333334 12.429083333333333, 79.79033333333334 12.428972222222221)"
15,T.NO 14,S,DA,26,13-14,280,4.75,53,,79.79033333333334,12.428972222222221,,,GOOD,GOOD,HT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.79033333333334 12.428972222222221, 79.79291666666667 12.428833333333333)"
14,T.NO 13,S,DA,26,2013-12-01 00:00:00,316,5.05,53,,79.79291666666667,12.428833333333333,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.79291666666667 12.428833333333333, 79.79580555555556 12.428666666666667)"
13,T.NO 12,S,DA,26,2025-12-11 00:00:00,310,6.35,54,,79.79580555555556,12.428666666666667,,,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.79580555555556 12.428666666666667, 79.79866666666666 12.4285)"
12,T.NO 11,T,DC,26,2025-11-10 00:00:00,311,5.62,56,"26°42'24""",79.79866666666666,12.4285,Yes,,GOOD,GOOD,,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.79866666666666 12.4285, 79.80113888888889 12.42711111111111)"
11,T.NO 10,S,DA,26,2025-10-09 00:00:00,255,6.12,56,,79.80113888888889,12.42711111111111,,,GOOD,GOOD,,POND,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80113888888889 12.42711111111111, 79.80319444444444 12.426)"
10,T.NO 9,S,DA,26,2025-09-08 00:00:00,277,6.58,57,,79.80319444444444,12.426,,,GOOD,GOOD,LT-1,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80319444444444 12.426, 79.80538888888888 12.42475)"
9,T.NO 8,S,DA,26,2025-08-07 00:00:00,277,6.01,59,,79.80538888888888,12.42475,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80538888888888 12.42475, 79.80761111111111 12.423527777777776)"
8,T.NO 7,S,DA,26,2025-07-06 00:00:00,237,5.84,62,,79.80761111111111,12.423527777777776,,,GOOD,GOOD,"LT-1, HT-1",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80761111111111 12.423527777777776, 79.8095 12.422444444444444)"
7,T.NO 6,T,DD,28,2025-06-05 00:00:00,264,5.7,60,"38°9'48""",79.8095,12.422444444444444,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.8095 12.422444444444444, 79.81041666666667 12.42025)"
6,T.NO 5,T,DD,28,2025-05-04 00:00:00,232,6.1,60,"30°55'54""",79.81041666666667,12.42025,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81041666666667 12.42025, 79.81011111111111 12.418166666666666)"
5,T.NO 4,S,DA,26,2025-04-03 00:00:00,245,5.78,61,,79.81011111111111,12.418166666666666,,,GOOD,GOOD,LT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81011111111111 12.418166666666666, 79.80977777777777 12.415972222222223)"
4,T.NO 3,T,DB,24,2025-03-02 00:00:00,272,4.32,59,"12°31'6""",79.80977777777777,12.415972222222223,,,GOOD,GOOD,LT-1,ROAD-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80977777777777 12.415972222222223, 79.80994444444444 12.413527777777778)"
3,T.NO 2,T,DD,28,2025-02-01 00:00:00,182,3.95,62,"59°0'11""",79.80994444444444,12.413527777777778,,,GOOD,GOOD,HT-1,ROAD-2,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80994444444444 12.413527777777778, 79.81141666666666 12.412777777777778)"
2,T.NO 1,T,DD,28,GT-1,61,4.15,60,"43°34'1""",79.81141666666666,12.412777777777778,,,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81141666666666 12.412777777777778, 79.8116111111111 12.41225)"
1,GT ACHARAPAKKAM 110KV SS,T,GANTRY,15,,,,61,,79.8116111111111,12.41225,Yes,,GOOD,MISSING,,,PLAIN,110KV ACHARAPAKKAM SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
