S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,GANTRY KADAPERI 230KV SS,GT,,15,,,,48,,12.7448,79.9962,GOOD,,,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9962 12.7448, 79.996 12.7445)"
2,T.NO-1,T,DD,30,GT-1,38.2753184180093,,48,"87°13'16"" ",12.7445,79.996,GOOD,GOOD,,,INSIDE SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.996 12.7445, 79.9946 12.7449)"
3,T.NO-2,T,DD,34,1-2,160.056240115779,,48,"47°57'35"" ",12.7449,79.9946,GOOD,GOOD,"11KV-1,LT-1",NH 32-1,INSIDE FOREST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9946 12.7449, 79.9932 12.7472)"
4,T.NO-3,T,DD,34,2-3,297.37854663711,,47,"3°40'6"" ",12.7472,79.9932,GOOD,GOOD,230KV M/C -1 XING ABOVE,,INSIDE LAKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9932 12.7472, 79.9917 12.7493)"
5,T.NO-4,T,DD,34,3-4,286.818758103441,5.25,48,"19°20'26"" ",12.7493,79.9917,RUSTED,GOOD,,ELECTRIC RAILWAY- 3WAY,PLAIN,BUSHES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9917 12.7493, 79.9909 12.7499)"
6,T.NO-5,T,DD,34,4-5,108.811764069884,7.19,50,"1°32'24"" ",12.7499,79.9909,RUSTED,GOOD,LT-1,TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9909 12.7499, 79.9888 12.7513)"
7,T.NO-6,S,DA,26,5-6,279.041215593683,7.8,46,,12.7513,79.9888,RUSTED,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9888 12.7513, 79.9866 12.7528)"
8,T.NO-7,T,,34,6-7,290.853915222058,7.34,51,"5°20'8"" ",12.7528,79.9866,RUSTED,GOOD,"11KV-1,LT-1",TAR-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9866 12.7528, 79.9843 12.7548)"
9,T.NO-8,T,DD,34,7-8,322.479456710036,13.12,46,"31°59'38"" ",12.7548,79.9843,RUSTED,GOOD,,LAKE-1,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9843 12.7548, 79.9809 12.7553)"
10,T.NO-9,T,DD,28,8-9,372.699610946939,,50,"10°3'6"" ",12.7553,79.9809,"RUSTED,BROKEN",GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.9809 12.7553, 79.9787 12.7552)"
