S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Longitude,Latitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,GANTRY KORATTUR SS,GT,GANTRY,15,,,,18,,80.1815,13.099944444444445,GOOD,MISSING,,,PLAIN,GANTRY KORATTUR 230KV SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.1815 13.099944444444445, 80.18111111111112 13.099777777777778)"
2,T.NO 1,T,DD,26,GT-1,46.09772228646444,8.1,21,"101°30'44""",80.18111111111112,13.099777777777778,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18111111111112 13.099777777777778, 80.18088888888889 13.100694444444445)"
3,T.NO 2,T,DD,26,1-2,103.58571330062848,14.21,19,"78°51'59""",80.18088888888889,13.100694444444445,GOOD,GOOD,,MUDROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18088888888889 13.100694444444445, 80.18138888888889 13.100916666666667)"
4,T.NO 3,T,DD,26,2-3,59.09314681077663,6.95,11,"47°55'22""",80.18138888888889,13.100916666666667,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18138888888889 13.100916666666667, 80.18166666666667 13.101472222222222)"
5,T.NO 4,S,DA,26,3-4,69.35416353759881,4.85,24,,80.18166666666667,13.101472222222222,GOOD,GOOD,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18166666666667 13.101472222222222, 80.18219444444445 13.103361111111111)"
6,T.NO 5,T,DD,26,4-5,214.28252378577213,8.95,20,"42°32'42""",80.18219444444445,13.103361111111111,GOOD,GOOD,HT,2-ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18219444444445 13.103361111111111, 80.18122222222223 13.1055)"
7,T.NO 6,S,DA,26,5-6,260.13265846486865,2.28,25,,80.18122222222223,13.1055,GOOD,GOOD,LT,3-ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18122222222223 13.1055, 80.18013888888889 13.107666666666667)"
8,T.NO 7,S,DA,26,6-7,268.337474088134,3.03,16,,80.18013888888889,13.107666666666667,GOOD,GOOD,2-LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.18013888888889 13.107666666666667, 80.17925000000001 13.109722222222222)"
9,T.NO 8,S,DA,26,7-8,247.38633753705963,4.9,18,,80.17925000000001,13.109722222222222,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17925000000001 13.109722222222222, 80.17822222222223 13.111833333333333)"
10,T.NO 9,T,DB,24,8-9,256.8131616564852,11.48,15,"1°45'11""",80.17822222222223,13.111833333333333,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17822222222223 13.111833333333333, 80.17741666666667 13.11375)"
11,T.NO 10,T,DB,24,9-10,230.8462691922917,6.95,17,"10°56'39""",80.17741666666667,13.11375,GOOD,GOOD,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17741666666667 13.11375, 80.17716666666666 13.114944444444443)"
12,T.NO 11,T,DB,24,10-11,132.7742444904131,6.93,16,"10°19'44""",80.17716666666666,13.114944444444443,GOOD,GOOD,,"ROAD,RAILWAY",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17716666666666 13.114944444444443, 80.17630555555556 13.116972222222223)"
13,T.NO 12,T,DB,24,11-12,244.9346851713738,6.15,15,"0°47'50""",80.17630555555556,13.116972222222223,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17630555555556 13.116972222222223, 80.17552777777779 13.119083333333334)"
14,T.NO 13,S,DA,26,12-13,246.06503205453635,8.28,20,,80.17552777777779,13.119083333333334,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17552777777779 13.119083333333334, 80.17488888888889 13.120472222222222)"
15,T.NO 14,T,DD,26,13-14,170.57842770995398,7.05,16,"62°1'31""",80.17488888888889,13.120472222222222,GOOD,GOOD,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17488888888889 13.120472222222222, 80.17427777777779 13.120555555555557)"
16,T.NO 15,T,DC,26,14-15,68.46897107449476,3.95,19,"23°28'11""",80.17427777777779,13.120555555555557,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17427777777779 13.120555555555557, 80.17125 13.122250000000001)"
17,T.NO 16,T,DD,26,15-16,375.96010426639685,8.15,16,"75°55'43""",80.17125,13.122250000000001,GOOD,GOOD,,LAKE,WATERLOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17125 13.122250000000001, 80.17186111111111 13.124361111111112)"
18,T.NO 17,T,DD,26,16-17,241.48084810187328,11.34,16,"30°13'26""",80.17186111111111,13.124361111111112,GOOD,GOOD,,POND,WATERLOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17186111111111 13.124361111111112, 80.17288888888889 13.125305555555556)"
19,T.NO 18,T,DD,26,17-18,152.0690632574555,14.72,17,"65°52'37""",80.17288888888889,13.125305555555556,GOOD,MISSING,,POND,WATERLOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17288888888889 13.125305555555556, 80.17222222222223 13.12711111111111)"
20,T.NO 19,T,DD,26,18-19,212.22865028077618,9.6,22,"52°27'47""",80.17222222222223,13.12711111111111,GOOD,GOOD,LT-1,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17222222222223 13.12711111111111, 80.17330555555556 13.128916666666667)"
21,T.NO 20,S,DA,26,19-20,232.72515979154468,8.52,23,,80.17330555555556,13.128916666666667,GOOD,GOOD,LT,ROAD-3,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.17330555555556 13.128916666666667, 80.17436111111111 13.130416666666667)"
