S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
93,LILO : 98,T,3W,DC,26,107-98,242.5466139,3.84,47.420528,"74°9'50"" L",10.61369444,79.247,GOOD,Available,"LT,HT",ROAD,AGRI,Common tower for Tanjavoor - Orathanad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.247 10.613694444444445, 79.24747222222223 10.614277777777778)"
94,99,T,,DC,26,98-99,82.61315756,4.02,48.912518,"32°22'54"" L",10.61427778,79.24747222,GOOD,Available,66 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24747222222223 10.614277777777778, 79.24766666666667 10.61661111111111)"
95,100,T,,DC,26,99-100,259.0850675,5.6,48.141602,"11°44'24"" R",10.61661111,79.24766667,GOOD,Available,"HT,LT -2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24766666666667 10.61661111111111, 79.24747222222223 10.618916666666667)"
96,101,S,,DA,26,100-101,253.6925926,3.72,48.08165,,10.61891667,79.24747222,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24747222222223 10.618916666666667, 79.24730555555556 10.621)"
97,102,T,,DC,26,101-102,264,4.53,50.223175,"45°4'7"" L",10.621,79.24730556,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24730555555556 10.621, 79.24697222222223 10.621277777777777)"
98,103,T,,DC,26,102-103,49.36427652,3.14,49.841908,"19°43'18"" R",10.62127778,79.24697222,GOOD,Available,"HT,LT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24697222222223 10.621277777777777, 79.24633333333334 10.622361111111111)"
99,104,T,,DC,26,103-104,137.2390911,4.09,49.440247,"20°27'54"" R",10.62236111,79.24633333,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24633333333334 10.622361111111111, 79.24625 10.622861111111112)"
100,105,T,,DC,26,104-105,56.0136242,3.47,49.963699,"1°24'3"" R",10.62286111,79.24625,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.24625 10.622861111111112, 79.2461388888889 10.623861111111111)"
101,106,T,,DC,26,105-106,110.0698426,5.11,49.177147,"82°3'14"" L",10.62386111,79.24613889,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.2461388888889 10.623861111111111, 79.24661111111111 10.623861111111111)"
102,Gantry (Orathanad SS),Gantry,2W,H-POLE,12,106-Gantry,54.05284112,,49.706192,,10.62386111,79.24661111,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
