S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
31,30,S,,SA,22,29-30,274.3015122,1.67,152.164993,,11.23155556,78.83091667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.83091666666667 11.231555555555556, 78.82972222222222 11.229472222222222)"
32,31,S,,SA,22,30-31,265.8161462,2.67,156.032669,,11.22947222,78.82972222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82972222222222 11.229472222222222, 78.82844444444444 11.227305555555557)"
33,32,T,,SB,21,31-32,276.0439019,1.99,160.575958,"17°32'27""R",11.22730556,78.82844444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82844444444444 11.227305555555557, 78.82680555555555 11.225833333333334)"
34,33,S,,SA,22,32-33,244.2589869,3.64,161.425293,,11.22583333,78.82680556,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82680555555555 11.225833333333334, 78.82511111111111 11.224388888888889)"
35,34,S,,SA,22,33-34,243.7894616,4.06,161.500595,,11.22438889,78.82511111,GOOD,Available,"400 KV,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82511111111111 11.224388888888889, 78.82369444444444 11.223194444444445)"
36,35,T,,SB,21,34-35,205.1980723,5.56,158.950348,"16°17'21""R",11.22319444,78.82369444,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82369444444444 11.223194444444445, 78.82166666666666 11.222277777777778)"
37,36,S,,SA,22,35-36,243.0226942,2.37,157.891541,,11.22227778,78.82166667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.82166666666666 11.222277777777778, 78.81919444444443 11.221222222222222)"
38,37,T,,SB,21,36-37,293.3509357,1.03,160.133163,"23°39'21""R",11.22122222,78.81919444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81919444444443 11.221222222222222, 78.81722222222221 11.221194444444444)"
39,38,T,,SB,21,37-38,214.6505821,1.77,161.928131,"20°32'45""L",11.22119444,78.81722222,GOOD,Available,LT-2No,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81722222222221 11.221194444444444, 78.81472222222222 11.220277777777778)"
40,39,S,,SA,22,38-39,291.8140344,1.09,165.082184,,11.22027778,78.81472222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81472222222222 11.220277777777778, 78.81241666666666 11.219416666666667)"
41,40,T,2W,SC,22,39-40,270.3262186,3.36,167.956573,"33°7'34""L",11.21941667,78.81241667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81241666666666 11.219416666666667, 78.81083333333333 11.217277777777777)"
42,41,S,,SA,22,40-41,293.8612119,2.67,166.627594,,11.21727778,78.81083333,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.81083333333333 11.217277777777777, 78.80927777777778 11.215222222222222)"
43,42,S,,SA,22,41-42,283.8836727,3.47,170.521194,,11.21522222,78.80927778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80927777777778 11.215222222222222, 78.80772222222222 11.213027777777777)"
44,43,S,,SA,22,42-43,295.9529107,1.46,172.314011,,11.21302778,78.80772222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80772222222222 11.213027777777777, 78.80627777777778 11.211055555555555)"
45,44,T,,SB,21,43-44,269.8188155,2.09,174.345428,"5°12'15""R",11.21105556,78.80627778,GOOD,Available,LT-2No,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80627777777778 11.211055555555555, 78.80477777777777 11.20936111111111)"
46,45,S,,SA,22,44-45,247.3492579,1.09,175.7388,,11.20936111,78.80477778,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80477777777777 11.20936111111111, 78.80313888888888 11.207555555555555)"
47,46,S,,SA,22,45-46,267.9562217,4.01,176.422699,,11.20755556,78.80313889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80313888888888 11.207555555555555, 78.80152777777778 11.20575)"
48,47,S,,SA,22,46-47,268.5511096,3.95,176.694199,,11.20575,78.80152778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.80152777777778 11.20575, 78.79988888888889 11.203944444444444)"
49,48,T,,SB,21,47-48,265.9444004,4.45,180.475754,"9°31'12""R",11.20394444,78.79988889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79988888888889 11.203944444444444, 78.79791666666667 11.202416666666666)"
50,49,S,,SA,22,48-49,274.7682637,2.09,180.400726,,11.20241667,78.79791667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79791666666667 11.202416666666666, 78.79602777777778 11.200916666666666)"
51,50,S,,SA,22,49-50,265.9325066,1.55,181.781891,,11.20091667,78.79602778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79602777777778 11.200916666666666, 78.79397222222222 11.199361111111111)"
52,51,S,,SA,22,50-51,282.8759489,1.32,178.736221,,11.19936111,78.79397222,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79397222222222 11.199361111111111, 78.79183333333333 11.197694444444444)"
53,52,S,,SA,22,51-52,295.3794453,2.1,174.42038,,11.19769444,78.79183333,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.79183333333333 11.197694444444444, 78.78977777777777 11.196111111111112)"
54,53,S,,SA,22,52-53,286.7903484,3.33,172.749054,,11.19611111,78.78977778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78977777777777 11.196111111111112, 78.78816666666667 11.194805555555556)"
55,54,T,2W,SB,21,53-54,228.285918,2.78,168.042236,"17°13'18""L",11.19480556,78.78816667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78816666666667 11.194805555555556, 78.78669444444444 11.192638888888888)"
56,55,S,,SA,22,54-55,288.5019955,4.08,167.080063,,11.19263889,78.78669444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78669444444444 11.192638888888888, 78.78513888888888 11.190333333333333)"
57,56,T,,SC,22,55-56,305.661462,2.14,165.968262,"32°25'25""R",11.19033333,78.78513889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78513888888888 11.190333333333333, 78.78291666666667 11.189388888888889)"
58,57,S,,SA,22,56-57,263.9581596,1.12,167.947281,,11.18938889,78.78291667,GOOD,Available,LT,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78291666666667 11.189388888888889, 78.78083333333333 11.188472222222222)"
59,58,S,,SA,22,57-58,248.1844127,1.52,166.853943,,11.18847222,78.78083333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.78083333333333 11.188472222222222, 78.77838888888888 11.187416666666667)"
60,59,T,,SB,21,58-59,294.1808262,2.47,167.660263,"4°13'31""L",11.18741667,78.77838889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77838888888888 11.187416666666667, 78.77638888888889 11.186361111111111)"
61,60,S,,SA,22,59-60,246.0076864,1.22,166.563721,,11.18636111,78.77638889,GOOD,NO E/W,,,Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77638888888889 11.186361111111111, 78.77433333333333 11.185305555555555)"
62,61,S,,SA,22,60-61,253.6238125,2.87,166.649628,,11.18530556,78.77433333,GOOD,NO E/W,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77433333333333 11.185305555555555, 78.77219444444444 11.184166666666666)"
63,62,S,,SA,22,61-62,265.5765419,1.9,168.517792,,11.18416667,78.77219444,GOOD,NO E/W,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.77219444444444 11.184166666666666, 78.76994444444445 11.183027777777777)"
64,63,S,,SA,22,62-63,276.2224011,2.35,166.375778,,11.18302778,78.76994444,GOOD,NO E/W,LT-2No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76994444444445 11.183027777777777, 78.76769444444444 11.181944444444444)"
65,64,S,,SA,22,63-64,273.3306445,1.88,164.440292,,11.18194444,78.76769444,GOOD,NO E/W,LT-3No,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76769444444444 11.181944444444444, 78.7658888888889 11.181055555555554)"
66,65,T,,SB,21,64-65,219.6984172,2.49,161.971329,"16°58'41""L",11.18105556,78.76588889,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.7658888888889 11.181055555555554, 78.76405555555556 11.179333333333332)"
67,66,S,,SA,22,65-66,277.0538362,2.7,162.028931,,11.17933333,78.76405556,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76405555555556 11.179333333333332, 78.76211111111111 11.177527777777778)"
68,67,S,,SA,22,66-67,291.5358728,4.25,162.814957,,11.17752778,78.76211111,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76211111111111 11.177527777777778, 78.76019444444445 11.175777777777776)"
69,LILO : 68,T,3W,DC,26,67-68,285.7323628,2.58,160.96846,"89°17'17""R",11.17577778,78.76019444,GOOD,Available,LT-2No,,AGRI,LILO to Thuraiyur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.76019444444445 11.175777777777776, 78.75947222222223 11.176527777777777)"
70, 68/1,T,,DC,26,68- 68/1,117.1567247,1.7,163.293411,"37°4'49""L",11.17652778,78.75947222,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75947222222223 11.176527777777777, 78.75711111111112 11.176916666666665)"
71, 68/2,T,,DB,25, 68/1- 68/2,261.4945938,3.06,165.424332,"23°51'33""R",11.17691667,78.75711111,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75711111111112 11.176916666666665, 78.75536111111111 11.178055555555554)"
72, 68/3,S,,DA,26, 68/2- 68/3,226.3550574,5.97,165.512192,,11.17805556,78.75536111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75536111111111 11.178055555555554, 78.75380555555556 11.17911111111111)"
73, 68/4,S,,DA,26, 68/3- 68/4,208.1837741,6.01,170.042892,,11.17911111,78.75380556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75380555555556 11.17911111111111, 78.75216666666667 11.18025)"
74, 68/5,T,,DB,25, 68/4- 68/5,218.1275181,4.17,174.525726,"14°36'52""L",11.18025,78.75216667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75216666666667 11.18025, 78.75066666666666 11.180777777777777)"
75, 68/6,T,,DB,25, 68/5- 68/6,172.7584328,3.01,174.741486,"14°1'23""L",11.18077778,78.75066667,GOOD,Available,33 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.75066666666666 11.180777777777777, 78.75030555555556 11.180833333333332)"
76,Gantry (Mangoon SS),Gantry,2W,H-POLE,12, 68/6-Gantry,41.23624851,,176.207916,,11.18083333,78.75030556,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
