S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Madhukur SS),Gantry,2W,H-POLE,12,,,,24.558664,,10.45958333,79.41072222,GOOD,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41072222222223 10.459583333333333, 79.41055555555556 10.460111111111111)"
2,42,T,,SC,22,Gantry-42,63.43709587,3.42,22.638515,"62°44'58"" R",10.46011111,79.41055556,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41055555555556 10.460111111111111, 79.41119444444445 10.460749999999999)"
3,41,T,,SC,22,42-41,97.3398749,5.17,23.958952,"1°46'18"" R",10.46075,79.41119444,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41119444444445 10.460749999999999, 79.4131388888889 10.462777777777777)"
4,40,S,,SA,22,41-40,311.1891677,3.86,23.610975,,10.46277778,79.41313889,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4131388888889 10.462777777777777, 79.41502777777778 10.464749999999999)"
5,39,S,,SA,22,40-39,300.1794025,4.75,22.517139,,10.46475,79.41502778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41502777777778 10.464749999999999, 79.41697222222223 10.466833333333334)"
6,38,S,,SA,22,39-38,313.3089209,3.9,22.861305,,10.46683333,79.41697222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41697222222223 10.466833333333334, 79.41897222222222 10.468944444444444)"
7,37,T,,SC,22,38-37,318.3883828,5.14,23.369282,"45°25'52"" R",10.46894444,79.41897222,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41897222222222 10.468944444444444, 79.41888888888889 10.47161111111111)"
8,36,S,,SA,22,37-36,295.3021456,4.06,24.157541,,10.47161111,79.41888889,GOOD,Available,LT,"ROAD,CANAL",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41888888888889 10.47161111111111, 79.41883333333334 10.473916666666668)"
9,35,T,,SC,22,36-35,255.7989737,5.22,24.749969,"15°57'22"" L",10.47391667,79.41883333,GOOD,Available,LR,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41883333333334 10.473916666666668, 79.41941666666668 10.476444444444445)"
10,34,S,,SA,22,35-34,285.549637,6.03,23.639143,,10.47644444,79.41941667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41941666666668 10.476444444444445, 79.41997222222223 10.479111111111111)"
11,33,S,,SA,22,34-33,301.2407127,3.15,24.329079,,10.47911111,79.41997222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41997222222223 10.479111111111111, 79.42052777777778 10.48175)"
12,32,S,,SA,22,33-32,298.9742864,4.07,25.530525,,10.48175,79.42052778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42052777777778 10.48175, 79.42111111111112 10.484222222222222)"
13,31,S,,SA,22,32-31,281.756085,3.19,25.661236,,10.48422222,79.42111111,GOOD,Available,,"ROAD,CANAL",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42111111111112 10.484222222222222, 79.42158333333334 10.486527777777777)"
14,30,T,2W,SC,22,31-30,259.918947,2.19,25.541273,"0°59'42"" R",10.48652778,79.42158333,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42158333333334 10.486527777777777, 79.4221388888889 10.488944444444444)"
15,29,S,,SA,22,30-29,274.8228136,3.84,25.717239,,10.48894444,79.42213889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4221388888889 10.488944444444444, 79.42266666666667 10.491277777777777)"
16,28,S,,SA,22,29-28,262.8245839,2.06,26.34601,,10.49127778,79.42266667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42266666666667 10.491277777777777, 79.42316666666667 10.493638888888889)"
17,27,S,,SA,22,28-27,265.5397531,1.53,11.681011,,10.49363889,79.42316667,GOOD,Available,HT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42316666666667 10.493638888888889, 79.42369444444445 10.495999999999999)"
18,26,S,,SA,22,27-26,268.2165984,6.2,12.651806,,10.496,79.42369444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42369444444445 10.495999999999999, 79.42413888888889 10.498194444444444)"
19,25,T,,SC,22,26-25,249.6652207,4.28,14.54591,"30°43'34"" R",10.49819444,79.42413889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42413888888889 10.498194444444444, 79.42586111111112 10.500027777777778)"
20,24,S,,SA,22,25-24,274.9572516,4.11,14.707839,,10.50002778,79.42586111,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42586111111112 10.500027777777778, 79.42741666666667 10.501694444444444)"
21,23,S,,SA,22,24-23,251.3069061,6.08,14.946892,,10.50169444,79.42741667,GOOD,Available,,RIVER,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42741666666667 10.501694444444444, 79.42894444444445 10.503388888888889)"
22,22,T,2W,SC,22,23-22,251.224317,4.85,17.112774,"4°18'20"" R",10.50338889,79.42894444,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.42894444444445 10.503388888888889, 79.43033333333334 10.504694444444445)"
23,21,S,,SA,22,22-21,209.620721,9.17,16.954777,,10.50469444,79.43033333,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43033333333334 10.504694444444445, 79.43197222222223 10.506277777777777)"
24,20,S,,SA,22,21-20,250.4624463,6.23,17.725199,,10.50627778,79.43197222,GOOD,NO E/W,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43197222222223 10.506277777777777, 79.4336388888889 10.507916666666667)"
25,19,S,,SA,22,20-19,257.2206332,2.08,20.056885,,10.50791667,79.43363889,GOOD,NO E/W,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4336388888889 10.507916666666667, 79.43541666666667 10.509666666666666)"
26,18,S,,SA,22,19-18,274.1699652,5.39,20.658352,,10.50966667,79.43541667,GOOD,NO E/W,LT -3NO,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43541666666667 10.509666666666666, 79.43716666666667 10.51136111111111)"
27,17,S,,SA,22,18-17,267.093242,1.48,15.702366,,10.51136111,79.43716667,GOOD,NO E/W,"LT -2NO,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43716666666667 10.51136111111111, 79.43897222222222 10.513083333333332)"
28,16,T,,SC,22,17-16,274.6021279,3.22,18.578787,"18°29'4"" L",10.51308333,79.43897222,GOOD,NO E/W,LT -4NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43897222222222 10.513083333333332, 79.43986111111111 10.51475)"
29,15,S,,SA,22,16-15,208.1750364,1.16,19.744659,,10.51475,79.43986111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43986111111111 10.51475, 79.44125000000001 10.517277777777778)"
30,14,S,,SA,22,15-14,319.5719921,5.27,20.240713,,10.51727778,79.44125,GOOD,Available,LT -5NO,"ROAD,CANAL",Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44125000000001 10.517277777777778, 79.4426388888889 10.519805555555557)"
31,13,S,,SA,22,14-13,317.7831107,2.14,18.025202,,10.51980556,79.44263889,GOOD,Available,LT -2NO,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4426388888889 10.519805555555557, 79.44361111111111 10.521583333333334)"
32,12,S,,SA,22,13-Dec,224.6328231,5.39,17.861534,,10.52158333,79.44361111,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44361111111111 10.521583333333334, 79.44486111111111 10.524000000000001)"
33,11,T,,SC,22,12-Nov,299.0876016,3.06,19.575668,"16°24'57"" L",10.524,79.44486111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44486111111111 10.524000000000001, 79.44536111111111 10.5265)"
34,LILO : 10 ,T,3W,DC,26,11-10 LILO,281.905501,7.11,19.127729,,10.5265,79.44536111,GOOD,Available,LT -2NO,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
