S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1, LILO : 82/1,T,3W,DC,26,,,1.45,12.721046,,10.64536111,79.60308333,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60308333333333 10.64536111111111, 79.60275 10.644083333333333)"
2,83,T,,DC,26,82/1-83,149,3.25,16,"16°22'27"" L",10.64408333,79.60275,GOOD,NO E/W,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60275 10.644083333333333, 79.60277777777777 10.641638888888888)"
3,84,S,,SC,22,83-84,274,2.92,14,,10.64163889,79.60277778,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60277777777777 10.641638888888888, 79.60280555555555 10.639166666666666)"
4,85,S,,SC,22,84-85,276,2.46,11,,10.63916667,79.60280556,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60280555555555 10.639166666666666, 79.60286111111111 10.63636111111111)"
5,86,S,,SC,22,85-86,312,3.73,11,,10.63636111,79.60286111,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60286111111111 10.63636111111111, 79.60286111111111 10.6345)"
6,87,S,,SC,22,86-87,210,2.14,10,,10.6345,79.60286111,GOOD,Available,,RIVER & ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60286111111111 10.6345, 79.60286111111111 10.631916666666667)"
7,88,S,,SC,22,87-88,285,3.63,9,,10.63191667,79.60286111,GOOD,Available,HT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60286111111111 10.631916666666667, 79.60288888888888 10.630194444444445)"
8,89,S,,SC,22,88-89,194,2.14,11,,10.63019444,79.60288889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60288888888888 10.630194444444445, 79.60291666666666 10.628472222222223)"
9,90,S,,SC,22,89-90,195,2.67,10,,10.62847222,79.60291667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60291666666666 10.628472222222223, 79.60294444444443 10.626750000000001)"
10,91,S,,SC,22,90-91,191,3.16,15,,10.62675,79.60294444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60294444444443 10.626750000000001, 79.60294444444443 10.625055555555557)"
