S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
85,88,S,DA,26,87-88,202,0.36,10.38631,,11.032583333333335,79.80894444444444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80894444444444 11.032583333333335, 79.80980555555556 11.031361111111112)"
86,89,T,DC,26,88-89,195,0.78,10.300732,"11°13'51"" R",11.031361111111112,79.80980555555556,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.80980555555556 11.031361111111112, 79.81063888888889 11.029472222222223)"
87,90,S,DA,26,89-90,200,0.46,8.509079,,11.029472222222223,79.81063888888889,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81063888888889 11.029472222222223, 79.81147222222222 11.028)"
88,91,T,DC,26,90-91,186.81308036323267,1.07,8.978595,"41°29'45"" L",11.028,79.81147222222222,GOOD,Available,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81147222222222 11.028, 79.81308333333332 11.027444444444445)"
89,92,S,DA,26,91-92,185.68549045381138,1.36,9.569767,,11.027444444444445,79.81308333333332,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81308333333332 11.027444444444445, 79.81502777777777 11.026750000000002)"
90,93,S,DA,26,92-93,224.11911643803126,1.81,8.88485099999999,,11.026750000000002,79.81502777777777,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81502777777777 11.026750000000002, 79.81672222222223 11.026111111111112)"
91,94,S,DA,26,93-94,199.55929433521732,0.91,10.2757159999999,,11.026111111111112,79.81672222222223,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81672222222223 11.026111111111112, 79.81855555555555 11.025472222222223)"
92,95,T,DC+3,29,94-95,213.1204392777393,0.87,10.6808029999999,"52°47'16"" L",11.025472222222223,79.81855555555555,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81855555555555 11.025472222222223, 79.82036111111111 11.026611111111112)"
93,96,T,DC+3,29,95-96,233.810797816909,0.98,10.9817389999999,"74°32'36"" R",11.026611111111112,79.82036111111111,GOOD,Available,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.82036111111111 11.026611111111112, 79.81983333333334 11.02838888888889)"
94,97,S,DA,26,96-97,204.24178679519605,0.43,13.20928,,11.02838888888889,79.81983333333334,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81983333333334 11.02838888888889, 79.81933333333333 11.030083333333334)"
95,98,T,DC+3,29,97-98,196.35588359222783,0.79,13.021336,"81°21'52"" L",11.030083333333334,79.81933333333333,GOOD,Available,HT -3NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81933333333333 11.030083333333334, 79.81733333333332 11.029805555555557)"
96,99,T,DC+3,29,98-99,218.90102420068956,0.58,11.705916,"97°27'42"" L",11.029805555555557,79.81733333333332,GOOD,Available,"LT-2NO,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.81733333333332 11.029805555555557, 79.81738888888889 11.02963888888889)"
97,Gantry (Poraiyur SS),Gantry,H-POLE,12,99-Gantry,18.015777446155074,,13.835117,,11.02963888888889,79.81738888888889,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G102),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
