S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,Gantry (Karambakudi SS),Gantry,2W,H-POLE,12,,,,53.919006,,10.45513889,79.12683333,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12683333333332 10.455138888888888, 79.12677777777778 10.45486111111111)"
2,72,T,,DC,26,Gantry-72,32.01782835,3.19,51.76894,"20°12'8"" R",10.45486111,79.12677778,GOOD,NO E/W,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12677777777778 10.45486111111111, 79.12608333333333 10.453638888888888)"
3,71,T,,SC,22,72-71,154.0635703,3.73,44.199066,"35°6'19"" R",10.45363889,79.12608333,GOOD,Available,"LT,HT-3NO",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12608333333333 10.453638888888888, 79.12433333333333 10.45286111111111)"
4,70,S,,SA,22,71-70,208.0447282,5.04,46.242035,,10.45286111,79.12433333,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12433333333333 10.45286111111111, 79.12197222222221 10.451722222222221)"
5,69,S,,SA,22,70-69,288.6323465,2.27,46.832314,,10.45172222,79.12197222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.12197222222221 10.451722222222221, 79.1196111111111 10.450583333333332)"
6,68,S,,SA,22,69-68,289.1645155,2.6,44.392632,,10.45058333,79.11961111,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1196111111111 10.450583333333332, 79.11725 10.449444444444445)"
7,67,T,,SC,22,68-67,286.5196267,3.59,46.752491,"21°34'10"" R",10.44944444,79.11725,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11725 10.449444444444445, 79.11497222222222 10.449250000000001)"
8,66,S,,SA,22,67-66,249.889756,1.4,46.361694,,10.44925,79.11497222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11497222222222 10.449250000000001, 79.1125 10.449083333333334)"
9,65,S,,SA,22,66-65,273.2188423,2.84,45.287766,,10.44908333,79.1125,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1125 10.449083333333334, 79.11011111111111 10.44888888888889)"
10,64,S,,SA,22,65-64,261.7361182,5.11,48.39893,,10.44888889,79.11011111,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.11011111111111 10.44888888888889, 79.10836111111111 10.44875)"
11,63,S,,SA,22,64-63,191.425726,3.02,43.572414,,10.44875,79.10836111,GOOD,Available,LT,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.10836111111111 10.44875, 79.10605555555556 10.448583333333334)"
12,62,S,,SA,22,63-62,253.8083176,6.2,48.56245,,10.44858333,79.10605556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.10605555555556 10.448583333333334, 79.10369444444444 10.44838888888889)"
13,61,T,,SB,22,62-61,257.6105957,4.18,51.071777,"11°38'18"" L",10.44838889,79.10369444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.10369444444444 10.44838888888889, 79.1021111111111 10.447916666666666)"
14,60,S,,SA,22,61-60,182.6514728,2.07,53.215824,,10.44791667,79.10211111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.1021111111111 10.447916666666666, 79.10002777777777 10.447305555555555)"
15,59,T,2W,SB,22,60-59,237.3637761,1.53,54.681679,"8°48'12"" L",10.44730556,79.10002778,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.10002777777777 10.447305555555555, 79.098 10.446361111111111)"
16,58,S,,SA,22,59-58,245.4906529,3.02,62.319786,,10.44636111,79.098,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.098 10.446361111111111, 79.09599999999999 10.445388888888889)"
17,57,S,,SA,22,58-57,243.7365751,2.45,59.338421,,10.44538889,79.096,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.09599999999999 10.445388888888889, 79.094 10.444472222222222)"
18,56,S,,SA,22,57-56,241.8816159,3.32,67.687302,,10.44447222,79.094,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.094 10.444472222222222, 79.092 10.443583333333333)"
19,55,S,,SA,22,56-55,239.2444354,1.18,69.304718,,10.44358333,79.092,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.092 10.443583333333333, 79.09011111111111 10.442666666666668)"
20,54,T,,SB,22,55-54,231.5105434,4.29,72.292862,"1°20'52"" R",10.44266667,79.09011111,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.09011111111111 10.442666666666668, 79.08777777777777 10.441583333333334)"
