S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,125,T,,SC,22,122 -121,230.7382107,3.63,37.504971,"35°16'4"" L",10.6745,79.41316667,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41316666666667 10.6745, 79.41272222222223 10.672305555555555)"
12,124,S,,SA,22,121 -120,246.4742854,2.67,38.480053,,10.67230556,79.41272222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41272222222223 10.672305555555555, 79.41227777777779 10.670222222222222)"
13,123,T,,SC,22,120 -119,236.5815085,2.85,35.445347,"11°25'14"" L",10.67022222,79.41227778,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41227777777779 10.670222222222222, 79.41227777777779 10.667972222222222)"
14,122,S,,SA,22,119 -LILO : 119/87,248.6530188,2.16,36.278606,,10.66797222,79.41227778,GOOD,Available,LT,"ROAD,CANAL",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41227777777779 10.667972222222222, 79.41233333333334 10.666)"
15,121,S,,SA,22,LILO : 119/87 - 119/88,217.5716834,3.29,34.999947,,10.666,79.41233333,GOOD,Available,HT,POND,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41233333333334 10.666, 79.41236111111111 10.663416666666667)"
16,120,S,,SA,22, 119/88 - 119/89,286.8238573,1.98,33.744156,,10.66341667,79.41236111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41236111111111 10.663416666666667, 79.41241666666667 10.662083333333333)"
17,119,T,,SC,22, 119/89 - 119/90,155,1.5,31.960752,"17°50'53"" L",10.66208333,79.41241667,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41241666666667 10.662083333333333, 79.41336111111112 10.659527777777779)"
18,LILO : 119/87,T,3W,DC,26, 119/90 - 119/91,301.7443129,0.55,34.413158,"80°55'56"" R",10.65952778,79.41336111,GOOD,Available,,ROAD,PLAIN,LILO to Koilkalappal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41336111111112 10.659527777777779, 79.41102777777779 10.659166666666668)"
19, 119/88,T,,DC,26, 119/91 - 119/92,258.0801164,1.07,32.292633,"0°11'3"" R",10.65916667,79.41102778,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.41102777777779 10.659166666666668, 79.40836111111112 10.65875)"
20, 119/89,S,,DA,26, 119/92 - 119/93,293.1579016,1.79,31.577522,,10.65875,79.40836111,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40836111111112 10.65875, 79.40577777777779 10.65838888888889)"
21, 119/90,S,,DA,26, 119/93 - 119/94,287.4211318,2.65,32.441685,,10.65838889,79.40577778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40577777777779 10.65838888888889, 79.4033888888889 10.658)"
22, 119/91,S,,DA,26, 119/94 - 119/95,265.4250184,1.98,30.421013,,10.658,79.40338889,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.4033888888889 10.658, 79.40061111111112 10.65761111111111)"
23, 119/92,T,,DC,26, 119/95 - 119/96,307.2046497,1.67,28.81889,"1°0'10"" L",10.65761111,79.40061111,GOOD,Available,,CANAL,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.40061111111112 10.65761111111111, 79.39800000000001 10.657194444444444)"
24, 119/93,S,,DA,26, 119/96 - 119/97,287.8522254,3.53,29.655163,,10.65719444,79.398,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39800000000001 10.657194444444444, 79.39547222222222 10.656805555555556)"
25, 119/94,S,,DA,26, 119/97 - 119/98,279.3691817,2.07,28.934662,,10.65680556,79.39547222,GOOD,Available,HT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39547222222222 10.656805555555556, 79.39297222222223 10.656416666666667)"
26, 119/95,S,,DA,26, 119/98 - 119/99,277.8747654,0.67,27.990841,,10.65641667,79.39297222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39297222222223 10.656416666666667, 79.39055555555557 10.656055555555556)"
27, 119/96,S,,DA,26, 119/99 - 119/100,266.5929174,2.85,29.183769,,10.65605556,79.39055556,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.39055555555557 10.656055555555556, 79.38805555555557 10.655666666666667)"
28, 119/97,T,,DC,26, 119/100 - 119/101,276.2250086,3.61,31.248024,"13°33'48"" L",10.65566667,79.38805556,GOOD,Available,2LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38805555555557 10.655666666666667, 79.38552777777778 10.65463888888889)"
29, 119/98,S,,DA,26, 119/101 - 119/102,300.6167896,1.51,33.345043,,10.65463889,79.38552778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38552777777778 10.65463888888889, 79.383 10.653611111111111)"
30, 119/99,S,,DA,26, 119/102 - 119/103,298.4933051,2.77,32.136944,,10.65361111,79.383,GOOD,Available,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.383 10.653611111111111, 79.38041666666666 10.6525)"
31, 119/100,T,2W,DC,26, 119/103 - 119/104,306.4625899,3.96,31.461079,"15°17'5"" R",10.6525,79.38041667,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38041666666666 10.6525, 79.37786944444444 10.652322222222223)"
32, 119/101,S,,DA,26, 119/104 - 119/105,274,2.69,30.274132,,10.65232222,79.37786944,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37786944444444 10.652322222222223, 79.37549166666666 10.652166666666668)"
33, 119/102,S,,DA,26, 119/105 - 119/106,264,2.17,30.717983,,10.65216667,79.37549167,GOOD,Available,2LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37549166666666 10.652166666666668, 79.37297222222222 10.651972222222222)"
34, 119/103,S,,DA,26, 119/106 - 119/107,278,3.26,30.371748,,10.65197222,79.37297222,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37297222222222 10.651972222222222, 79.37044444444444 10.65175)"
35, 119/104,T,,DC,26, 119/107 - 119/108,277.1193013,2.93,32.291702,"8°39'15"" L",10.65175,79.37044444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37044444444444 10.65175, 79.36786111111111 10.65113888888889)"
36, 119/105,S,,DA,26, 119/108 - 119/109,291.7838485,2.65,33.776962,,10.65113889,79.36786111,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36786111111111 10.65113888888889, 79.3653611111111 10.650500000000001)"
37, 119/106,S,,DA,26, 119/109 - 119/110,282.7986729,2.74,35.167778,,10.6505,79.36536111,GOOD,Available,2LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3653611111111 10.650500000000001, 79.36274999999999 10.649833333333333)"
38, 119/107,T,,DC,26, 119/110 - 119/111,293.7612069,3.63,32.646378,"34°9'30"" L",10.64983333,79.36275,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36274999999999 10.649833333333333, 79.36094444444444 10.647833333333333)"
39, 119/108,S,,DA,26, 119/111 - 119/112,297.6346351,2.69,30.033356,,10.64783333,79.36094444,GOOD,Available,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36094444444444 10.647833333333333, 79.35916666666667 10.645777777777777)"
40, 119/109,S,,DA,26, 119/112 - 119/113,297.6356395,1.87,28.324722,,10.64577778,79.35916667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.35916666666667 10.645777777777777, 79.3573611111111 10.643638888888889)"
41, 119/110,S,,DA,26, 119/113 - 119/114,309.6520873,2.93,30.776295,,10.64363889,79.35736111,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3573611111111 10.643638888888889, 79.35555555555555 10.641527777777778)"
42, 119/111,S,,DA,26, 119/114 - 119/115,304.3989463,3.16,29.899197,,10.64152778,79.35555556,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.35555555555555 10.641527777777778, 79.35372222222222 10.639416666666666)"
43, 119/112,S,,DA,26, 119/115 - 119/116,310.0509744,4.03,30.410213,,10.63941667,79.35372222,GOOD,Available,HT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.35372222222222 10.639416666666666, 79.35199999999999 10.637333333333332)"
44, 119/113,T,2W,DC,26, 119/116 - 119/117,297.3419739,3.56,33.565807,"5°42'48"" L",10.63733333,79.352,GOOD,Available,"LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.35199999999999 10.637333333333332, 79.35077777777778 10.635555555555555)"
45, 119/114,S,,DA,26, 119/117 - 119/118,238.6053172,3.27,35.948574,,10.63555556,79.35077778,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.35077777777778 10.635555555555555, 79.34947222222222 10.63361111111111)"
46, 119/115,S,,DA,26, 119/118 -Gantry (O.Keelaiyur SS),256.2941091,2.65,37.349922,,10.63361111,79.34947222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.34947222222222 10.63361111111111, 79.34830555555556 10.631833333333335)"
47, 119/116,T,,DC,26,Gantry (O.Keelaiyur SS) -,234.7229631,2.75,38.40292,"16°22'23"" L",10.63183333,79.34830556,GOOD,Available,"2LT,HT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.34830555555556 10.631833333333335, 79.34758333333333 10.62938888888889)"
48, 119/117,T,,DC,26, -,282.0715152,3.16,38.513443,"26°20'25"" R",10.62938889,79.34758333,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.34758333333333 10.62938888888889, 79.34636111111111 10.628055555555555)"
49, 119/118,T,,DC,26, -,198.9747563,4.19,38.285168,"35°33'27"" R",10.62805556,79.34636111,GOOD,Available,2LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.34636111111111 10.628055555555555, 79.34591666666667 10.627972222222223)"
50,Gantry (O.Keelaiyur SS),Gantry,2W,H-POLE,12, 119/118 - Gantry,49.08524957,,37.260201,,10.62797222,79.34591667,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
