S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
18,40,S,,SA,22,37 - 36,275.6858825,2.19,15.783639,,11.21252778,79.68788889,GOOD,Available,"LT,HT-2NO",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.68788888888889 11.212527777777778, 79.68555555555555 11.213638888888887)"
19,39,S,,SA,22,36 - 35,282.1555819,1.87,14.726933,,11.21363889,79.68555556,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.68555555555555 11.213638888888887, 79.68266666666668 11.215083333333332)"
20,38,S,,SA,22,35 - 34,353.6259644,2.72,15.971052,,11.21508333,79.68266667,GOOD,Available,"LT-2NO, 230KV",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.68266666666668 11.215083333333332, 79.68022222222223 11.216305555555556)"
21,37,S,,SA,22,34 - 33,305,3.03,15.639078,,11.21630556,79.68022222,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.68022222222223 11.216305555555556, 79.67808333333333 11.21738888888889)"
22,36,S,,SA,22,33 - 32,276,2.65,15.654104,,11.21738889,79.67808333,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.67808333333333 11.21738888888889, 79.67586111111112 11.218555555555556)"
23,35,T,2W,SC,22,32 - 31,266,2.46,14.322018,"13°36'16"" L",11.21855556,79.67586111,GOOD,Available,"LT-3NO,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.67586111111112 11.218555555555556, 79.67405555555555 11.219027777777779)"
24,34,S,,SA,22,31 - 30,205.6473242,1.41,14.67679,,11.21902778,79.67405556,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.67405555555555 11.219027777777779, 79.67175 11.219555555555555)"
25,33,S,,SA,22,30 - 29,256.5831721,0.91,13.452845,,11.21955556,79.67175,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.67175 11.219555555555555, 79.66938888888889 11.22011111111111)"
26,32,S,,SA,22,29 - 28,264.37177,1.67,13.743101,,11.22011111,79.66938889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.66938888888889 11.22011111111111, 79.66702777777778 11.220638888888889)"
27,31,S,,SA,22,28 - 27,265.4314423,2.68,13.787386,,11.22063889,79.66702778,GOOD,Available,,RIVER,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.66702777777778 11.220638888888889, 79.66411111111111 11.221333333333334)"
28,30,T,,SC,22,27 - 26,329.0981296,1.09,14.248842,"9°29'60"" L",11.22133333,79.66411111,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.66411111111111 11.221333333333334, 79.66197222222223 11.221472222222223)"
29,29,S,,SA,22,26 - 25,233.0697113,2.37,14.041273,,11.22147222,79.66197222,GOOD,Available,LT,Village Road,RIVER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.66197222222223 11.221472222222223, 79.6593888888889 11.22161111111111)"
30,28,S,,SA,22,25 - 24,283.3742254,3.11,13.563242,,11.22161111,79.65938889,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.6593888888889 11.22161111111111, 79.65697222222222 11.22175)"
31,27,S,,SA,22,24 - 23,262.1904916,2.01,14.689281,,11.22175,79.65697222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.65697222222222 11.22175, 79.65438888888889 11.221722222222223)"
32,26,T,,SC,22,23 - 22,285,2.76,12.757513,"10°14'36"" L",11.22172222,79.65438889,GOOD,Available,"HT,LT -2NO",Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.65438888888889 11.221722222222223, 79.65227777777778 11.221305555555556)"
33,25,S,,SA,22,22 - 21,242,1.3,12.362452,,11.22130556,79.65227778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.65227777777778 11.221305555555556, 79.65027777777779 11.220694444444444)"
34,24,S,,SA,22,21 - 20,227.0225621,2.36,11.303841,,11.22069444,79.65027778,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.65027777777779 11.220694444444444, 79.6481388888889 11.220083333333333)"
35,23,S,,SA,22,20 - 19,244.1609216,2.73,12.110289,,11.22008333,79.64813889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.6481388888889 11.220083333333333, 79.64558333333333 11.219305555555556)"
36,22,S,,SA,22,19 - 18,292.6782061,2.83,11.880611,,11.21930556,79.64558333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64558333333333 11.219305555555556, 79.64269444444444 11.2185)"
37,21,S,,SA,22,18 - 17,325.9206325,1.17,11.018223,,11.2185,79.64269444,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64269444444444 11.2185, 79.6406388888889 11.217916666666667)"
38,20,S,,SA,22,17 - 16,234.8947936,1.91,13.006029,,11.21791667,79.64063889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.6406388888889 11.217916666666667, 79.63811111111112 11.217222222222222)"
39,19,S,,SA,22,16 - 15,284.923968,2.25,11.057552,,11.21722222,79.63811111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63811111111112 11.217222222222222, 79.63605555555556 11.216666666666667)"
40,18,T,2W,SC,22,15 - 14,232.3079704,1.83,11.631989,"12°55'28"" R",11.21666667,79.63605556,GOOD,Available,"HT,LT -2NO",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63605555555556 11.216666666666667, 79.63372222222223 11.216583333333332)"
41,17,S,,SA,22,14 - 13,255.2825759,1.51,11.761282,,11.21658333,79.63372222,GOOD,Available,LT - 2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63372222222223 11.216583333333332, 79.63172222222221 11.2165)"
42,16,T,,SC,22,13 - 12,218.592123,2.19,13.86931,"10°43'52"" L",11.2165,79.63172222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63172222222221 11.2165, 79.62905555555555 11.215916666666667)"
43,15,S,,SA,22,12 - 11,299.5206498,1.63,13.139024,,11.21591667,79.62905556,GOOD,Available,"HT,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62905555555555 11.215916666666667, 79.62622222222221 11.215305555555554)"
44,14,S,,SA,22,11 - 10,317.3203336,1.56,13.320791,,11.21530556,79.62622222,GOOD,Available,LT -3NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62622222222221 11.215305555555554, 79.62363888888888 11.214777777777776)"
45,13,S,,SA,22,10 - 9,286.1943564,2.24,14.465136,,11.21477778,79.62363889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62363888888888 11.214777777777776, 79.62094444444443 11.214083333333333)"
46,12,T,,SC,22,9 - 8,306.1225755,1.92,12.982573,"22°46'13"" R",11.21408333,79.62094444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62094444444443 11.214083333333333, 79.61872222222222 11.214416666666667)"
47,11,S,,SA,22,8 - 7,238,1.96,14.246733,"16°41'44"" L",11.21441667,79.61872222,GOOD,Available,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61872222222222 11.214416666666667, 79.61688888888888 11.214166666666666)"
48,10,S,,SA,22,7 - 6,205,1.27,14.051475,,11.21416667,79.61688889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61688888888888 11.214166666666666, 79.61513888888888 11.214083333333333)"
49,9,S,,SA+3,25,6 - 5,190.1484403,2.09,14.185651,,11.21408333,79.61513889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61513888888888 11.214083333333333, 79.61308333333332 11.214083333333333)"
50,8,T,,SB,22,5 - 4,224.17615,1.85,14.73439,"47°49'19"" L",11.21408333,79.61308333,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61308333333332 11.214083333333333, 79.61186111111111 11.21275)"
51,7,S,,SA,22,4 - 3,190,2.92,13.493334,,11.21275,79.61186111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61186111111111 11.21275, 79.61038888888888 11.211222222222222)"
52,6,S,,SA,22,3 - 2,240,3.12,15.077082,,11.21122222,79.61038889,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61038888888888 11.211222222222222, 79.60872222222221 11.209444444444443)"
53,5,S,,SA,22,2 - 1,270.3452652,2.12,14.48646,,11.20944444,79.60872222,GOOD,Available,"LT,HT",CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60872222222221 11.209444444444443, 79.60702777777777 11.207638888888889)"
54,4,S,,SA,22,1 - Gantry (Manalmedu SS),270.2379783,1.79,13.699738,,11.20763889,79.60702778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60702777777777 11.207638888888889, 79.6056111111111 11.206222222222221)"
55,3,T,,SC,22,Gantry (Manalmedu SS) - ,220.799606,1.56,15.850185,"45°33'25"" L",11.20622222,79.60561111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.6056111111111 11.206222222222221, 79.60566666666666 11.204333333333333)"
56,2,S,,SA,22, - ,206,1.63,15.637791,,11.20433333,79.60566667,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60566666666666 11.204333333333333, 79.60575 11.202388888888889)"
57,1,T,,SC,22, - ,220,2.14,15.705853,"19°38'58"" R",11.20238889,79.60575,GOOD,Available,HT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60575 11.202388888888889, 79.6056111111111 11.202)"
58,Gantry (Manalmedu SS),Gantry,2W,H-POLE,12,1-Gantry,45.71216752,,18.247942,,11.202,79.60561111,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
