S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 109/1,T,3W,DC,26,,,1.95,31.747124,,10.50247222,79.31516667,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31516666666667 10.502472222222222, 79.31644444444444 10.503833333333333)"
2,109,T,,SC,22,109/1-109,205.1053545,1.36,31.848646,"40°59'30"" L",10.50383333,79.31644444,GOOD,Available,"HT,LT -2NO",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31644444444444 10.503833333333333, 79.31652777777778 10.506361111111111)"
3,108,S,,SA,22,109-108,278.5769968,4.55,23.302608,,10.50636111,79.31652778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31652777777778 10.506361111111111, 79.31658333333333 10.508722222222222)"
4,107,T,,SC,22,108-107,262.7654421,2.17,25.105574,"13°54'48"" R",10.50872222,79.31658333,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31658333333333 10.508722222222222, 79.31605555555555 10.511388888888888)"
5,106,S,,SA,22,107-106,300.1744629,3.07,24.47394,,10.51138889,79.31605556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31605555555555 10.511388888888888, 79.31555555555555 10.513916666666667)"
6,105,S,,SA,22,106-105,285.7843335,1.29,24.902872,,10.51391667,79.31555556,GOOD,Available,HT,VILLAGE ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31555555555555 10.513916666666667, 79.31516666666667 10.515944444444445)"
7,104,T,,SC,22,105-104,228.4862766,3.46,25.465082,"321°9'5"" L",10.51594444,79.31516667,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31516666666667 10.515944444444445, 79.31619444444445 10.517888888888889)"
8,103,S,,SA,22,104-103,243.5393983,2.8,27.759056,,10.51788889,79.31619444,GOOD,Available,LT,VILLAGE ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31619444444445 10.517888888888889, 79.31719444444444 10.519833333333334)"
9,102,T,,SC,22,103-102,241.3028848,2.02,27.714113,"34°37'45"" R",10.51983333,79.31719444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31719444444444 10.519833333333334, 79.31875 10.52063888888889)"
10,101,S,,SA,22,102-101,191.6840659,5.44,27.27524,,10.52063889,79.31875,GOOD,Available,"HT,LT -2NO","ROAD,CANAL",AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31875 10.52063888888889, 79.32083333333333 10.521722222222223)"
