S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,50,S,,SA,22,51-50,254.1272187,4.02,107.423218,,10.869,78.40316667,GOOD,Available,,Canal,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40316666666668 10.869, 78.40486111111112 10.869861111111112)"
12,49,S,,SA,22,50-49,210.3927412,3.42,109.190567,,10.86986111,78.40486111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40486111111112 10.869861111111112, 78.40650000000001 10.870722222222224)"
13,48,T,,SC,22,49-48,202.4791815,1.97,109.575401,"33°21'50"" L",10.87072222,78.4065,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40650000000001 10.870722222222224, 78.40741666666668 10.8725)"
14,47,S,,SA,22,48-47,220.4243267,1.78,110.467201,,10.8725,78.40741667,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40741666666668 10.8725, 78.40833333333335 10.874222222222222)"
15,46,S,,SA,22,47-46,214.072153,2.61,108.736053,,10.87422222,78.40833333,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40833333333335 10.874222222222222, 78.40922222222223 10.876027777777779)"
16,45,T,,SC,22,46-45,223.3663604,2.3,106.465477,"18°58'53"" L",10.87602778,78.40922222,GOOD,Available,11 KV,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40922222222223 10.876027777777779, 78.40958333333334 10.878722222222223)"
17,44,S,,SA,22,45-44,302.7435944,1.86,109.118835,,10.87872222,78.40958333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40958333333334 10.878722222222223, 78.40991666666667 10.881277777777779)"
18,43,S,,SA,22,44-43,282.8372282,3.1,111.522842,,10.88127778,78.40991667,GOOD,Available,"LT,11KV",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40991666666667 10.881277777777779, 78.41016666666667 10.883083333333333)"
19,42,T,,SC,22,43-42,203.7558615,3.52,112.792686,"24°43'55"" R",10.88308333,78.41016667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41016666666667 10.883083333333333, 78.41122222222222 10.88475)"
20,41,T,2W,SC,22,42-41,215.6986489,1.19,110.130692,"62°41'33"" R",10.88475,78.41122222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41122222222222 10.88475, 78.41316666666667 10.884583333333333)"
21,40,S,,SA,22,41-40,214.597465,3.41,107.07254,,10.88458333,78.41316667,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41316666666667 10.884583333333333, 78.41502777777778 10.88436111111111)"
22,39,S,,SA,22,40-39,204.9987096,2.66,106.219627,,10.88436111,78.41502778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41502777777778 10.88436111111111, 78.41780555555556 10.884083333333333)"
23,38,T,,SC,22,39-38,306.0336623,2.93,105.363449,"0°16'2"" R",10.88408333,78.41780556,GOOD,Available,"LT-2NO,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41780555555556 10.884083333333333, 78.41972222222223 10.883888888888889)"
24,37,T,,SC,22,38-37,210.3525381,1.78,102.318542,"27°48'40"" L",10.88388889,78.41972222,GOOD,Available,HT,"Village Road, Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41972222222223 10.883888888888889, 78.42186111111111 10.884722222222221)"
25,36,S,,SA,22,37-36,250.443521,2.13,100.956543,,10.88472222,78.42186111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42186111111111 10.884722222222221, 78.42455555555556 10.88575)"
26,35,S,,SA,22,36-35,317.8763948,2.75,100.127838,,10.88575,78.42455556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42455555555556 10.88575, 78.42683333333333 10.886666666666667)"
27,34,S,,SA,22,35-34,269.4034312,3.272,100,,10.88666667,78.42683333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42683333333333 10.886666666666667, 78.4293888888889 10.887666666666666)"
28,33,S,,SA,22,34-33,300.8578859,2.98,98.212036,,10.88766667,78.42938889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4293888888889 10.887666666666666, 78.43136111111112 10.888499999999999)"
29,32,S,,SA,22,33-32,233.875318,4.13,96.9478,,10.8885,78.43136111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43136111111112 10.888499999999999, 78.43377777777778 10.889416666666666)"
30,31,T,,SC,22,32-31,282.1030072,1.87,96.535126,"1°30'47"" L",10.88941667,78.43377778,GOOD,Available,,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43377777777778 10.889416666666666, 78.43647222222222 10.8905)"
31,30,S,,SA,22,31-30,319.4787172,1.53,95.969376,,10.8905,78.43647222,GOOD,Available,,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43647222222222 10.8905, 78.43852777777778 10.891277777777777)"
32,29,S,,SA,22,30-29,241.4100048,2.03,95.284912,,10.89127778,78.43852778,GOOD,Available,,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43852777777778 10.891277777777777, 78.44111111111111 10.892277777777778)"
33,28,T,,SC,22,29-28,302.1878946,3.07,96.332001,"0°58'2"" L",10.89227778,78.44111111,GOOD,Available,,Village Road,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44111111111111 10.892277777777778, 78.44319444444444 10.89311111111111)"
34,27,S,,SA,22,28-27,244.9610647,1.53,95.221336,,10.89311111,78.44319444,GOOD,Available,,"ROAD,Canal",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44319444444444 10.89311111111111, 78.44527777777778 10.893944444444443)"
35,26,T,2W,SC,22,27-26,245.6790012,2.07,96.003189,"31°5'13"" R",10.89394444,78.44527778,GOOD,Available,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44527777777778 10.893944444444443, 78.44730555555556 10.893611111111111)"
36,25,T,,SC,22,26-25,224.4970846,3.18,98.480774,"6°15'8"" R",10.89361111,78.44730556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44730555555556 10.893611111111111, 78.44897222222222 10.893166666666666)"
37,24,S,,SA,22,25-24,190.244065,1.95,98.276222,,10.89316667,78.44897222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44897222222222 10.893166666666666, 78.4508888888889 10.89261111111111)"
38,23,T,,SC,22,24-23,218.9541173,1.76,97.964439,"4°50'4"" R",10.89261111,78.45088889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4508888888889 10.89261111111111, 78.45322222222222 10.891694444444443)"
39,22,S,,SA,22,23-22,273.1620393,2.19,99.082481,,10.89169444,78.45322222,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45322222222222 10.891694444444443, 78.45608333333334 10.890527777777777)"
40,21,T,,SC,22,22-21,338.8700144,3.27,99.829994,"0°45'4"" L",10.89052778,78.45608333,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45608333333334 10.890527777777777, 78.45869444444445 10.8895)"
41,20,S,,SA,22,21-20,308.9437523,1.92,99.071136,,10.8895,78.45869444,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45869444444445 10.8895, 78.46102777777779 10.88861111111111)"
42,19,S,,SA,22,20-19,273.0011255,1.99,97.904976,,10.88861111,78.46102778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46102777777779 10.88861111111111, 78.46366666666667 10.887583333333334)"
43,18,T,,SC,22,19-18,310.4260289,2.9,101.33709,"17°20'39"" L",10.88758333,78.46366667,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46366666666667 10.887583333333334, 78.46594444444445 10.887444444444444)"
44,17,S,,SA,22,18-17,247.6585241,2.71,100.245331,,10.88744444,78.46594444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46594444444445 10.887444444444444, 78.46811111111111 10.887305555555555)"
45,16,T,,SC,22,17-16,238.0688193,2.56,100.437897,"10°7'33"" L",10.88730556,78.46811111,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46811111111111 10.887305555555555, 78.47030555555556 10.887555555555554)"
46,15,T,,SC,22,16-15,243.3199589,2.47,99.599342,"7°33'3"" R",10.88755556,78.47030556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47030555555556 10.887555555555554, 78.47336111111112 10.8875)"
47,14,S,,SA,22,15-14,332.1599055,3.02,97.55941,,10.8875,78.47336111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47336111111112 10.8875, 78.4761388888889 10.887555555555554)"
48,13,S,,SA,22,14-13,303.8671388,2.41,94.844086,,10.88755556,78.47613889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4761388888889 10.887555555555554, 78.47886111111112 10.887638888888889)"
49,12,T,,SC,22,13-Dec,299.7068083,3.1,95.401031,"6°54'12"" L",10.88763889,78.47886111,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.47886111111112 10.887638888888889, 78.48138888888889 10.888)"
50,11,S,,SA,22,12-Nov,277.4651864,3.09,94.395531,,10.888,78.48138889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48138888888889 10.888, 78.48391666666667 10.888444444444444)"
51,LILO :10,T,2W,DC,26,11-Oct,281.354096,1.97,94.770828,"50°58'25"" L",10.88844444,78.48391667,GOOD,Available,,,PLAIN,LILO to sugar factory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48391666666667 10.888444444444444, 78.48486111111112 10.890166666666666)"
52,10\1,S,,DA,26,10-10\1,216.1737308,2.22,95.519974,,10.89016667,78.48486111,GOOD,Available,,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48486111111112 10.890166666666666, 78.48597222222223 10.892166666666666)"
53,10\2,T,,DC,26,10\1-10\2,253.6891038,3.13,97.173668,"5°59'56"" L",10.89216667,78.48597222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48597222222223 10.892166666666666, 78.48694444444445 10.894416666666666)"
54,10\3,S,,DA,26,10\2-10\3,271.1001822,3.86,97.674461,,10.89441667,78.48694444,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48694444444445 10.894416666666666, 78.4875 10.895722222222222)"
55,10\4,T,,DC,26,10\3-10\4,155.2973718,2.89,97.200661,"85°29'30"" R",10.89572222,78.4875,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4875 10.895722222222222, 78.48786111111112 10.89561111111111)"
56,10\5,T,,DC,26,10\4-10\5,43.01235196,3.1,96.089081,"92°6'35"" R",10.89561111,78.48786111,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.48786111111112 10.89561111111111, 78.48780555555555 10.895416666666666)"
57,Gantry (Pettavathalai SS),Gantry,2W,H-POLE,12,10\5-Gantry,22.10486499,,99.500229,,10.89541667,78.48780556,GOOD,NO E/W,,,SS,Rail Pole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
