S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 166,T,3W,DC,26,,,,177,,10.81236111,77.97227778,GOOD,Available,,,PLAIN,Common tower for 110KV Malaikoilur - Pugalur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97227777777778 10.812361111111112, 77.97041666666667 10.810861111111112)"
2,167,T,,SB,22,LILO : 166-167,261.2154635,3.16,179.567352,"2°37'32"" R",10.81086111,77.97041667,GOOD,Available,HT -4No,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.97041666666667 10.810861111111112, 77.96841666666667 10.80938888888889)"
3,168,T,,SC,22,167-168,273.8100211,5.02,177.27388,"0°0'25"" L",10.80938889,77.96841667,GOOD,Available,400 KV PGR - KKUDI,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96841666666667 10.80938888888889, 77.96652777777778 10.807972222222222)"
4,169,S,,SA,22,168-169,259.5041422,2.41,181.266586,,10.80797222,77.96652778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96652777777778 10.807972222222222, 77.96436111111112 10.80638888888889)"
5,170,S,,SA+3,25,169-170,294.8553684,3.53,180.227966,,10.80638889,77.96436111,GOOD,Available,"HT,LT",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96436111111112 10.80638888888889, 77.96244444444444 10.805000000000001)"
6,171,T,,SB,22,170-171,259.1576226,1.6,182.324295,"0°17'48"" R",10.805,77.96244444,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96244444444444 10.805000000000001, 77.96047222222222 10.803555555555556)"
7,172,S,,SA,22,171-172,269.3259791,4.11,182.141251,,10.80355556,77.96047222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.96047222222222 10.803555555555556, 77.95852777777777 10.802111111111111)"
8,173,S,,SA,22,172-173,265.741756,2.73,183.44133,,10.80211111,77.95852778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95852777777777 10.802111111111111, 77.95658333333334 10.800666666666668)"
9,174,T,,SB,22,173-174,266.5572623,2.09,185.208893,"0°5'41"" R",10.80066667,77.95658333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95658333333334 10.800666666666668, 77.95522222222222 10.799666666666667)"
10,175,S,,SA,22,174-175,187.6287665,5.36,185.452316,,10.79966667,77.95522222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95522222222222 10.799666666666667, 77.95375 10.79861111111111)"
11,176,S,,SA,22,175-176,198.1937147,1.04,183.401245,,10.79861111,77.95375,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95375 10.79861111111111, 77.95188888888889 10.797222222222222)"
12,177,S,,SA,22,176-177,252.4856823,0.81,184.524734,,10.79722222,77.95188889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.95188888888889 10.797222222222222, 77.94994444444445 10.795833333333333)"
13,178,T,,SB,22,177-178,264.2332042,1.02,182.085876,"0°31'24"" L",10.79583333,77.94994444,GOOD,Available,LT,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94994444444445 10.795833333333333, 77.94797222222222 10.794333333333332)"
14,179,S,,SA+3,25,178-179,272.4591535,2.48,178.300232,,10.79433333,77.94797222,GOOD,Available,HT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94797222222222 10.794333333333332, 77.94588888888889 10.792833333333332)"
15,180,S,,SA+3,25,179-180,283.9982288,0.65,174.242035,,10.79283333,77.94588889,GOOD,Available,LT -2No,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94588888888889 10.792833333333332, 77.944 10.791444444444444)"
16,181,T,2W,SB+3,25,180-181,256.4815025,3.4,176.396713,"20°47'51"" L",10.79144444,77.944,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.944 10.791444444444444, 77.94275 10.789472222222223)"
17,182,S,,SA+3,25,181-182,255.8486444,2.17,178.643539,,10.78947222,77.94275,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94275 10.789472222222223, 77.94161111111111 10.787666666666667)"
18,183,S,,SA,22,182-183,237.8660412,1.63,175.847092,,10.78766667,77.94161111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94161111111111 10.787666666666667, 77.94044444444445 10.785833333333333)"
19,184,T,,SC,22,183-184,239.9301679,2.05,173.998734,"0°12'44"" L",10.78583333,77.94044444,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.94044444444445 10.785833333333333, 77.93933333333334 10.784055555555556)"
20,185,T,,SC,22,184-185,229.742427,5.61,179.078094,"0°22'14"" R",10.78405556,77.93933333,GOOD,NO E/W,230 KV RNPM LINE ,Road,PLAIN,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93933333333334 10.784055555555556, 77.93822222222222 10.782305555555556)"
21,186,S,,SA,22,185-186,229.2244652,3.52,181.134109,,10.78230556,77.93822222,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93822222222222 10.782305555555556, 77.93702777777779 10.780444444444445)"
22,187,S,,SA+3,25,186-187,242.1749106,2.01,178.665848,,10.78044444,77.93702778,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93702777777779 10.780444444444445, 77.93583333333333 10.778583333333334)"
23,188,T,,SB,22,187-188,244.4528982,4.9,179.007584,"0°41'29"" L",10.77858333,77.93583333,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93583333333333 10.778583333333334, 77.93477777777778 10.776916666666667)"
24,189,S,,SA,22,188-189,218.3924055,1.73,181.171371,,10.77691667,77.93477778,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93477777777778 10.776916666666667, 77.93347222222222 10.774833333333333)"
25,190,S,,SA+3,25,189-190,273.0800414,1.56,180.191055,,10.77483333,77.93347222,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93347222222222 10.774833333333333, 77.93230555555556 10.772861111111112)"
26,191,S,,SA+3,25,190-191,249.966026,2.03,180.704895,,10.77286111,77.93230556,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93230555555556 10.772861111111112, 77.93094444444445 10.770805555555556)"
27,192,S,,SA,22,191-192,273.6706176,1.55,183.0233,,10.77080556,77.93094444,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.93094444444445 10.770805555555556, 77.92975 10.768972222222223)"
28,193,T,,SC,22,192-193,243.0225977,6.4,187.809311,"0°36'5"" L",10.76897222,77.92975,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92975 10.768972222222223, 77.92855555555556 10.767083333333334)"
29,194,T,2W,SC,22,193-194,244.7985334,5.22,185.971298,"0°12'44"" L",10.76708333,77.92855556,GOOD,Available,400 KV PGR - MDU,,PLAIN,UP LINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.92855555555556 10.767083333333334, 77.92722222222223 10.765)"
