S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
11,61,S,,SA,22,60-61,315.7769968,5.92,23.202971,,10.57097222,79.36811111,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3681111111111 10.570972222222222, 79.36713888888889 10.568722222222222)"
12,62,S,,SA,22,61-62,280,2.43,21.336266,,10.56872222,79.36713889,GOOD,NO E/W,"LT,HT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36713888888889 10.568722222222222, 79.36625 10.566694444444444)"
13,63,S,,SA,22,62-63,250,2.18,20.38752,,10.56669444,79.36625,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36625 10.566694444444444, 79.36538888888889 10.564722222222223)"
14,64,S,,SA,22,63-64,236.2632489,6.19,25.842522,,10.56472222,79.36538889,GOOD,NO E/W,,RIVER,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36538888888889 10.564722222222223, 79.36433333333333 10.562416666666667)"
15,65,S,,SA,22,64-65,281.6138389,4.01,26.558558,,10.56241667,79.36433333,GOOD,NO E/W,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36433333333333 10.562416666666667, 79.36355555555555 10.560666666666668)"
16,66,S,,SA,22,65-66,219,3.06,28.51792,,10.56066667,79.36355556,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36355555555555 10.560666666666668, 79.36238888888889 10.558083333333334)"
17,67,T,,SA,22,66-67,313.5176075,4.91,30.490828,"24°49'0"" L",10.55808333,79.36238889,GOOD,NO E/W,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36238888888889 10.558083333333334, 79.36238888888889 10.556555555555557)"
18,LILO : 68 ,T,3W,DC,26,67- 68 ,171.1158615,5.81,30.943644,"71°59'7"" L",10.55655556,79.36238889,GOOD,Available,"HT,LT",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36238888888889 10.556555555555557, 79.36475 10.557416666666667)"
19,69,S,,DA,26, 68 -69,274.6277085,3.02,29.41995,,10.55741667,79.36475,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36475 10.557416666666667, 79.36730555555555 10.558472222222223)"
20,70,S,,DA,26,69-70,303.4720977,6.17,27.102337,,10.55847222,79.36730556,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36730555555555 10.558472222222223, 79.36977777777777 10.559555555555557)"
21,71,S,,DA,26,70-71,297.7571121,4.06,23.908052,,10.55955556,79.36977778,GOOD,Available,HT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.36977777777777 10.559555555555557, 79.37241666666667 10.56063888888889)"
22,72,S,,DA,26,71-72,312.6285539,3.19,25.438892,,10.56063889,79.37241667,GOOD,Available,LT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37241666666667 10.56063888888889, 79.37491666666666 10.561722222222222)"
23,73,S,,DA,26,72-73,305,6.11,25.390474,,10.56172222,79.37491667,GOOD,Available,,RIVER,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37491666666666 10.561722222222222, 79.37697222222222 10.56252777777778)"
24,74,T,,DC,26,73-74,243.4380694,7.08,27.1178,"13°16'19"" R",10.56252778,79.37697222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37697222222222 10.56252777777778, 79.37913888888889 10.562861111111111)"
25,75,S,,DA,26,74-75,240.3824918,5.1,29.830416,,10.56286111,79.37913889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.37913888888889 10.562861111111111, 79.38058333333332 10.563)"
26,76,T,,DC,26,75-76,165,4.78,30.213589,"12°20'22"" R",10.563,79.38058333,GOOD,Available,"LT-2NO,HT-2NO",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38058333333332 10.563, 79.38213888888889 10.562833333333334)"
27,77,T,,DC,26,76-77,180,3.24,30.410204,"73°19'56"" R",10.56283333,79.38213889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.38213888888889 10.562833333333334, 79.38191666666665 10.562333333333335)"
28,Gantry (Vadaseri SS),Gantry,2W,H-POLE,12,77-Gantry,70,,29.104507,,10.56233333,79.38191667,GOOD,NO E/W,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
