S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
17,16,T,,DC,26,15-16,282.1784013,2.73,147.316666,"22°52'17"" L",10.98561111,78.0575,GOOD,Available,"HT,LT-2No",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05749999999999 10.98561111111111, 78.056 10.984194444444444)"
18,17,T,,DC,26,16-17,229.0296337,1.75,145.409866,"36°34'60"" R",10.98419444,78.056,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.056 10.984194444444444, 78.05355555555555 10.983888888888888)"
19,18,T,,DC,26,17-18,270.8564282,3.43,140.651367,"8°38'33"" L",10.98388889,78.05355556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05355555555555 10.983888888888888, 78.05163888888889 10.983333333333333)"
20,19,T,2W,DC,26,18-19,217.6375844,4.07,143.788651,"22°42'13"" L",10.98333333,78.05163889,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05163888888889 10.983333333333333, 78.05105555555555 10.982888888888889)"
21,20,T,,DC,26,19-20,80.1161508,2.59,144.12088,"34°19'39"" R",10.98288889,78.05105556,GOOD,Available,LT,"Railway Track, Road",PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.05105555555555 10.982888888888889, 78.04866666666666 10.982694444444444)"
22,21,S,,DA,26,20-21,261.5293524,3.68,147.725861,,10.98269444,78.04866667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04866666666666 10.982694444444444, 78.04677777777778 10.982583333333334)"
23,22,S,,DA,26,21-22,208.8530317,4.01,148.396896,,10.98258333,78.04677778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04677777777778 10.982583333333334, 78.04513888888889 10.982444444444445)"
24,23,T,,DC,26,22-23,180.6102148,5.66,148.608231,"3°57'48"" R",10.98244444,78.04513889,GOOD,Available,,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04513888888889 10.982444444444445, 78.04316666666666 10.982444444444445)"
25,24,T,,DC,26,23-24,215.1792023,3.19,147.923126,"29°23'46"" R",10.98244444,78.04316667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04316666666666 10.982444444444445, 78.04097222222222 10.983638888888889)"
26,25,S,,DA,26,24-25,274.5025192,6.17,150.71022,,10.98363889,78.04097222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.04097222222222 10.983638888888889, 78.0388611111111 10.984777777777778)"
27,26,T,,DC,26,25-26,262.7300005,4.2,149.568588,"27°56'43"" L",10.98477778,78.03886111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0388611111111 10.984777777777778, 78.03727777777777 10.984805555555555)"
28,27,T,,DC,26,26-27,173.7335906,1.7,149.629593,"5°52'57"" R",10.98480556,78.03727778,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03727777777777 10.984805555555555, 78.03602777777778 10.984972222222222)"
29,28,S,,DA,26,27-28,138.8348402,3.41,148.340668,,10.98497222,78.03602778,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03602777777778 10.984972222222222, 78.03402777777778 10.985222222222221)"
30,29,T,2W,DC,26,28-29,218.367932,2.85,148.513077,"19°24'9"" R",10.98522222,78.03402778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03402777777778 10.985222222222221, 78.03294444444444 10.98575)"
31,30,T,,DC,26,29-30,134.4684235,1.94,150.567978,"12°47'32"" L",10.98575,78.03294444,GOOD,Available,"LT-3No, HT-2No",Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03294444444444 10.98575, 78.03136111111111 10.986138888888888)"
32,31,T,,DC,26,30-31,177.6145318,4.02,150.888077,"9°26'37"" R",10.98613889,78.03136111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.03136111111111 10.986138888888888, 78.0286111111111 10.987305555555555)"
33,32,T,,DC,26,31-32,326.6321886,3.11,155.267746,"14°34'38"" L",10.98730556,78.02861111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0286111111111 10.987305555555555, 78.02661111111111 10.98761111111111)"
34,33,T,,DC,26,32-33,221.047735,5.4,155.704315,"42°18'37"" L",10.98761111,78.02661111,GOOD,Available,LT -2No,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02661111111111 10.98761111111111, 78.02427777777778 10.986083333333333)"
35,34,T,,DC,26,33-34,306.123108,4.27,165.67308,"14°41'55"" R",10.98608333,78.02427778,GOOD,Available,HT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02427777777778 10.986083333333333, 78.02305555555556 10.985666666666665)"
36,35,T,,DC,26,34-35,142.0450994,3.19,160.380325,"20°14'21"" R",10.98566667,78.02305556,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02305555555556 10.985666666666665, 78.02125 10.985722222222222)"
37,36,S,,DA,26,35-36,197.408021,4.29,161.318558,,10.98572222,78.02125,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.02125 10.985722222222222, 78.01983333333334 10.985777777777777)"
38,37,T,,DC,26,36-37,154.864736,3.07,163.248932,"76°50'22"" L",10.98577778,78.01983333,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01983333333334 10.985777777777777, 78.0196111111111 10.984944444444444)"
39,38,T,,DC,26,37-38,95.93070178,3.81,164.343994,"6°30'27"" R",10.98494444,78.01961111,GOOD,Available,"LT, 110 KV",NH Erode - Karur,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0196111111111 10.984944444444444, 78.01936111111111 10.984277777777777)"
40,39,T,,DC,26,38-39,79.37844853,3.96,162.973251,"1°56'35"" R",10.98427778,78.01936111,GOOD,Available,110 KV,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.01936111111111 10.984277777777777, 78.01833333333333 10.981916666666667)"
41,LILO : 62/40,T,3W,DC,26,39-LILO:62,282.0343406,7.43,160.299652,,10.98191667,78.01833333,GOOD,Available,HT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
