S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
1,LILO : 132,T,3W,DC,26,,,,24.624107,,10.4575,79.30975,GOOD,,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.30975 10.4575, 79.31102777777778 10.45811111111111)"
2,131,T,,SC,22,132 -131,155.5665442,3.51,22.579779,"20°48'31"" L",10.45811111,79.31102778,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31102777777778 10.45811111111111, 79.31261111111111 10.459722222222222)"
3,130,S,,SA,22,131-130,248.6973142,6.28,22.320587,,10.45972222,79.31261111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31261111111111 10.459722222222222, 79.31416666666667 10.461416666666667)"
4,129,T,,SC,22,130-129,254.5002788,1.07,21.847301,"35°28'22"" L",10.46141667,79.31416667,GOOD,Available,"HT,LT -3NO",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31416666666667 10.461416666666667, 79.3145 10.464083333333333)"
5,128,S,,SA,22,129-128,295.2895088,1.4,23.756271,,10.46408333,79.3145,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.3145 10.464083333333333, 79.31475 10.465944444444444)"
6,127,S,,SA,22,128-127,208.2338582,3.86,24.24954,,10.46594444,79.31475,GOOD,Available,"HT,LT -2NO",ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31475 10.465944444444444, 79.31502777777777 10.468305555555556)"
7,126,S,,SA,22,127-126,262.5098858,2.73,23.795448,,10.46830556,79.31502778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31502777777777 10.468305555555556, 79.31530555555555 10.470722222222223)"
8,125,T,,SC,22,126-125,269.1050081,5.01,22.142374,"6°17'13"" R",10.47072222,79.31530556,GOOD,Available,LT -2NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31530555555555 10.470722222222223, 79.31588888888889 10.473166666666668)"
9,124,S,,SA,22,125-124,280.1214829,6.45,20.063932,,10.47316667,79.31588889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31588888888889 10.473166666666668, 79.31641666666667 10.475583333333333)"
10,123,T,,SC,22,124-123,273.7200767,4.33,19.210287,"2°55'25"" L",10.47558333,79.31641667,GOOD,Available,LT,VILLAGE ROAD,AGRI,CANAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31641666666667 10.475583333333333, 79.31686111111111 10.478111111111112)"
11,122,S,,SA,22,123-122,281.1310422,1.2,18.983564,,10.47811111,79.31686111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31686111111111 10.478111111111112, 79.31722222222221 10.480555555555556)"
12,121,S,,SA,22,122-121,276.0522919,6.53,17.092041,,10.48055556,79.31722222,GOOD,Available,,RIVER,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31722222222221 10.480555555555556, 79.31763888888888 10.483)"
13,120,S,,SA,22,121-120,272.1618094,6.9,20.507357,,10.483,79.31763889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31763888888888 10.483, 79.318 10.485444444444443)"
14,119,S,,SA,22,120-119,274.7005148,4.85,23.341684,,10.48544444,79.318,GOOD,Available,LT,ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.318 10.485444444444443, 79.31847222222221 10.487916666666665)"
15,118,T,2W,SC,22,119-118,276.8513,4.58,25.691496,"27°12'11"" R",10.48791667,79.31847222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.31847222222221 10.487916666666665, 79.31830555555555 10.488499999999998)"
