S.No,Station,Latitude,Longitude,line_geom
1,Basin bridge,13.099398867534045,80.26948050175248,
2,TNEB HQ,13.066125499913737,80.26448663323988,"LINESTRING(80.26948050175248 13.099398867534045, 80.26448663323988 13.066125499913737)"
