S.No,Station,Latitude,Longitude,line_geom
1,SUNGUVACHATHIRAM,12.903602180820263,79.8776844341625,
2,Nokia,12.94383635969108,79.93568805708756,"LINESTRING(79.8776844341625 12.903602180820263, 79.93568805708756 12.94383635969108)"
