S.No,Station,Latitude,Longitude,line_geom
1,Alagapuram (RS),9.256477309067225,77.40550065774633,
2,Kalivanthapattu,12.789931117584992,80.07607155500656,"LINESTRING(77.40550065774633 9.256477309067225, 80.07607155500656 12.789931117584992)"
