S.No,Station,Latitude,Longitude,line_geom
1,SLDC ERODE,11.335985918090868,77.7176826231301,
2,"(11.261583, 77.613083)",11.261583,77.613083,"LINESTRING(77.7176826231301 11.335985918090868, 77.613083 11.261583)"
