S.No,Station,Latitude,Longitude,line_geom
1,ARIYAPERUMBAKKAM,12.882748295377114,79.6453102721345,
2,400 SRIPERUMPUDUR,12.981101494992117,79.9743993527881,"LINESTRING(79.6453102721345 12.882748295377114, 79.9743993527881 12.981101494992117)"
